분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,○,,회전형-상하좌우 1200x1200mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1500x1200mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1800x1200mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1700mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1800mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 2000x1800mm,ALC200,,E334,
,,,,523.0,알루미늄,WD523,WD523-배연창(알루미늄),○,,,WD523-배연창(알루미늄) ,ALC200,,E334,
,,,,,,,,○,,상부개폐 900x900mm,WD523-배연창(알루미늄) 상부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1200x1200mm,WD523-배연창(알루미늄) 상부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1500x1200mm,WD523-배연창(알루미늄) 상부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1800x1200mm,WD523-배연창(알루미늄) 상부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1700mm,WD523-배연창(알루미늄) 상부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1800mm,WD523-배연창(알루미늄) 상부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 900x900mm,WD523-배연창(알루미늄) 우측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1200x1200mm,WD523-배연창(알루미늄) 우측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1500x1200mm,WD523-배연창(알루미늄) 우측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1800x1200mm,WD523-배연창(알루미늄) 우측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1700mm,WD523-배연창(알루미늄) 우측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1800mm,WD523-배연창(알루미늄) 우측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 900x900mm,WD523-배연창(알루미늄) 좌측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1200x1200mm,WD523-배연창(알루미늄) 좌측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1500x1200mm,WD523-배연창(알루미늄) 좌측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1800x1200mm,WD523-배연창(알루미늄) 좌측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1700mm,WD523-배연창(알루미늄) 좌측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1800mm,WD523-배연창(알루미늄) 좌측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 900x900mm,WD523-배연창(알루미늄) 하부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1200x1200mm,WD523-배연창(알루미늄) 하부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1500x1200mm,WD523-배연창(알루미늄) 하부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1800x1200mm,WD523-배연창(알루미늄) 하부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1700mm,WD523-배연창(알루미늄) 하부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1800mm,WD523-배연창(알루미늄) 하부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 900x900mm,WD523-배연창(알루미늄) 회전형-상하좌우 900x900mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1200x1200mm,WD523-배연창(알루미늄) 회전형-상하좌우 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1500x1200mm,WD523-배연창(알루미늄) 회전형-상하좌우 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1800x1200mm,WD523-배연창(알루미늄) 회전형-상하좌우 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1700mm,WD523-배연창(알루미늄) 회전형-상하좌우 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1800mm,WD523-배연창(알루미늄) 회전형-상하좌우 2000x1800mm,ALC200,,E334,
,,,,524.0,목재,WD524,WD524-배연창(목재),○,,,WD524-배연창(목재) ,ALC200,,E334,
,,,,,,,,○,,상부개폐 900x900mm,WD524-배연창(목재) 상부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1200x1200mm,WD524-배연창(목재) 상부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1500x1200mm,WD524-배연창(목재) 상부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1800x1200mm,WD524-배연창(목재) 상부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1700mm,WD524-배연창(목재) 상부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1800mm,WD524-배연창(목재) 상부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 900x900mm,WD524-배연창(목재) 우측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1200x1200mm,WD524-배연창(목재) 우측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1500x1200mm,WD524-배연창(목재) 우측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1800x1200mm,WD524-배연창(목재) 우측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1700mm,WD524-배연창(목재) 우측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1800mm,WD524-배연창(목재) 우측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 900x900mm,WD524-배연창(목재) 좌측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1200x1200mm,WD524-배연창(목재) 좌측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1500x1200mm,WD524-배연창(목재) 좌측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1800x1200mm,WD524-배연창(목재) 좌측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1700mm,WD524-배연창(목재) 좌측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1800mm,WD524-배연창(목재) 좌측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 900x900mm,WD524-배연창(목재) 하부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1200x1200mm,WD524-배연창(목재) 하부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1500x1200mm,WD524-배연창(목재) 하부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1800x1200mm,WD524-배연창(목재) 하부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1700mm,WD524-배연창(목재) 하부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1800mm,WD524-배연창(목재) 하부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 900x900mm,WD524-배연창(목재) 회전형-상하좌우 900x900mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1200x1200mm,WD524-배연창(목재) 회전형-상하좌우 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1500x1200mm,WD524-배연창(목재) 회전형-상하좌우 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1800x1200mm,WD524-배연창(목재) 회전형-상하좌우 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1700mm,WD524-배연창(목재) 회전형-상하좌우 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1800mm,WD524-배연창(목재) 회전형-상하좌우 2000x1800mm,ALC200,,E334,
,,,,525.0,플라스틱,WD525,WD525-배연창(플라스틱),○,,,WD525-배연창(플라스틱) ,ALC200,,E334,
,,,,,,,,○,,상부개폐 900x900mm,WD525-배연창(플라스틱) 상부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1200x1200mm,WD525-배연창(플라스틱) 상부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1500x1200mm,WD525-배연창(플라스틱) 상부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 1800x1200mm,WD525-배연창(플라스틱) 상부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1700mm,WD525-배연창(플라스틱) 상부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1800mm,WD525-배연창(플라스틱) 상부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 900x900mm,WD525-배연창(플라스틱) 우측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1200x1200mm,WD525-배연창(플라스틱) 우측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1500x1200mm,WD525-배연창(플라스틱) 우측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1800x1200mm,WD525-배연창(플라스틱) 우측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1700mm,WD525-배연창(플라스틱) 우측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1800mm,WD525-배연창(플라스틱) 우측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 900x900mm,WD525-배연창(플라스틱) 좌측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1200x1200mm,WD525-배연창(플라스틱) 좌측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1500x1200mm,WD525-배연창(플라스틱) 좌측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1800x1200mm,WD525-배연창(플라스틱) 좌측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1700mm,WD525-배연창(플라스틱) 좌측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1800mm,WD525-배연창(플라스틱) 좌측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 900x900mm,WD525-배연창(플라스틱) 하부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1200x1200mm,WD525-배연창(플라스틱) 하부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1500x1200mm,WD525-배연창(플라스틱) 하부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1800x1200mm,WD525-배연창(플라스틱) 하부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1700mm,WD525-배연창(플라스틱) 하부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1800mm,WD525-배연창(플라스틱) 하부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 900x900mm,WD525-배연창(플라스틱) 회전형-상하좌우 900x900mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1200x1200mm,WD525-배연창(플라스틱) 회전형-상하좌우 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1500x1200mm,WD525-배연창(플라스틱) 회전형-상하좌우 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 1800x1200mm,WD525-배연창(플라스틱) 회전형-상하좌우 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1700mm,WD525-배연창(플라스틱) 회전형-상하좌우 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 2000x1800mm,WD525-배연창(플라스틱) 회전형-상하좌우 2000x1800mm,ALC200,,E334,
,,530.0,방음시창 2중,,,WD530,WD530-방음시창 2중,○,,,WD530-방음시창 2중 ,ALC500,,E334,
,,,,531.0,"강재(철재,스틸)",WD531,WD531-방음시창 2중(철재),○,,900x900mm,WD531-방음시창 2중(철재) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD531-방음시창 2중(철재) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD531-방음시창 2중(철재) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD531-방음시창 2중(철재) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD531-방음시창 2중(철재) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD531-방음시창 2중(철재) 2500x1000mm,ALC500,,E334,
,,,,532.0,스테인리스 스틸,WD532,WD532-방음시창 2중(스테인리스 스틸),○,,900x900mm,WD532-방음시창 2중(스테인리스 스틸) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD532-방음시창 2중(스테인리스 스틸) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD532-방음시창 2중(스테인리스 스틸) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD532-방음시창 2중(스테인리스 스틸) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD532-방음시창 2중(스테인리스 스틸) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD532-방음시창 2중(스테인리스 스틸) 2500x1000mm,ALC500,,E334,
,,,,533.0,알루미늄,WD533,WD533-방음시창 2중(알루미늄),○,,900x900mm,WD533-방음시창 2중(알루미늄) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD533-방음시창 2중(알루미늄) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD533-방음시창 2중(알루미늄) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD533-방음시창 2중(알루미늄) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD533-방음시창 2중(알루미늄) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD533-방음시창 2중(알루미늄) 2500x1000mm,ALC500,,E334,
,,,,534.0,목재,WD534,WD534-방음시창 2중(목재),○,,900x900mm,WD534-방음시창 2중(목재) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD534-방음시창 2중(목재) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD534-방음시창 2중(목재) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD534-방음시창 2중(목재) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD534-방음시창 2중(목재) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD534-방음시창 2중(목재) 2500x1000mm,ALC500,,E334,
,,,,535.0,플라스틱,WD535,WD535-방음시창 2중(플라스틱),○,,900x900mm,WD535-방음시창 2중(플라스틱) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD535-방음시창 2중(플라스틱) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD535-방음시창 2중(플라스틱) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD535-방음시창 2중(플라스틱) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD535-방음시창 2중(플라스틱) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD535-방음시창 2중(플라스틱) 2500x1000mm,ALC500,,E334,
,,540.0,방음시창 3중,,,WD540,WD540-방음시창 3중,○,,,WD540-방음시창 3중 ,ALC500,,E334,
,,,,541.0,"강재(철재,스틸)",WD541,WD541-방음시창 3중(철재),○,,900x900mm,WD541-방음시창 3중(철재) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD541-방음시창 3중(철재) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD541-방음시창 3중(철재) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD541-방음시창 3중(철재) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD541-방음시창 3중(철재) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD541-방음시창 3중(철재) 2500x1000mm,ALC500,,E334,
,,,,542.0,스테인리스 스틸,WD542,WD542-방음시창 3중(스테인리스 스틸),○,,900x900mm,WD542-방음시창 3중(스테인리스 스틸) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD542-방음시창 3중(스테인리스 스틸) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD542-방음시창 3중(스테인리스 스틸) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD542-방음시창 3중(스테인리스 스틸) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD542-방음시창 3중(스테인리스 스틸) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD542-방음시창 3중(스테인리스 스틸) 2500x1000mm,ALC500,,E334,
,,,,543.0,알루미늄,WD543,WD543-방음시창 3중(알루미늄),○,,900x900mm,WD543-방음시창 3중(알루미늄) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD543-방음시창 3중(알루미늄) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD543-방음시창 3중(알루미늄) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD543-방음시창 3중(알루미늄) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD543-방음시창 3중(알루미늄) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD543-방음시창 3중(알루미늄) 2500x1000mm,ALC500,,E334,
,,,,544.0,목재,WD544,WD544-방음시창 3중(목재),○,,900x900mm,WD544-방음시창 3중(목재) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD544-방음시창 3중(목재) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD544-방음시창 3중(목재) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD544-방음시창 3중(목재) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD544-방음시창 3중(목재) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD544-방음시창 3중(목재) 2500x1000mm,ALC500,,E334,
,,,,545.0,플라스틱,WD545,WD545-방음시창 3중(플라스틱),○,,900x900mm,WD545-방음시창 3중(플라스틱) 900x900mm,ALC500,,E334,
,,,,,,,,○,,1200x1200mm,WD545-방음시창 3중(플라스틱) 1200x1200mm,ALC500,,E334,
,,,,,,,,○,,1500x1200mm,WD545-방음시창 3중(플라스틱) 1500x1200mm,ALC500,,E334,
,,,,,,,,○,,1800x1200mm,WD545-방음시창 3중(플라스틱) 1800x1200mm,ALC500,,E334,
,,,,,,,,○,,2000x1000mm,WD545-방음시창 3중(플라스틱) 2000x1000mm,ALC500,,E334,
,,,,,,,,○,,2500x1000mm,WD545-방음시창 3중(플라스틱) 2500x1000mm,ALC500,,E334,
WD600,셔터창,600.0,셔터창,,,,,,,,,,,E335,
,,610.0,셔터창,,,,,,,,,,,E335,
,,,,611.0,"강재 (철재, 스틸)",WD611,WD611-철재전동일반셔터,,,"(1.2t, 방청1회)","WD611-철재전동일반셔터 (1.2t, 방청1회)",ALE122100000,,E335,
,,,,,,,,,,(1.2t(EGI)),WD611-철재전동일반셔터 (1.2t(EGI)),ALE122100100,,E335,
,,,,,,,,,,"(1.2t(EGI), 3Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 3Mx3M(WxH))",ALE122100200,,E335,
,,,,,,,,,,"(1.2t(EGI), 4Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 4Mx3M(WxH))",ALE122100300,,E335,
,,,,,,,,,,"(1.2t(EGI), 5Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 5Mx3M(WxH))",ALE122100400,,E335,
,,,,,,,,,,"(1.2t(EGI), 6Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 6Mx3M(WxH))",ALE122100500,,E335,
,,,,,,,,,,"(1.2t(EGI), 7Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 7Mx3M(WxH))",ALE122100600,,E335,
,,,,,,,,,,"(1.2t(EGI), 8Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 8Mx3M(WxH))",ALE122100700,,E335,
,,,,,,,,,,"(1.2t(EGI), 9Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 9Mx3M(WxH))",ALE122100800,,E335,
,,,,,,,,,,"(1.2t(EGI), 10Mx3M(WxH))","WD611-철재전동일반셔터 (1.2t(EGI), 10Mx3M(WxH))",ALE122100900,,E335,
,,,,,,WD611,,,,"(수동, 현장제작치수)","WD611-철재전동일반셔터 (수동, 현장제작치수)",ALE121900000,,E335,
,,,,,,,,,,"(자동, 현장제작치수)","WD611-철재전동일반셔터 (자동, 현장제작치수)",ALE122900000,,E335,
,,,,,,WD611,WD611-철재전동방화셔터,,,"(1.6T (EGI), 3mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 3mx3m(WxH))",ALE112100000,,E335,
,,,,,,,,,,"(1.6T (EGI), 4mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 4mx3m(WxH))",ALE112100100,,E335,
,,,,,,,,,,"(1.6T (EGI), 5mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 5mx3m(WxH))",ALE112100200,,E335,
,,,,,,,,,,"(1.6T (EGI), 6mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 6mx3m(WxH))",ALE112100300,,E335,
,,,,,,,,,,"(1.6T (EGI), 7mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 7mx3m(WxH))",ALE112100400,,E335,
,,,,,,,,,,"(1.6T (EGI), 8mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 8mx3m(WxH))",ALE112100500,,E335,
,,,,,,,,,,"(1.6T (EGI), 9mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 9mx3m(WxH))",ALE112100600,,E335,
,,,,,,,,,,"(1.6T (EGI), 10mx3m(WxH))","WD611-철재전동방화셔터 (1.6T (EGI), 10mx3m(WxH))",ALE112100700,,E335,
,,,,,,,,,,(현장제작치수),WD611-철재전동방화셔터 (현장제작치수),ALE112900000,,E335,
,,,,612.0,스테인리스 스틸,WD612,WD612-스텐PIPE셔터,,,"(단중D16x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D16x1.0T,@80, 2.7x1.8(WH))",ALE321100000,,E335,
,,,,,,,,,,"(단중D16x1.0T,@80, 3.6x2.4(WH))","WD612-스텐PIPE셔터 (단중D16x1.0T,@80, 3.6x2.4(WH))",ALE321100100,,E335,
,,,,,,,,,,"(단중D16x1.0T,@80, 6.0x3.6(WH))","WD612-스텐PIPE셔터 (단중D16x1.0T,@80, 6.0x3.6(WH))",ALE321100200,,E335,
,,,,,,,,,,"(단중D16x1.2T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D16x1.2T,@80, 2.7x1.8(WH))",ALE321100300,,E335,
,,,,,,,,,,"(단중D16x1.2T,@80, 3.6x2.4(WH))","WD612-스텐PIPE셔터 (단중D16x1.2T,@80, 3.6x2.4(WH))",ALE321100400,,E335,
,,,,,,,,,,"(단중D16x1.2T,@80, 6.0x3.6(WH))","WD612-스텐PIPE셔터 (단중D16x1.2T,@80, 6.0x3.6(WH))",ALE321100500,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110000,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110100,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110200,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110300,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110400,,E335,
,,,,,,,,,,"(단중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (단중D19x1.0T,@80, 2.7x1.8(WH))",ALE321110500,,E335,
,,,,,,,,,,"(이중D16x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (이중D16x1.0T,@80, 2.7x1.8(WH))",ALE321110600,,E335,
,,,,,,,,,,"(이중D16x1.0T,@80, 3.6x2.4(WH))","WD612-스텐PIPE셔터 (이중D16x1.0T,@80, 3.6x2.4(WH))",ALE321110700,,E335,
,,,,,,,,,,"(이중D16x1.0T,@80, 6.0x3.6(WH))","WD612-스텐PIPE셔터 (이중D16x1.0T,@80, 6.0x3.6(WH))",ALE321110800,,E335,
,,,,,,,,,,"(이중D16x1.2T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (이중D16x1.2T,@80, 2.7x1.8(WH))",ALE321110900,,E335,
,,,,,,,,,,"(이중D16x1.2T,@80, 3.6x2.4(WH))","WD612-스텐PIPE셔터 (이중D16x1.2T,@80, 3.6x2.4(WH))",ALE321111000,,E335,
,,,,,,,,,,"(이중D16x1.2T,@80, 6.0x3.6(WH))","WD612-스텐PIPE셔터 (이중D16x1.2T,@80, 6.0x3.6(WH))",ALE321111100,,E335,
,,,,,,,,,,"(이중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (이중D19x1.0T,@80, 2.7x1.8(WH))",ALE321111200,,E335,
,,,,,,,,,,"(이중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (이중D19x1.0T,@80, 2.7x1.8(WH))",ALE321111300,,E335,
,,,,,,,,,,"(이중D19x1.0T,@80, 2.7x1.8(WH))","WD612-스텐PIPE셔터 (이중D19x1.0T,@80, 2.7x1.8(WH))",ALE321111400,,E335,
