분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,○,,상부개폐 1800x1200mm,WD522-배연창(스테인리스 스틸) 상부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1700mm,WD522-배연창(스테인리스 스틸) 상부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,상부개폐 2000x1800mm,WD522-배연창(스테인리스 스틸) 상부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 900x900mm,WD522-배연창(스테인리스 스틸) 좌측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1200x1200mm,WD522-배연창(스테인리스 스틸) 좌측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1500x1200mm,WD522-배연창(스테인리스 스틸) 좌측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 1800x1200mm,WD522-배연창(스테인리스 스틸) 좌측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1700mm,WD522-배연창(스테인리스 스틸) 좌측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,좌측개폐 2000x1800mm,WD522-배연창(스테인리스 스틸) 좌측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 900x900mm,WD522-배연창(스테인리스 스틸) 우측개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1200x1200mm,WD522-배연창(스테인리스 스틸) 우측개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1500x1200mm,WD522-배연창(스테인리스 스틸) 우측개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 1800x1200mm,WD522-배연창(스테인리스 스틸) 우측개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1700mm,WD522-배연창(스테인리스 스틸) 우측개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,우측개폐 2000x1800mm,WD522-배연창(스테인리스 스틸) 우측개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 900x900mm,WD522-배연창(스테인리스 스틸) 하부개폐 900x900mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1200x1200mm,WD522-배연창(스테인리스 스틸) 하부개폐 1200x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1500x1200mm,WD522-배연창(스테인리스 스틸) 하부개폐 1500x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 1800x1200mm,WD522-배연창(스테인리스 스틸) 하부개폐 1800x1200mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1700mm,WD522-배연창(스테인리스 스틸) 하부개폐 2000x1700mm,ALC200,,E334,
,,,,,,,,○,,하부개폐 2000x1800mm,WD522-배연창(스테인리스 스틸) 하부개폐 2000x1800mm,ALC200,,E334,
,,,,,,,,○,,회전형-상하좌우 900x900mm,WD522-배연창(스테인리스 스틸) 회전형-상하좌우 900x900mm,ALC200,,E334,
