분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,○,(골형),SL122-데크플레이트구조 바닥 (골형),AEF,,E25,
,,,,,,○,614x50,SL122-데크플레이트구조 바닥 614x50,AEF,,E25,
,,,,,,○,660x50,SL122-데크플레이트구조 바닥 660x50,AEF,,E25,
,,,,,,○,600x75,SL122-데크플레이트구조 바닥 600x75,AEF,,E25,
,,,,,,○,690x75,SL122-데크플레이트구조 바닥 690x75,AEF,,E25,
,,,,SL122-데크플레이트 설치,,,10층이하(자재별도) 210mm,SL122-데크플레이트 설치 10층이하(자재별도) 210mm,AEF,,E25,
,,,,,,,11~15층(자재별도) 250mm,SL122-데크플레이트 설치 11~15층(자재별도) 250mm,AEF,,E25,
,,,,,,,16∼20층(자재별도) 300mm,SL122-데크플레이트 설치 16∼20층(자재별도) 300mm,AEF,,E25,
,,,,,,,21∼25층(자재별도) 320mm,SL122-데크플레이트 설치 21∼25층(자재별도) 320mm,AEF,,E25,
,,,,SL122-데크플레이트 절단,,○,(판두께 2.3mm 이상) 150mm,SL122-데크플레이트 절단 (판두께 2.3mm 이상) 150mm,AEF,,E25,
,,,,,,○,(판두께 1.6mm 이하) 180mm,SL122-데크플레이트 절단 (판두께 1.6mm 이하) 180mm,AEF,,E25,
,140.0-목구조,,SL140,SL140-목조 바닥,250,○,,SL140-목조 바닥,AIA,,E25,
,190.0-기계기초배근 구조,,SL190,SL190-기계기초배근 구조 바닥,,○,,SL190-기계기초배근 구조 바닥 ,AD,,E25,
,,,,,,○,,SL191-기계기초배근,AD,,E25,
SL200-조적,,,SL200,SL200-벽돌 바닥,90,○,,SL200-벽돌 바닥 ,AFA2,,E25,
,210.0-시멘트벽돌,,SL210,SL210-시멘트벽돌 바닥,90,○,,SL210-시멘트벽돌 바닥 ,AFA21,,E25,
,,211.0-시멘트벽돌,SL211,SL211-시멘트벽돌 바닥,,○,모로세워깔기(벽돌포함),SL211-시멘트벽돌 바닥 모로세워깔기(벽돌포함),AFA211100000,,E25,
,,,,,,○,평깔기(벽돌포함),SL211-시멘트벽돌 바닥 평깔기(벽돌포함),AFA212100000,,E25,
,,,,,,○,무늬깔기(벽돌포함),SL211-시멘트벽돌 바닥 무늬깔기(벽돌포함),AFA213100000,,E25,
,220.0-치장벽돌,,SL220,SL220-치장벽돌 바닥,90,○,,SL220-치장벽돌 바닥 ,AFA12,,E25,
,,221.0-적벽돌,SL221,SL221-적벽돌 바닥,,○,,SL221-적벽돌 바닥 ,AFA22,,E25,
,,,,,,○,모로세워깔기(벽돌포함),SL221-적벽돌 바닥 모로세워깔기(벽돌포함),AFA221100000,,E25,
,,,,,,○,평깔기(벽돌포함),SL221-적벽돌 바닥 평깔기(벽돌포함),AFA222100000,,E25,
,,,,,,○,무늬깔기(벽돌포함),SL221-적벽돌 바닥 무늬깔기(벽돌포함),AFA223100000,,E25,
,,222.0-점토벽돌,SL222,SL222-점토벽돌 바닥,80,○,,SL222-점토벽돌 바닥 ,AFA24,,E25,
,,,,,,○,모로세워깔기 50mm,SL222-점토벽돌 바닥 모로세워깔기 50mm,AFA241100000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 50mm,SL222-점토벽돌 바닥 모로세워깔기(벽돌포함) 50mm,AFA241110000,,E25,
,,,,,,○,모로세워깔기 55mm,SL222-점토벽돌 바닥 모로세워깔기 55mm,AFA241200000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 55mm,SL222-점토벽돌 바닥 모로세워깔기(벽돌포함) 55mm,AFA241210000,,E25,
,,,,,,○,모로세워깔기 60mm,SL222-점토벽돌 바닥 모로세워깔기 60mm,AFA241300000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 60mm,SL222-점토벽돌 바닥 모로세워깔기(벽돌포함) 60mm,AFA241310000,,E25,
,,,,,,○,모로세워깔기 80mm,SL222-점토벽돌 바닥 모로세워깔기 80mm,AFA241400000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 80mm,SL222-점토벽돌 바닥 모로세워깔기(벽돌포함) 80mm,AFA241410000,,E25,
,,,,,,○,평깔기 50mm,SL222-점토벽돌 바닥 평깔기 50mm,AFA242100000,,E25,
,,,,,,○,평깔기(벽돌포함) 50mm,SL222-점토벽돌 바닥 평깔기(벽돌포함) 50mm,AFA242110000,,E25,
,,,,,,○,평깔기 55mm,SL222-점토벽돌 바닥 평깔기 55mm,AFA242200000,,E25,
,,,,,,○,평깔기(벽돌포함) 55mm,SL222-점토벽돌 바닥 평깔기(벽돌포함) 55mm,AFA242210000,,E25,
,,,,,,○,평깔기 60mm,SL222-점토벽돌 바닥 평깔기 60mm,AFA242300000,,E25,
,,,,,,○,평깔기(벽돌포함) 60mm,SL222-점토벽돌 바닥 평깔기(벽돌포함) 60mm,AFA242310000,,E25,
,,,,,,○,평깔기 80mm,SL222-점토벽돌 바닥 평깔기 80mm,AFA242400000,,E25,
,,,,,,○,평깔기(벽돌포함) 80mm,SL222-점토벽돌 바닥 평깔기(벽돌포함) 80mm,AFA242410000,,E25,
,,,,,,○,무늬깔기 50mm,SL222-점토벽돌 바닥 무늬깔기 50mm,AFA243100000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 50mm,SL222-점토벽돌 바닥 무늬깔기(벽돌포함) 50mm,AFA243110000,,E25,
,,,,,,○,무늬깔기 55mm,SL222-점토벽돌 바닥 무늬깔기 55mm,AFA243200000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 55mm,SL222-점토벽돌 바닥 무늬깔기(벽돌포함) 55mm,AFA243210000,,E25,
,,,,,,○,무늬깔기 60mm,SL222-점토벽돌 바닥 무늬깔기 60mm,AFA243300000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 60mm,SL222-점토벽돌 바닥 무늬깔기(벽돌포함) 60mm,AFA243310000,,E25,
,,,,,,○,무늬깔기 80mm,SL222-점토벽돌 바닥 무늬깔기 80mm,AFA243400000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 80mm,SL222-점토벽돌 바닥 무늬깔기(벽돌포함) 80mm,AFA243410000,,E25,
,,223.0-고압벽돌,SL223,SL223-고압벽돌 바닥,50,○,,SL223-고압벽돌 바닥 ,AFA23,,E25,
,,,,,,○,모로세워깔기 50mm,SL223-고압벽돌 바닥 모로세워깔기 50mm,AFA231100000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 50mm,SL223-고압벽돌 바닥 모로세워깔기(벽돌포함) 50mm,AFA231110000,,E25,
,,,,,,○,모로세워깔기 60mm,SL223-고압벽돌 바닥 모로세워깔기 60mm,AFA231200000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 60mm,SL223-고압벽돌 바닥 모로세워깔기(벽돌포함) 60mm,AFA231210000,,E25,
,,,,,,○,모로세워깔기 80mm,SL223-고압벽돌 바닥 모로세워깔기 80mm,AFA231300000,,E25,
,,,,,,○,모로세워깔기(벽돌포함) 80mm,SL223-고압벽돌 바닥 모로세워깔기(벽돌포함) 80mm,AFA231310000,,E25,
,,,,,,○,평깔기 50mm,SL223-고압벽돌 바닥 평깔기 50mm,AFA232100000,,E25,
,,,,,,○,평깔기(벽돌포함) 50mm,SL223-고압벽돌 바닥 평깔기(벽돌포함) 50mm,AFA232110000,,E25,
,,,,,,○,평깔기 60mm,SL223-고압벽돌 바닥 평깔기 60mm,AFA232200000,,E25,
,,,,,,○,평깔기(벽돌포함) 60mm,SL223-고압벽돌 바닥 평깔기(벽돌포함) 60mm,AFA232210000,,E25,
,,,,,,○,평깔기 80mm,SL223-고압벽돌 바닥 평깔기 80mm,AFA232300000,,E25,
,,,,,,○,평깔기(벽돌포함) 80mm,SL223-고압벽돌 바닥 평깔기(벽돌포함) 80mm,AFA232310000,,E25,
,,,,,,○,무늬깔기 50mm,SL223-고압벽돌 바닥 무늬깔기 50mm,AFA233100000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 50mm,SL223-고압벽돌 바닥 무늬깔기(벽돌포함) 50mm,AFA233110000,,E25,
,,,,,,○,무늬깔기 60mm,SL223-고압벽돌 바닥 무늬깔기 60mm,AFA233200000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 60mm,SL223-고압벽돌 바닥 무늬깔기(벽돌포함) 60mm,AFA233210000,,E25,
,,,,,,○,무늬깔기 80mm,SL223-고압벽돌 바닥 무늬깔기 80mm,AFA233300000,,E25,
,,,,,,○,무늬깔기(벽돌포함) 80mm,SL223-고압벽돌 바닥 무늬깔기(벽돌포함) 80mm,AFA233310000,,E25,
,230.0-블록,,SL230,SL230-시멘트블록 바닥,150,○,,SL230-시멘트블록 바닥,AFB1,,E25,
,,231.0-시멘트블록,SL231,SL231-시멘트블록 바닥,,○,,SL231-시멘트블록 바닥 ,AFB13,,E25,
,,,,,190,○,4인치(100x190x390),SL231-시멘트블록 바닥 4인치(100x190x390),AFB135100000,,E25,
,,,,,190,○,6인치(150x190x390),SL231-시멘트블록 바닥 6인치(150x190x390),AFB135200000,,E25,
,,,,,190,○,8인치(190x190x390),SL231-시멘트블록 바닥 8인치(190x190x390),AFB135300000,,E25,
,,232.0-EPS블록,SL232,SL232-EPS블록 바닥,30/30,○,,SL232-EPS블록 바닥 ,AFB135,,E25,
,,,,,수정,○,300mm,SL232-EPS블록 바닥 300mm,AFB135,,E25,
,,239.0-기타,SL239,SL239-점자블록 바닥,,,,SL239-점자블록 바닥 ,,AFB135A,E25,
SL300-석재 및 타일,,,SL300,SL300-석재 바닥,,○,,SL300-석재 바닥 ,AM,,E25,
,,,SL300,SL300-타일 바닥,18/32,○,,SL300-타일 바닥 ,AMA,,E25,
,310.0-화강석,,SL310,SL310-화강석 바닥,30/40,○,,SL310-화강석 바닥 ,AMB301,,E25,
,,311.0-화강석버너구이,SL311,SL311-화강석버너구이 바닥,20/20,○,,SL311-화강석버너구이 바닥 ,AMB31,,E25,
,,,,,,○,"(바탕20mm, 마감25mm)","SL311-화강석버너구이 바닥 (바탕20mm, 마감25mm)",AMB311110000,,E25,
,,,,,,○,"(바탕25mm, 마감25mm)","SL311-화강석버너구이 바닥 (바탕25mm, 마감25mm)",AMB311120000,,E25,
,,,,,,○,"(바탕30mm, 마감25mm)","SL311-화강석버너구이 바닥 (바탕30mm, 마감25mm)",AMB311130000,,E25,
,,,,,,○,"(바탕50mm, 마감30mm)","SL311-화강석버너구이 바닥 (바탕50mm, 마감30mm)",AMB311,,E25,
,,,,,,○,(포천석 24mm),SL311-화강석버너구이 바닥 (포천석 24mm),AMB311200000,,E25,
,,,,,,○,"(포천석 24mm, 모르타르 40mm)","SL311-화강석버너구이 바닥 (포천석 24mm, 모르타르 40mm)",AMB311210000,,E25,
,,,,,,○,"(포천석 25mm, 바탕 20mm, 양생비포함)","SL311-화강석버너구이 바닥 (포천석 25mm, 바탕 20mm, 양생비포함)",AMB311211000,,E25,
,,,,,,○,"(포천석 25mm, 바탕 25mm, 양생비포함)","SL311-화강석버너구이 바닥 (포천석 25mm, 바탕 25mm, 양생비포함)",AMB311212000,,E25,
,,,,,,○,"(포천석 25mm, 바탕 30mm, 양생비포함)","SL311-화강석버너구이 바닥 (포천석 25mm, 바탕 30mm, 양생비포함)",AMB311213000,,E25,
,,,,,,○,"(포천석 30mm, 모르타르 40mm)","SL311-화강석버너구이 바닥 (포천석 30mm, 모르타르 40mm)",AMB311220000,,E25,
,,,,,,○,(포천석 30mm),SL311-화강석버너구이 바닥 (포천석 30mm),AMB311221000,,E25,
,,,,,,○,(황동석 24mm),SL311-화강석버너구이 바닥 (황동석 24mm),AMB311300000,,E25,
,,,,,,○,"(황동석 25mm, 바탕 20mm, 양생비포함) ","SL311-화강석버너구이 바닥 (황동석 25mm, 바탕 20mm, 양생비포함) ",AMB311300700,,E25,
,,,,,,○,"(황동석 25mm, 바탕 25mm, 양생비포함) ","SL311-화강석버너구이 바닥 (황동석 25mm, 바탕 25mm, 양생비포함) ",AMB311300800,,E25,
,,,,,,○,"(황동석 25mm, 바탕 30mm, 양생비포함) ","SL311-화강석버너구이 바닥 (황동석 25mm, 바탕 30mm, 양생비포함) ",AMB311300900,,E25,
,,,,,,○,(황동석 30mm),SL311-화강석버너구이 바닥 (황동석 30mm),AMB311301000,,E25,
,,,,,,○,(문경석 24mm),SL311-화강석버너구이 바닥 (문경석 24mm),AMB311400000,,E25,
,,,,,,○,(문경석 25mm),SL311-화강석버너구이 바닥 (문경석 25mm),AMB311400900,,E25,
,,,,,,○,(문경석 30mm),SL311-화강석버너구이 바닥 (문경석 30mm),AMB311401000,,E25,
,,,,,,○,(거창석 24mm),SL311-화강석버너구이 바닥 (거창석 24mm),AMB311500000,,E25,
,,,,,,○,(거창석 25mm),SL311-화강석버너구이 바닥 (거창석 25mm),AMB311500900,,E25,
,,,,,,○,(거창석 30mm),SL311-화강석버너구이 바닥 (거창석 30mm),AMB311501000,,E25,
,,,,,,○,(마천석 25mm),SL311-화강석버너구이 바닥 (마천석 25mm),AMB311601000,,E25,
,,,,,,○,(마천석 30mm),SL311-화강석버너구이 바닥 (마천석 30mm),AMB311602000,,E25,
,,,,,,○,(가평석 25mm),SL311-화강석버너구이 바닥 (가평석 25mm),AMB311701000,,E25,
,,,,,,○,(가평석 30mm),SL311-화강석버너구이 바닥 (가평석 30mm),AMB311702000,,E25,
,,312.0-화강석물갈기,SL312,SL312-화강석물갈기 바닥,25/20,○,,SL312-화강석물갈기 바닥 ,AMB321,,E25,
,,,,,,○,"(바탕20mm, 마감25mm)","SL312-화강석물갈기 바닥 (바탕20mm, 마감25mm)",AMB321110000,,E25,
,,,,,,○,"(바탕25mm, 마감25mm)","SL312-화강석물갈기 바닥 (바탕25mm, 마감25mm)",AMB321120000,,E25,
,,,,,,○,"(바탕25mm, 마감30mm)","SL312-화강석물갈기 바닥 (바탕25mm, 마감30mm)",,AMB3211A,E25,
,,,,,,○,"(바탕30mm, 마감25mm)","SL312-화강석물갈기 바닥 (바탕30mm, 마감25mm)",AMB321130000,,E25,
,,,,,,○,"(바탕30mm, 마감30mm)","SL312-화강석물갈기 바닥 (바탕30mm, 마감30mm)",,AMB3211B,E25,
,,,,,,○,"(바탕35mm, 마감30mm)","SL312-화강석물갈기 바닥 (바탕35mm, 마감30mm)",,AMB3211C,E25,
,,,,,,○,"(바탕40mm, 마감30mm)","SL312-화강석물갈기 바닥 (바탕40mm, 마감30mm)",,AMB3211D,E25,
,,,,,,○,"(바탕50mm, 마감30mm)","SL312-화강석물갈기 바닥 (바탕50mm, 마감30mm)",,AMB3211E,E25,
,,,,,,○,(포천석 24mm),SL312-화강석물갈기 바닥 (포천석 24mm),AMB321190000,,E25,
,,,,,,○,"(포천석 24mm, 모르타르 40mm)","SL312-화강석물갈기 바닥 (포천석 24mm, 모르타르 40mm)",AMB321200000,,E25,
,,,,,,○,"(포천석 25mm, 바탕 20mm, 양생비포함)","SL312-화강석물갈기 바닥 (포천석 25mm, 바탕 20mm, 양생비포함)",AMB321200700,,E25,
,,,,,,○,"(포천석 25mm, 바탕 25mm, 양생비포함)","SL312-화강석물갈기 바닥 (포천석 25mm, 바탕 25mm, 양생비포함)",AMB321200800,,E25,
,,,,,,○,"(포천석 25mm, 바탕 30mm, 양생비포함)","SL312-화강석물갈기 바닥 (포천석 25mm, 바탕 30mm, 양생비포함)",AMB321200900,,E25,
,,,,,,○,"(포천석 30mm, 모르타르 40mm)","SL312-화강석물갈기 바닥 (포천석 30mm, 모르타르 40mm)",AMB321201000,,E25,
,,,,,,○,(포천석 30mm),SL312-화강석물갈기 바닥 (포천석 30mm),AMB321202000,,E25,
,,,,,,○,(황동석 24mm),SL312-화강석물갈기 바닥 (황동석 24mm),AMB321300000,,E25,
,,,,,,○,"(황동석 25mm, 바탕 20mm, 양생비포함)","SL312-화강석물갈기 바닥 (황동석 25mm, 바탕 20mm, 양생비포함)",AMB321300700,,E25,
,,,,,,○,"(황동석 25mm, 바탕 25mm, 양생비포함)","SL312-화강석물갈기 바닥 (황동석 25mm, 바탕 25mm, 양생비포함)",AMB321300800,,E25,
,,,,,,○,"(황동석 25mm, 바탕 30mm, 양생비포함)","SL312-화강석물갈기 바닥 (황동석 25mm, 바탕 30mm, 양생비포함)",AMB321300900,,E25,
,,,,,,○,(황동석 30mm),SL312-화강석물갈기 바닥 (황동석 30mm),AMB321301000,,E25,
,,,,,,○,(문경석 24mm),SL312-화강석물갈기 바닥 (문경석 24mm),AMB321400000,,E25,
,,,,,,○,(문경석 25mm),SL312-화강석물갈기 바닥 (문경석 25mm),AMB321400900,,E25,
,,,,,,○,(문경석 30mm),SL312-화강석물갈기 바닥 (문경석 30mm),AMB321401000,,E25,
,,,,,,○,(거창석 24mm),SL312-화강석물갈기 바닥 (거창석 24mm),AMB321500000,,E25,
,,,,,,○,(거창석 25mm),SL312-화강석물갈기 바닥 (거창석 25mm),AMB321500900,,E25,
,,,,,,○,(거창석 30mm),SL312-화강석물갈기 바닥 (거창석 30mm),AMB321501000,,E25,
,,,,,,○,(마천석 24mm),SL312-화강석물갈기 바닥 (마천석 24mm),AMB321600000,,E25,
,,,,,,○,(마천석 25mm),SL312-화강석물갈기 바닥 (마천석 25mm),AMB321600900,,E25,
,,,,,,○,(마천석 30mm),SL312-화강석물갈기 바닥 (마천석 30mm),AMB321601000,,E25,
,,,,,,○,(가평석 25mm),SL312-화강석물갈기 바닥 (가평석 25mm),AMB321701000,,E25,
,,,,,,○,(가평석 30mm),SL312-화강석물갈기 바닥 (가평석 30mm),AMB321702000,,E25,
,,313.0-화강석잔다듬,SL313,SL313-화강석잔다듬 바닥,20/20,○,,SL313-화강석잔다듬 바닥 ,AMB331,,E25,
,,,,,,○,"(바탕20mm, 마감25mm)","SL313-화강석잔다듬 바닥 (바탕20mm, 마감25mm)",,AMB331A,E25,
,,,,,,○,"(바탕25mm, 마감25mm)","SL313-화강석잔다듬 바닥 (바탕25mm, 마감25mm)",,AMB331B,E25,
,,,,,,○,"(바탕30mm, 마감25mm)","SL313-화강석잔다듬 바닥 (바탕30mm, 마감25mm)",,AMB331C,E25,
,,,,,,○,"(바탕30mm, 마감30mm)","SL313-화강석잔다듬 바닥 (바탕30mm, 마감30mm)",,AMB331D,E25,
,,,,,,○,"(포천석 24mm, 모르타르 40mm)","SL313-화강석잔다듬 바닥 (포천석 24mm, 모르타르 40mm)",AMB331100000,,E25,
,,,,,,○,"(포천석 30mm, 모르타르 40mm)","SL313-화강석잔다듬 바닥 (포천석 30mm, 모르타르 40mm)",AMB331101000,,E25,
,,,,,,○,(포천석 25mm),SL313-화강석잔다듬 바닥 (포천석 25mm),AMB331102000,,E25,
,,,,,,○,(포천석 30mm),SL313-화강석잔다듬 바닥 (포천석 30mm),AMB331103000,,E25,
,,,,,,○,(황동석 25mm),SL313-화강석잔다듬 바닥 (황동석 25mm),AMB331200000,,E25,
,,,,,,○,(황동석 30mm),SL313-화강석잔다듬 바닥 (황동석 30mm),AMB331201000,,E25,
,,,,,,○,(문경석 25mm),SL313-화강석잔다듬 바닥 (문경석 25mm),AMB331300000,,E25,
,,,,,,○,(문경석 30mm),SL313-화강석잔다듬 바닥 (문경석 30mm),AMB331301000,,E25,
,,,,,,○,(거창석 25mm),SL313-화강석잔다듬 바닥 (거창석 25mm),AMB331400000,,E25,
,,,,,,○,(거창석 30mm),SL313-화강석잔다듬 바닥 (거창석 30mm),AMB331401000,,E25,
,,,,,,○,(마천석 25mm),SL313-화강석잔다듬 바닥 (마천석 25mm),AMB331500000,,E25,
,,,,,,○,(마천석 30mm),SL313-화강석잔다듬 바닥 (마천석 30mm),AMB331501000,,E25,
,,,,,,○,(가평석 25mm),SL313-화강석잔다듬 바닥 (가평석 25mm),AMB331600000,,E25,
,,,,,,○,(가평석 30mm),SL313-화강석잔다듬 바닥 (가평석 30mm),AMB331601000,,E25,
,,314.0-화강석고운다듬,SL314,SL314-화강석고운다듬 바닥,20,○,,SL314-화강석고운다듬 바닥 ,AMB331,,E25,
,,,,,,○,(포천석 25mm),SL314-화강석고운다듬 바닥 (포천석 25mm),AMB331104000,,E25,
,,,,,,○,(포천석 30mm),SL314-화강석고운다듬 바닥 (포천석 30mm),AMB331105000,,E25,
,,,,,,○,(황동석 25mm),SL314-화강석고운다듬 바닥 (황동석 25mm),AMB331210000,,E25,
,,,,,,○,(황동석 30mm),SL314-화강석고운다듬 바닥 (황동석 30mm),AMB331211000,,E25,
,,,,,,○,(문경석 25mm),SL314-화강석고운다듬 바닥 (문경석 25mm),AMB331310000,,E25,
,,,,,,○,(문경석 30mm),SL314-화강석고운다듬 바닥 (문경석 30mm),AMB331311000,,E25,
,,,,,,○,(거창석 25mm),SL314-화강석고운다듬 바닥 (거창석 25mm),AMB331410000,,E25,
,,,,,,○,(거창석 30mm),SL314-화강석고운다듬 바닥 (거창석 30mm),AMB331411000,,E25,
,,,,,,○,(마천석 25mm),SL314-화강석고운다듬 바닥 (마천석 25mm),AMB331510000,,E25,
,,,,,,○,(마천석 30mm),SL314-화강석고운다듬 바닥 (마천석 30mm),AMB331511000,,E25,
,,,,,,○,(가평석 25mm),SL314-화강석고운다듬 바닥 (가평석 25mm),AMB331610000,,E25,
,,,,,,○,(가평석 30mm),SL314-화강석고운다듬 바닥 (가평석 30mm),AMB331611000,,E25,
,,315.0-화강석혼갈기,SL315,SL315-화강석혼갈기 바닥,20/20,○,,SL315-화강석혼갈기 바닥 ,AMB3,,E25,
,,,,,,○,"(바탕30mm, 마감20mm)","SL315-화강석혼갈기 바닥 (바탕30mm, 마감20mm)",,AMB3A,E25,
,,,,,,○,"(바탕25mm, 마감30mm)","SL315-화강석혼갈기 바닥 (바탕25mm, 마감30mm)",,AMB3B,E25,
,,,,,,○,"(바탕30mm, 마감30mm)","SL315-화강석혼갈기 바닥 (바탕30mm, 마감30mm)",,AMB3C,E25,
,,,,,,○,"(바탕35mm, 마감30mm)","SL315-화강석혼갈기 바닥 (바탕35mm, 마감30mm)",,AMB3D,E25,
,,,,,,○,"(바탕40mm, 마감30mm)","SL315-화강석혼갈기 바닥 (바탕40mm, 마감30mm)",,AMB3E,E25,
,320.0-대리석,,SL320,SL320-대리석 바닥,30/30,○,,SL320-대리석 바닥 ,AMB322,,E25,
,,321.0--,,,,,,,,,E25,
,,322.0-대리석물갈기,SL322,SL322-대리석물갈기 바닥,30/30,○,,SL322-대리석물갈기 바닥 ,AMB322,,E25,
,,,,,,○,"(바탕30mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕30mm, 마감20mm)",,AMB322A,E25,
,,,,,,○,"(바탕35mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕35mm, 마감20mm)",AMB322,,E25,
,,,,,,○,"(바탕40mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕40mm, 마감20mm)",,AMB322B,E25,
,,,,,,○,"(바탕45mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕45mm, 마감20mm)",,AMB322C,E25,
,,,,,,○,"(바탕60mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕60mm, 마감20mm)",,AMB322D,E25,
,,,,,,○,"(바탕25mm, 마감20mm)","SL322-대리석물갈기 바닥 (바탕25mm, 마감20mm)",,AMB322E,E25,
,,,,,,○,"(대리석20mm, 모르타르30mm)","SL322-대리석물갈기 바닥 (대리석20mm, 모르타르30mm)",,,E25,
,,,,,,○,"(대리석20mm, 모르타르35mm)","SL322-대리석물갈기 바닥 (대리석20mm, 모르타르35mm)",AMB322200000,,E25,
,,323.0--,,,,,,,,,E25,
,330.0-인조석,,SL330,SL330-인조석 바닥,25/25,○,,SL330-인조석 바닥 ,,,E25,
,,331.0-인조석,,,,,,,,,E25,
,340.0-테라조,,SL340,SL340-테라조 바닥,20,○,,SL340-테라조 바닥 ,,,E25,
,,341.0-테라조,SL341,SL341-테라조 바닥,20,○,,SL341-테라조 바닥 ,AMB303,,E25,
,,,,,,○,25mm,SL341-테라조 바닥 25mm,AMB303,,E25,
,,,,,,○,"(바탕5mm, 마감5mm)","SL341-테라조 바닥 (바탕5mm, 마감5mm)",AMB303,,E25,
,,,,,,○,"(바탕20mm, 마감25mm)","SL341-테라조 바닥 (바탕20mm, 마감25mm)",,AMB3032A,E25,
,,,,,,○,"(바탕25mm, 마감25mm)","SL341-테라조 바닥 (바탕25mm, 마감25mm)",,AMB3032B,E25,
,,,,,,○,"(바탕28mm, 마감32mm)","SL341-테라조 바닥 (바탕28mm, 마감32mm)",,AMB3032C,E25,
,,,,,,○,"(바탕30mm, 마감10mm)","SL341-테라조 바닥 (바탕30mm, 마감10mm)",AMB303,,E25,
,,,,,,○,"(바탕30mm, 마감25mm)","SL341-테라조 바닥 (바탕30mm, 마감25mm)",,AMB3032D,E25,
,,,,,,○,"(바탕30mm, 마감30mm)","SL341-테라조 바닥 (바탕30mm, 마감30mm)",AMB303,,E25,
,,,,,,○,"(바탕40mm, 마감10mm)","SL341-테라조 바닥 (바탕40mm, 마감10mm)",AMB303,,E25,
,,,,,,○,"(바탕48mm, 마감32mm)","SL341-테라조 바닥 (바탕48mm, 마감32mm)",,AMB3032E,E25,
