분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,711.0-EPS판넬,RF711,"RF711-지붕 EPS판넬(부자재, 볼트포함)",,○,(양면0.5t실리콘수지강판내) 50mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 50mm",AOJ421100000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 65mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 65mm",AOJ421101000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 75mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 75mm",AOJ421103000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 90mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 90mm",AOJ421104000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 100mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 100mm",AOJ421105000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 125mm,"RF711-지붕 EPS판넬(부자재, 볼트포함) (양면0.5t실리콘수지강판내) 125mm",AOJ421106000,,E26,
,,712.0-샌드위치판넬,RF712,"RF712-샌드위치(단열)패널설치, 폴리우레탄계(PIR) 지붕",,○,75mm,"RF712-샌드위치(단열)패널설치, 폴리우레탄계(PIR) 지붕 75mm",AOJ422007500,,E26,
,,,RF712,"RF712-샌드위치(단열)패널설치, 폴리스틸렌계(EPS) 지붕",,,50mm,"RF712-샌드위치(단열)패널설치, 폴리스틸렌계(EPS) 지붕 50mm",AOJ421005000,,E26,
,,,,,,,100mm,"RF712-샌드위치(단열)패널설치, 폴리스틸렌계(EPS) 지붕 100mm",AOJ421010000,,E26,
,,713.0-PUR판넬,RF713,"RF713-지붕 PUR판넬(부자재,볼트포함)",,○,(양면0.5t실리콘수지강판내) 50mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 50mm",AOJ422100000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 65mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 65mm",AOJ422101000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 75mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 75mm",AOJ422102000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 90mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 90mm",AOJ422103000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 100mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 100mm",AOJ422104000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 125mm,"RF713-지붕 PUR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 125mm",AOJ422105000,,E26,
,,714.0-PIR판넬,RF714,"RF714-지붕 PIR판넬(부자재,볼트포함)",,○,(양면0.5t실리콘수지강판내) 50mm,"RF714-지붕 PIR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 50mm",AOJ425001000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 75mm,"RF714-지붕 PIR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 75mm",AOJ425002000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 100mm,"RF714-지붕 PIR판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 100mm",AOJ425003000,,E26,
,,715.0-G.W판넬,RF715,"RF715-지붕 G,W판넬(부자재,볼트포함)",,○,(양면0.5t실리콘수지강판내) 50mm,"RF715-지붕 G,W판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 50mm",AOJ426001000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 75mm,"RF715-지붕 G,W판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 75mm",AOJ426002000,,E26,
,,,,,,○,(양면0.5t실리콘수지강판내) 100mm,"RF715-지붕 G,W판넬(부자재,볼트포함) (양면0.5t실리콘수지강판내) 100mm",AOJ426003000,,E26,
,,716.0-FC판넬,RF716,"RF716-지붕 FC판넬(부자재, 볼트포함)",,,,"RF716-지붕 FC판넬(부자재, 볼트포함) ",AOJ,,E26,
,,717.0-징크판넬,RF717,RF717-지붕 징크판넬(앵글돌출이음),,,,RF717-지붕 징크판넬(앵글돌출이음) ,AOJ,,E26,
,,,,,,,0.7mm,RF717-지붕 징크판넬(앵글돌출이음) 0.7mm,AOJ,,E26,
,720.0-시트,,,,,,,,,,E26,
,,721.0-알루미늄시트,RF721,RF721-알루미늄시트 지붕,,,,RF721-알루미늄시트 지붕 ,AJN100,,E26,
,,,,,,,3mm,RF721-알루미늄시트 지붕 3mm,AJN100,,E26,
,740.0-각관,,,,,,,,,,E26,
,,741.0-아연각관,RF741,RF741-아연각관,,,ㅁ-100x50x1.6mm,RF741-아연각관 ㅁ-100x50x1.6mm,AEA33,,E26,
,,,,,,,ㅁ-75x45x1.6mm,RF741-아연각관 ㅁ-75x45x1.6mm,AEA33,,E26,
,,742.0-STL 아연 L-BRACKET,RF742,RF742-STL 아연 L-BRACKET,,,180x60x80x4mm,RF742-STL 아연 L-BRACKET 180x60x80x4mm,AEA33,,E26,
,,,,,,,180x60x80x5mm,RF742-STL 아연 L-BRACKET 180x60x80x5mm,AEA33,,E26,
,,743.0-각파이프,RF743,RF743-각파이프,,,ㅁ-40x40x1.6mm,RF743-각파이프 ㅁ-40x40x1.6mm,AEA33,,E26,
,,744.0-블랑켓,RF744,RF744-레벨조절 블랑켓,,,,RF744-레벨조절 블랑켓 ,AEA33,,E26,
,,,RF744,RF744-스틸 블랑켓,,,,RF744-스틸 블랑켓 ,AEA33,,E26,
,,,,,,,4mm,RF744-스틸 블랑켓 4mm,AEA33,,E26,
,750.0-금속잇기,,,,,,,,,,E26,
,,751.0-동판후레싱,RF751,RF751-동판후레싱,,,W100x0.3t,RF751-동판후레싱 W100x0.3t,AKA411100000,,E26,
,,,,,,,W450x0.3t,RF751-동판후레싱 W450x0.3t,AKA411200000,,E26,
,,,,,,,W200x0.02t,RF751-동판후레싱 W200x0.02t,AKA411300000,,E26,
,,,RF751,RF751-슁글용동판후레싱,,,(벽주위),RF751-슁글용동판후레싱 (벽주위),AKA410100000,,E26,
,,,,,,,(용마루),RF751-슁글용동판후레싱 (용마루),AKA410200000,,E26,
,,,,,,,(처마),RF751-슁글용동판후레싱 (처마),AKA410300000,,E26,
,,,,,,,(박공) 0.4t,RF751-슁글용동판후레싱 (박공) 0.4t,AKA412100000,,E26,
,,,,,,,(박공) 0.5t,RF751-슁글용동판후레싱 (박공) 0.5t,AKA412200000,,E26,
,,,,,,,(박공) 0.8t,RF751-슁글용동판후레싱 (박공) 0.8t,AKA413100000,,E26,
,,,,,,,(박공) 1.0t,RF751-슁글용동판후레싱 (박공) 1.0t,AKA413200000,,E26,
,,,,,,,(박공) 1.2t,RF751-슁글용동판후레싱 (박공) 1.2t,AKA413300000,,E26,
,,,,,,,(박공) W100x0.4t,RF751-슁글용동판후레싱 (박공) W100x0.4t,AKA412101000,,E26,
,,,,,,,(박공) W120x0.4t,RF751-슁글용동판후레싱 (박공) W120x0.4t,AKA412102000,,E26,
,,,,,,,(박공) W150x0.4t,RF751-슁글용동판후레싱 (박공) W150x0.4t,AKA412103000,,E26,
,,,,,,,(박공) W180x0.4t,RF751-슁글용동판후레싱 (박공) W180x0.4t,AKA412104000,,E26,
,,,,,,,(박공) W200x0.4t,RF751-슁글용동판후레싱 (박공) W200x0.4t,AKA412105000,,E26,
,,,,,,,(박공) W240x0.4t,RF751-슁글용동판후레싱 (박공) W240x0.4t,AKA412106000,,E26,
,,,,,,,(용마루) 0.4t,RF751-슁글용동판후레싱 (용마루) 0.4t,AKA412300000,,E26,
,,,,,,,(용마루) 0.5t,RF751-슁글용동판후레싱 (용마루) 0.5t,AKA412400000,,E26,
,,,,,,,(용마루) 0.8t,RF751-슁글용동판후레싱 (용마루) 0.8t,AKA413400000,,E26,
,,,,,,,(용마루) 1.0t,RF751-슁글용동판후레싱 (용마루) 1.0t,AKA413500000,,E26,
,,,,,,,(용마루) 1.2t,RF751-슁글용동판후레싱 (용마루) 1.2t,AKA413600000,,E26,
,,752.0-칼라강판후레싱,RF752,RF752-칼라강판잇기,,,0.6t V=115,RF752-칼라강판잇기 0.6t V=115,AKA422100000,,E26,
,,,RF752,RF752-칼라강판후레싱,,,(박공) 0.5t,RF752-칼라강판후레싱 (박공) 0.5t,AKA422200000,,E26,
,,,,,,,(박공) 0.8t,RF752-칼라강판후레싱 (박공) 0.8t,AKA423100000,,E26,
,,,,,,,(박공) 1.0t,RF752-칼라강판후레싱 (박공) 1.0t,AKA423300000,,E26,
,,,,,,,(용마루) 0.5t,RF752-칼라강판후레싱 (용마루) 0.5t,AKA422300000,,E26,
,,,,,,,(용마루) 0.8t,RF752-칼라강판후레싱 (용마루) 0.8t,AKA423200000,,E26,
,,,,,,,(용마루) 1.0t,RF752-칼라강판후레싱 (용마루) 1.0t,AKA423400000,,E26,
,,753.0-와이어메쉬,RF753,RF753-와이어메쉬,,, w/#8-150x150,RF753-와이어메쉬  w/#8-150x150,ADB51,,E26,
RF800-단열,,,,,,,,,,,E26,
,810.0-발포폴리스티렌 보드,,,,,,,,,,E26,
,,811.0-발포폴리스티렌 보드,RF811,RF811-발포폴리스티렌 보드 지붕,,,,RF811-발포폴리스티렌 보드 지붕 ,AOD111,,E26,
,820.0-압출폴리에틸렌 보드,,,,,,,,,,E26,
,,821.0-압출폴리에틸렌 보드,RF821,RF821-압출폴리에틸렌 보드 지붕,,,,RF821-압출폴리에틸렌 보드 지붕 ,AOD122,,E26,
,830.0-유리섬유,,,,,,,,,,E26,
,,831.0-유리섬유보드,RF831,RF831-유리섬유보드 지붕,,,,RF831-유리섬유보드 지붕 ,AOD1,,E26,
,,832.0-유리섬유블랑켓,RF832,RF832-유리섬유블랑켓 지붕,,,,RF832-유리섬유블랑켓 지붕 ,AOD1,,E26,
,840.0-암면,,,,,,,,,,E26,
,,841.0-암면보드,RF841,RF841-암면보드 지붕,,,,RF841-암면보드 지붕 ,AOD1,,E26,
,,842.0-암면블랑켓,RF842,RF842-암면블랑켓 지붕,,,,RF842-암면블랑켓 지붕 ,AOD1,,E26,
,850.0-우레탄,,,,,,,,,,E26,
,,851.0-우레탄 보드,RF851,RF851-우레탄 보드 지붕,,,,RF851-우레탄 보드 지붕 ,AHF14,,E26,
RF900-기타,,,,,,,,,,,E26,
,910.0-루프드레인,,RF910,RF910-루프드레인,,,,RF910-루프드레인 ,AKC,,E478,
,,911.0-루프드레인(바닥형),RF911,RF911-루프드레인 바닥형,,,(주철재) D50mm,RF911-루프드레인 바닥형 (주철재) D50mm,AKC120010000,,E478,
,,,,,,,(주철재) D75mm,RF911-루프드레인 바닥형 (주철재) D75mm,AKC120020000,,E478,
,,,,,,,(주철재) D100mm,RF911-루프드레인 바닥형 (주철재) D100mm,AKC120030000,,E478,
,,,RF911,RF911-루프드레인 수직형,,,"(강관배관용, 주철재) D50mm","RF911-루프드레인 수직형 (강관배관용, 주철재) D50mm",AKC120011000,,E478,
,,,,,,,"(강관배관용, 주철재) D75mm","RF911-루프드레인 수직형 (강관배관용, 주철재) D75mm",AKC120022000,,E478,
,,,,,,,"(강관배관용, 주철재) D100mm","RF911-루프드레인 수직형 (강관배관용, 주철재) D100mm",AKC120033000,,E478,
,,,,,,,"(PVC배관용, 주철재) D75mm","RF911-루프드레인 수직형 (PVC배관용, 주철재) D75mm",AKC120021000,,E478,
,,,,,,,"(PVC배관용, 주철재) D100mm","RF911-루프드레인 수직형 (PVC배관용, 주철재) D100mm",AKC120032000,,E478,
,,,RF911,RF911-루프드레인설치,,,"(수직형, 코킹포함) 100mm","RF911-루프드레인설치 (수직형, 코킹포함) 100mm",AKC120031000,,E478,
,,,,,,,(수직형) 125mm,RF911-루프드레인설치 (수직형) 125mm,AKC120040000,,E478,
,,,,,,,"(수직형, 코킹포함) 125mm","RF911-루프드레인설치 (수직형, 코킹포함) 125mm",AKC120041000,,E478,
,,,,,,,(수직형) 150mm,RF911-루프드레인설치 (수직형) 150mm,AKC120050000,,E478,
,,,,,,,"(수직형, 코킹포함) 150mm","RF911-루프드레인설치 (수직형, 코킹포함) 150mm",AKC120051000,,E478,
,,,,,,,(수직형) 200mm,RF911-루프드레인설치 (수직형) 200mm,AKC120052000,,E478,
,,,RF911,RF911-루프드레인,,,(L형) D50mm,RF911-루프드레인 (L형) D50mm,AKC220010000,,E478,
,,,,,,,(L형) D75mm,RF911-루프드레인 (L형) D75mm,AKC220020000,,E478,
,,,,,,,(L형) D100mm,RF911-루프드레인 (L형) D100mm,AKC220030000,,E478,
,,,,,,,"(L형, 코킹포함) D100mm","RF911-루프드레인 (L형, 코킹포함) D100mm",AKC220031000,,E478,
,,,,,,,(L형) D125mm,RF911-루프드레인 (L형) D125mm,AKC220040000,,E478,
,,,,,,,"(L형, 코킹포함) D125mm","RF911-루프드레인 (L형, 코킹포함) D125mm",AKC220041000,,E478,
,,,,,,,(L형) D150mm,RF911-루프드레인 (L형) D150mm,AKC220050000,,E478,
,,,,,,,"(L형, 코킹포함) D150mm","RF911-루프드레인 (L형, 코킹포함) D150mm",AKC220051000,,E478,
,,,,,,,(L형) D200mm,RF911-루프드레인 (L형) D200mm,AKC220060000,,E478,
,,,,,,,"(L형, 코킹포함) D200mm","RF911-루프드레인 (L형, 코킹포함) D200mm",AKC220061000,,E478,
,,912.0-루프드레인(벽부형),RF912,RF912-루프드레인(벽부형),,,(PVC) 30mm,RF912-루프드레인(벽부형) (PVC) 30mm,AKC210100000,,E478,
,,,,,,,(PVC) 50mm,RF912-루프드레인(벽부형) (PVC) 50mm,AKC210200000,,E478,
,,,,,,,(PVC) 65mm,RF912-루프드레인(벽부형) (PVC) 65mm,AKC210300000,,E478,
,,,,,,,(PVC) 75mm,RF912-루프드레인(벽부형) (PVC) 75mm,AKC210400000,,E478,
,,,,,,,(PVC) 100mm,RF912-루프드레인(벽부형) (PVC) 100mm,AKC210500000,,E478,
,,,,,,,(PVC) 125mm,RF912-루프드레인(벽부형) (PVC) 125mm,AKC210600000,,E478,
,,,,,,,(PVC) 150mm,RF912-루프드레인(벽부형) (PVC) 150mm,AKC210700000,,E478,
,,913.0-옥내 우수관,RF913,RF913-옥내 우수관,,,,RF913-옥내 우수관 ,APC240,,E55310,
,920.0-후로아드레인,,RF920,RF920-플로어드레인,,,,RF920-플로어드레인 ,AKC,,E55310,
,,921.0-발코니 드레인,RF921,RF921-발코니드레인,,,(PVC) 30mm,RF921-발코니드레인 (PVC) 30mm,AKC310100000,,E55310,
,,,,,,,(PVC) 50mm,RF921-발코니드레인 (PVC) 50mm,AKC310200000,,E55310,
,,,,,,,(PVC) 65mm,RF921-발코니드레인 (PVC) 65mm,AKC310300000,,E55310,
,,,,,,,(PVC) 75mm,RF921-발코니드레인 (PVC) 75mm,AKC310400000,,E55310,
,,,,,,,(PVC) 100mm,RF921-발코니드레인 (PVC) 100mm,AKC310500000,,E55310,
,,,,,,,(PVC) 125mm,RF921-발코니드레인 (PVC) 125mm,AKC310600000,,E55310,
,,,,,,,(PVC) 150mm,RF921-발코니드레인 (PVC) 150mm,AKC310700000,,E55310,
,,,,,,,(주철재) 50mm,RF921-발코니드레인 (주철재) 50mm,AKC320100000,,E55310,
,,,,,,,(주철재) 75mm,RF921-발코니드레인 (주철재) 75mm,AKC320200000,,E55310,
,,,,,,,(주철재) 100mm,RF921-발코니드레인 (주철재) 100mm,AKC320300000,,E55310,
,,,,,,,(주철재) 125mm,RF921-발코니드레인 (주철재) 125mm,AKC320400000,,E55310,
,,,,,,,(주철재) 150mm,RF921-발코니드레인 (주철재) 150mm,AKC320500000,,E55310,
,,922.0-플로어 드레인,RF922,RF922-플로어드레인,,,50mm,RF922-플로어드레인 50mm,AKC400100000,,E55310,
,,,,,,,75mm,RF922-플로어드레인 75mm,AKC400200000,,E55310,
,,,,,,,100mm,RF922-플로어드레인 100mm,AKC400300000,,E55310,
,,,,,,,(PVC) 30mm,RF922-플로어드레인 (PVC) 30mm,AKC410100000,,E55310,
,,,,,,,(PVC) 50mm,RF922-플로어드레인 (PVC) 50mm,AKC410200000,,E55310,
,,,,,,,"(PVC, 코킹포함) 50mm","RF922-플로어드레인 (PVC, 코킹포함) 50mm",AKC410210000,,E55310,
,,,,,,,(PVC) 65mm,RF922-플로어드레인 (PVC) 65mm,AKC410300000,,E55310,
,,,,,,,"(PVC, 코킹포함) 65mm","RF922-플로어드레인 (PVC, 코킹포함) 65mm",AKC410310000,,E55310,
,,,,,,,(PVC) 75mm,RF922-플로어드레인 (PVC) 75mm,AKC410400000,,E55310,
,,,,,,,"(PVC, 코킹포함) 75mm","RF922-플로어드레인 (PVC, 코킹포함) 75mm",AKC410410000,,E55310,
,,,,,,,(PVC) 100mm,RF922-플로어드레인 (PVC) 100mm,AKC410500000,,E55310,
,,,,,,,"(PVC, 코킹포함) 100mm","RF922-플로어드레인 (PVC, 코킹포함) 100mm",AKC410510000,,E55310,
,,,,,,,(PVC) 125mm,RF922-플로어드레인 (PVC) 125mm,AKC410600000,,E55310,
,,,,,,,"(PVC, 코킹포함) 125mm","RF922-플로어드레인 (PVC, 코킹포함) 125mm",AKC410610000,,E55310,
,,,,,,,(PVC) 150mm,RF922-플로어드레인 (PVC) 150mm,AKC410700000,,E55310,
,,,,,,,"(PVC, 코킹포함) 150mm","RF922-플로어드레인 (PVC, 코킹포함) 150mm",AKC410710000,,E55310,
,,,,,,,(주철재) 50mm,RF922-플로어드레인 (주철재) 50mm,AKC420210000,,E55310,
,,,,,,,"(주철재, 코킹포함) 50mm","RF922-플로어드레인 (주철재, 코킹포함) 50mm",AKC420211000,,E55310,
,,,,,,,(주철재) 75mm,RF922-플로어드레인 (주철재) 75mm,AKC410500000,,E55310,
,,,,,,,"(주철재, 코킹포함) 75mm","RF922-플로어드레인 (주철재, 코킹포함) 75mm",AKC420221000,,E55310,
,,,,,,,(주철재) 100mm,RF922-플로어드레인 (주철재) 100mm,AKC420230000,,E55310,
,,,,,,,"(주철재, 코킹포함) 100mm","RF922-플로어드레인 (주철재, 코킹포함) 100mm",AKC410500000,,E55310,
,,,,,,,(주철재) 150mm,RF922-플로어드레인 (주철재) 150mm,AKC410500000,,E55310,
,,,,,,,"(주철재, 코킹포함) 150mm","RF922-플로어드레인 (주철재, 코킹포함) 150mm",AKC410500000,,E55310,
,,,,,,,(주철재) 200mm,RF922-플로어드레인 (주철재) 200mm,AKC420510000,,E55310,
,,,,,,,"(주철재, 코킹포함) 200mm","RF922-플로어드레인 (주철재, 코킹포함) 200mm",AKC420511000,,E55310,
,,,,,,,(주철재) 250mm,RF922-플로어드레인 (주철재) 250mm,AKC420610000,,E55310,
,,,,,,,"(주철재, 코킹포함) 250mm","RF922-플로어드레인 (주철재, 코킹포함) 250mm",AKC420611000,,E55310,
,930.0-홈통,,RF930,RF930-홈통,○,,,RF930-홈통 ,AKB,,E55310,
,,931.0-선홈통,RF931,RF931-강관선홈통,,,D80(백관),RF931-강관선홈통 D80(백관),AKB120110000,,E55310,
,,,,,,,D100(백관),RF931-강관선홈통 D100(백관),AKB120120000,,E55310,
,,,,,,,D125(백관),RF931-강관선홈통 D125(백관),AKB120130000,,E55310,
,,,,,,,D150(백관),RF931-강관선홈통 D150(백관),AKB120140000,,E55310,
,,,,,,,D80(흑관),RF931-강관선홈통 D80(흑관),AKB120210000,,E55310,
,,,,,,,D100(흑관),RF931-강관선홈통 D100(흑관),AKB120220000,,E55310,
,,,,,,,D125(흑관),RF931-강관선홈통 D125(흑관),AKB120230000,,E55310,
,,,,,,,D150(흑관),RF931-강관선홈통 D150(흑관),AKB120240000,,E55310,
,,,RF931,RF931-동관선홈통,,,D50,RF931-동관선홈통 D50,AKB130110000,,E55310,
,,,,,,,D75,RF931-동관선홈통 D75,AKB130120000,,E55310,
,,,,,,,D90,RF931-동관선홈통 D90,AKB130202000,,E55310,
,,,,,,,D100,RF931-동관선홈통 D100,AKB130130000,,E55310,
,,,,,,,D105,RF931-동관선홈통 D105,AKB130204000,,E55310,
,,,,,,,D120,RF931-동관선홈통 D120,AKB130205000,,E55310,
,,,,,,,D125,RF931-동관선홈통 D125,AKB130140000,,E55310,
,,,,,,,D150,RF931-동관선홈통 D150,AKB130150000,,E55310,
,,,,,,,60x120x0.5T,RF931-동관선홈통 60x120x0.5T,AKB130210000,,E55310,
,,,,,,,85x100x0.5T,RF931-동관선홈통 85x100x0.5T,AKB130220000,,E55310,
,,,,,,,50x50x0.5T,RF931-동관선홈통 50x50x0.5T,AKB130230000,,E55310,
,,,RF931,RF931-스텐레스선홈통,,,,RF931-스텐레스선홈통 ,AKB140200000,,E47830,
,,,,,,,D50,RF931-스텐레스선홈통 D50,AKB140200000,,E47830,
,,,,,,,D50x1.5t이하,RF931-스텐레스선홈통 D50x1.5t이하,AKB140210000,,E47830,
,,,,,,,D75,RF931-스텐레스선홈통 D75,AKB140210200,,E47830,
,,,,,,,D75x1.5t이하,RF931-스텐레스선홈통 D75x1.5t이하,AKB140220000,,E47830,
,,,,,,,D50x2.0t,RF931-스텐레스선홈통 D50x2.0t,AKB140210100,,E47830,
,,,,,,,D75x2.0t,RF931-스텐레스선홈통 D75x2.0t,AKB140220100,,E47830,
,,,,,,,D80x1.5t,RF931-스텐레스선홈통 D80x1.5t,AKB140220200,,E47830,
,,,,,,,D80x2.0t,RF931-스텐레스선홈통 D80x2.0t,AKB140220300,,E47830,
,,,,,,,D90x1.5t,RF931-스텐레스선홈통 D90x1.5t,AKB140220400,,E47830,
,,,,,,,D90x2.0t,RF931-스텐레스선홈통 D90x2.0t,AKB140220500,,E47830,
,,,,,,,D100,RF931-스텐레스선홈통 D100,AKB140220600,,E47830,
,,,,,,,D100x1.2t,RF931-스텐레스선홈통 D100x1.2t,AKB140220700,,E47830,
