분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,○,(8.5mm),CE421-합판 천장 (8.5mm),AOC421103000,,E36,
,,,,,,○,(9mm),CE421-합판 천장 (9mm),AOC421104000,,E36,
,,,,,,○,(15mm),CE421-합판 천장 (15mm),AOC42110,,E36,
,430.0-우드루버,,,,,,,,,,E36,
,,,CE431,CE431-우드루버 천장,,○,,CE431-우드루버 천장 ,,AOC42110A,E36,
,490.0-기타,,,,,,,,,,E36,
CE500-방수 및 미장,,,,,,,,,,,E36,
,510.0-아스팔트,,CE511,CE511-아스팔트바름(붓칠) 천장,,○,,CE511-아스팔트바름(붓칠) 천장 ,AHA240300000,,E36,
,,511-아스팔트방수,,,,,,,,,E36,
,520.0-도막 및 시트,,,,,,,,,,E36,
,,521-도막 방수,,,,,,,,,E36,
,,522-시트 방수,,,,,,,,,E36,
,530.0-시멘트액체,,,,,,,,,,E36,
,,531-시멘트 액체방수,,,,,,,,,E36,
,,532-방수 모르타르,,,,,,,,,E36,
,540.0-기타,,,,,,,,,,E36,
,,541-침투성 방수,,,,,,,,,E36,
,,542-우레탄 방수,,,,,,,,,E36,
,,543-복합방수,CE543,CE543-복합방수 천장,,○,(노출),CE543-복합방수 천장 (노출),AHL300100000,,E36,
,,,,,,○,(비노출),CE543-복합방수 천장 (비노출),AHL300200000,,E36,
,,544-에폭시 방수,,,,,,,,,E36,
,,545-벤토나이트,,,,,,,,,E36,
,,546-방습필름,CE546,CE546-방습필름 천장,,○,"(0.01mm, 1겹)","CE546-방습필름 천장 (0.01mm, 1겹)",AHK310100000,,E36,
,,,,,,○,"(0.01mm, 2겹)","CE546-방습필름 천장 (0.01mm, 2겹)",AHK310310000,,E36,
,,,,,,○,"(0.02mm, 1겹)","CE546-방습필름 천장 (0.02mm, 1겹)",AHK310200000,,E36,
,,,,,,○,"(0.02mm, 2겹)","CE546-방습필름 천장 (0.02mm, 2겹)",AHK310210000,,E36,
,,,,,,○,"(0.03mm, 1겹)","CE546-방습필름 천장 (0.03mm, 1겹)",AHK310300000,,E36,
,,,,,,○,"(0.03mm, 2겹)","CE546-방습필름 천장 (0.03mm, 2겹)",AHK310311000,,E36,
,,,,,,○,"(0.04mm, 1겹)","CE546-방습필름 천장 (0.04mm, 1겹)",AHK310400000,,E36,
,,,,,,○,"(0.04mm, 2겹)","CE546-방습필름 천장 (0.04mm, 2겹)",AHK310410000,,E36,
,,,,,,○,"(0.06mm, 1겹)","CE546-방습필름 천장 (0.06mm, 1겹)",AHK310500000,,E36,
,,,,,,○,"(0.06mm, 2겹)","CE546-방습필름 천장 (0.06mm, 2겹)",AHK310510000,,E36,
,,,,,,○,"(0.08mm, 1겹)","CE546-방습필름 천장 (0.08mm, 1겹)",AHK310600000,,E36,
,,,,,,○,"(0.08mm, 2겹)","CE546-방습필름 천장 (0.08mm, 2겹)",AHK310610000,,E36,
,,,,,,○,"(0.1mm, 1겹)","CE546-방습필름 천장 (0.1mm, 1겹)",AHK310700000,,E36,
,,,,,,○,"(0.1mm, 2겹)","CE546-방습필름 천장 (0.1mm, 2겹)",AHK310710000,,E36,
,,,,,,○,"(0.2mm, 1겹)","CE546-방습필름 천장 (0.2mm, 1겹)",AHK310800000,,E36,
,,,,,,○,"(0.2mm, 2겹)","CE546-방습필름 천장 (0.2mm, 2겹)",AHK310810000,,E36,
,,,,,,○,"(0.3mm, 1겹)","CE546-방습필름 천장 (0.3mm, 1겹)",AHK310900000,,E36,
,,,,,,○,"(0.3mm, 2겹)","CE546-방습필름 천장 (0.3mm, 2겹)",AHK310910000,,E36,
,,547-실리콘 방수,,,,,,,,,E36,
,550.0-시멘트 모르타르,,CE550,CE550-시멘트모르타르 천장,,○,,CE550-시멘트모르타르 천장 ,AGA15,,E36,
,,551-천장미장,CE551,CE551-시멘트모르타르 천장,,○,"(5mm, 1회)","CE551-시멘트모르타르 천장 (5mm, 1회)",AGA152010000,,E36,
,,,,,,○,"(6mm이하, 1회)","CE551-시멘트모르타르 천장 (6mm이하, 1회)",AGA152020000,,E36,
,,,,,,○,(7mm),CE551-시멘트모르타르 천장 (7mm),AGA152100000,,E36,
,,,,,,○,"(7mm, 2회)","CE551-시멘트모르타르 천장 (7mm, 2회)",AGA152110000,,E36,
,,,,,,○,(8mm),CE551-시멘트모르타르 천장 (8mm),AGA152200000,,E36,
,,,,,,○,"(8mm, 2회)","CE551-시멘트모르타르 천장 (8mm, 2회)",AGA152210000,,E36,
,,,,,,○,(9mm),CE551-시멘트모르타르 천장 (9mm),AGA152300000,,E36,
,,,,,,○,"(9mm, 2회)","CE551-시멘트모르타르 천장 (9mm, 2회)",AGA152301000,,E36,
,,,,,,○,(10mm),CE551-시멘트모르타르 천장 (10mm),AGA152400000,,E36,
,,,,,,○,"(10mm, 2회)","CE551-시멘트모르타르 천장 (10mm, 2회)",AGA152410000,,E36,
,,,,,,○,(11mm),CE551-시멘트모르타르 천장 (11mm),AGA152500000,,E36,
,,,,,,○,"(11mm, 2회)","CE551-시멘트모르타르 천장 (11mm, 2회)",AGA152510000,,E36,
,,,,,,○,(12mm),CE551-시멘트모르타르 천장 (12mm),AGA153100000,,E36,
,,,,,,○,"(12mm이하, 2회)","CE551-시멘트모르타르 천장 (12mm이하, 2회)",AGA153100100,,E36,
,,,,,,○,"(12mm, 2회)","CE551-시멘트모르타르 천장 (12mm, 2회)",AGA153101000,,E36,
,,,,,,○,"(12mm, 3회)","CE551-시멘트모르타르 천장 (12mm, 3회)",AGA153102000,,E36,
,,,,,,○,(13mm),CE551-시멘트모르타르 천장 (13mm),AGA153200000,,E36,
,,,,,,○,(14mm),CE551-시멘트모르타르 천장 (14mm),AGA153300000,,E36,
,,,,,,○,(15mm),CE551-시멘트모르타르 천장 (15mm),AGA153310000,,E36,
,,,,,,○,(15mm미만),CE551-시멘트모르타르 천장 (15mm미만),AGA153630000,,E36,
,,,,,,○,"(15mm, 2회)","CE551-시멘트모르타르 천장 (15mm, 2회)",AGA153320000,,E36,
,,,,,,○,"(15mm, 3회)","CE551-시멘트모르타르 천장 (15mm, 3회)",AGA153330000,,E36,
,,,,,,○,(16mm),CE551-시멘트모르타르 천장 (16mm),AGA153400000,,E36,
,,,,,,○,(17mm),CE551-시멘트모르타르 천장 (17mm),AGA153500000,,E36,
,,,,,,○,(18mm),CE551-시멘트모르타르 천장 (18mm),AGA153600000,,E36,
,,,,,,○,"(18mm, 2회)","CE551-시멘트모르타르 천장 (18mm, 2회)",AGA153610000,,E36,
,,,,,,○,"(18mm, 3회)","CE551-시멘트모르타르 천장 (18mm, 3회)",AGA153620000,,E36,
,,,,,,○,(19mm),CE551-시멘트모르타르 천장 (19mm),AGA154100000,,E36,
,,,,,,○,(20mm),CE551-시멘트모르타르 천장 (20mm),AGA154200000,,E36,
,,,,,,○,"(20mm, 2회)","CE551-시멘트모르타르 천장 (20mm, 2회)",AGA154202000,,E36,
,,,,,,○,"(20mm, 3회)","CE551-시멘트모르타르 천장 (20mm, 3회)",AGA154201000,,E36,
,,,,,,○,(21mm),CE551-시멘트모르타르 천장 (21mm),AGA154300000,,E36,
,,,,,,○,(22mm),CE551-시멘트모르타르 천장 (22mm),AGA154400000,,E36,
,,,,,,○,"(22mm, 2회)","CE551-시멘트모르타르 천장 (22mm, 2회)",AGA154410000,,E36,
,,,,,,○,"(22mm, 3회)","CE551-시멘트모르타르 천장 (22mm, 3회)",AGA154420000,,E36,
,,,,,,○,(23mm),CE551-시멘트모르타르 천장 (23mm),AGA154500000,,E36,
,,,,,,○,(24mm),CE551-시멘트모르타르 천장 (24mm),AGA154600000,,E36,
,,,,,,○,"(24mm, 2회)","CE551-시멘트모르타르 천장 (24mm, 2회)",AGA154610000,,E36,
,,,,,,○,"(24mm, 3회)","CE551-시멘트모르타르 천장 (24mm, 3회)",AGA154620000,,E36,
,,,,,,○,(25mm),CE551-시멘트모르타르 천장 (25mm),AGA155100000,,E36,
,,,,,,○,"(25mm, 2회)","CE551-시멘트모르타르 천장 (25mm, 2회)",AGA155110000,,E36,
,,,,,,○,"(25mm, 3회)","CE551-시멘트모르타르 천장 (25mm, 3회)",AGA155120000,,E36,
,,,,,,○,(26mm),CE551-시멘트모르타르 천장 (26mm),AGA155200000,,E36,
,,,,,,○,"(26mm, 2회)","CE551-시멘트모르타르 천장 (26mm, 2회)",AGA155210000,,E36,
,,,,,,○,"(26mm, 3회)","CE551-시멘트모르타르 천장 (26mm, 3회)",AGA155220000,,E36,
,,,,,,○,(27mm),CE551-시멘트모르타르 천장 (27mm),AGA155300000,,E36,
,,,,,,○,"(27mm, 2회)","CE551-시멘트모르타르 천장 (27mm, 2회)",AGA155310000,,E36,
,,,,,,○,"(27mm, 3회)","CE551-시멘트모르타르 천장 (27mm, 3회)",AGA155320000,,E36,
,,,,,,○,(28mm),CE551-시멘트모르타르 천장 (28mm),AGA155400000,,E36,
,,,,,,○,"(28mm, 2회)","CE551-시멘트모르타르 천장 (28mm, 2회)",AGA155410000,,E36,
,,,,,,○,"(28mm, 3회)","CE551-시멘트모르타르 천장 (28mm, 3회)",AGA155420000,,E36,
,,,,,,○,(29mm),CE551-시멘트모르타르 천장 (29mm),AGA155500000,,E36,
,,,,,,○,"(29mm, 2회)","CE551-시멘트모르타르 천장 (29mm, 2회)",AGA155510000,,E36,
,,,,,,○,"(29mm, 3회)","CE551-시멘트모르타르 천장 (29mm, 3회)",AGA155520000,,E36,
,,,,,,○,(30mm),CE551-시멘트모르타르 천장 (30mm),AGA155600000,,E36,
,,,,,,○,"(30mm, 2회)","CE551-시멘트모르타르 천장 (30mm, 2회)",AGA155610000,,E36,
,,,,,,○,"(30mm, 3회)","CE551-시멘트모르타르 천장 (30mm, 3회)",AGA155620000,,E36,
,,,,,,○,(31mm),CE551-시멘트모르타르 천장 (31mm),AGA156000000,,E36,
,,,,,,○,(32mm),CE551-시멘트모르타르 천장 (32mm),AGA156100000,,E36,
,,,,,,○,"(32mm, 3회)","CE551-시멘트모르타르 천장 (32mm, 3회)",AGA156110000,,E36,
,,,,,,○,(33mm),CE551-시멘트모르타르 천장 (33mm),AGA156200000,,E36,
,,,,,,○,(34mm),CE551-시멘트모르타르 천장 (34mm),AGA156300000,,E36,
,,,,,,○,(35mm),CE551-시멘트모르타르 천장 (35mm),AGA156400000,,E36,
,,,,,,○,(36mm),CE551-시멘트모르타르 천장 (36mm),AGA156500000,,E36,
,,,,,,○,"(36mm, 3회)","CE551-시멘트모르타르 천장 (36mm, 3회)",AGA156510000,,E36,
,,,,,,○,(37mm),CE551-시멘트모르타르 천장 (37mm),AGA156600000,,E36,
,,,,,,○,(38mm),CE551-시멘트모르타르 천장 (38mm),AGA156700000,,E36,
,,,,,,○,(39mm),CE551-시멘트모르타르 천장 (39mm),AGA156800000,,E36,
,,,,,,○,(40mm),CE551-시멘트모르타르 천장 (40mm),AGA156810000,,E36,
,,,,,,○,"(40mm, 3회)","CE551-시멘트모르타르 천장 (40mm, 3회)",AGA156811000,,E36,
,,552--,,,,,,,,,E36,
,,553-보호모르타르,CE553,CE553-보호모르타르 천장,,○,(9mm),CE553-보호모르타르 천장 (9mm),AHJ131100000,,E36,
,,,,,,○,"(9mm, 2회)","CE553-보호모르타르 천장 (9mm, 2회)",AHJ131200000,,E36,
,,,,,,○,(10mm),CE553-보호모르타르 천장 (10mm),AHJ131300000,,E36,
,,,,,,○,"(10mm, 2회)","CE553-보호모르타르 천장 (10mm, 2회)",AHJ131400000,,E36,
,,,,,,○,(11mm),CE553-보호모르타르 천장 (11mm),AHJ132100000,,E36,
,,,,,,○,"(11mm, 2회)","CE553-보호모르타르 천장 (11mm, 2회)",AHJ132110000,,E36,
,,,,,,○,(15mm),CE553-보호모르타르 천장 (15mm),AHJ132200000,,E36,
,,,,,,○,"(15mm, 2회)","CE553-보호모르타르 천장 (15mm, 2회)",AHJ132210000,,E36,
,,,,,,○,(18mm),CE553-보호모르타르 천장 (18mm),AHJ132300000,,E36,
,,,,,,○,"(18mm, 2회)","CE553-보호모르타르 천장 (18mm, 2회)",AHJ132310000,,E36,
,,,,,,○,(20mm),CE553-보호모르타르 천장 (20mm),AHJ132400000,,E36,
,,,,,,○,"(20mm, 2회)","CE553-보호모르타르 천장 (20mm, 2회)",AHJ132410000,,E36,
,,,,,,○,(24mm),CE553-보호모르타르 천장 (24mm),AHJ132500000,,E36,
,,,,,,○,"(24mm, 2회)","CE553-보호모르타르 천장 (24mm, 2회)",AHJ132510000,,E36,
,,554-콘크리트면정리,CE554,CE554-콘크리트면정리 천장,,○,,CE554-콘크리트면정리 천장 ,ADR130400000,,E36,
,560.0-단열 모르타르,,,,,,,,,,E36,
,,561-단열 모르타르,CE561,CE561-단열모르타르 천장,,○,"(미장, 10mm)","CE561-단열모르타르 천장 (미장, 10mm)",AGB210100000,,E36,
,,,,,,○,"(미장, 20mm)","CE561-단열모르타르 천장 (미장, 20mm)",AGB220001000,,E36,
,,,,,,○,"(미장, 30mm)","CE561-단열모르타르 천장 (미장, 30mm)",AGB220002000,,E36,
,,,,,,○,"(미장, 40mm)","CE561-단열모르타르 천장 (미장, 40mm)",AGB220003000,,E36,
,,,,,,○,"(미장, 50mm)","CE561-단열모르타르 천장 (미장, 50mm)",AGB220004000,,E36,
,,,,,,○,"(미장, 60mm)","CE561-단열모르타르 천장 (미장, 60mm)",AGB220005000,,E36,
,,,,,,○,"(뿜칠, 10mm)","CE561-단열모르타르 천장 (뿜칠, 10mm)",AGB210200000,,E36,
,,,,,,○,"(뿜칠, 15mm)","CE561-단열모르타르 천장 (뿜칠, 15mm)",AGB210400000,,E36,
,,,,,,○,"(뿜칠, 20mm)","CE561-단열모르타르 천장 (뿜칠, 20mm)",AGB220006000,,E36,
,,,,,,○,"(뿜칠, 30mm)","CE561-단열모르타르 천장 (뿜칠, 30mm)",AGB220008000,,E36,
,,,,,,○,"(뿜칠, 50mm)","CE561-단열모르타르 천장 (뿜칠, 50mm)",AGB220010000,,E36,
,,,,,,○,"(뿜칠, 80mm)","CE561-단열모르타르 천장 (뿜칠, 80mm)",AGB220012000,,E36,
,,,,,,○,"(뿜칠, 90mm)","CE561-단열모르타르 천장 (뿜칠, 90mm)",AGB220014000,,E36,
,,,,,,○,"(뿜칠, 100mm)","CE561-단열모르타르 천장 (뿜칠, 100mm)",AGB220016000,,E36,
,,,,,,○,"(뿜칠, 110mm)","CE561-단열모르타르 천장 (뿜칠, 110mm)",AGB220018000,,E36,
,,,,,,○,"(뿜칠, 125mm)","CE561-단열모르타르 천장 (뿜칠, 125mm)",AGB220020000,,E36,
,590.0-기타,,,,,,,,,,E36,
,,591-내산 모르타르,,,,,,,,,E36,
,,592-아스팔트 모르타르,,,,,,,,,E36,
,,593-폴리머계수지모르타르,,,,,,,,,E36,
,,594-수지혼합모르타르,,,,,,,,,E36,
,,…,,,,,,,,,E36,
,,599-천장재료 분리대,,,,,,,,,E36,
CE600-도장,,,CE600,CE600-페인트(도장) 천장,,○,,CE600-페인트(도장) 천장 ,AN,,E36,
,610.0-수성도료,,CE610,CE610-수성페인트 천장,,○,,CE610-수성페인트 천장 ,ANC1,,E36,
,,611-수성페인트,CE611,CE611-수성페인트 천장(내부),,○,(2회),CE611-수성페인트 천장(내부) (2회),ANC133100000,,E36,
,,,,,,○,"(2회, GB면)","CE611-수성페인트 천장(내부) (2회, GB면)",ANC133100100,,E36,
,,,,,,○,(3회),CE611-수성페인트 천장(내부) (3회),ANC133102000,,E36,
,,,,,,○,"(3회, GB면)","CE611-수성페인트 천장(내부) (3회, GB면)",ANC133102100,,E36,
,,,,,,○,"(붓칠, 2회, 1급)","CE611-수성페인트 천장(내부) (붓칠, 2회, 1급)",ANC133201000,,E36,
,,,,,,○,"(붓칠, 3회, 1급)","CE611-수성페인트 천장(내부) (붓칠, 3회, 1급)",ANC133202000,,E36,
,,,,,,○,"(뿜칠, 1회, 1급)","CE611-수성페인트 천장(내부) (뿜칠, 1회, 1급)",ANC133311000,,E36,
,,,,,,○,"(뿜칠, 2회, 1급)","CE611-수성페인트 천장(내부) (뿜칠, 2회, 1급)",ANC133312000,,E36,
,,,,,,○,"(로울러칠, 2회)","CE611-수성페인트 천장(내부) (로울러칠, 2회)",ANC133212000,,E36,
,,,,,,○,"(로울러칠, 2회, 2급)","CE611-수성페인트 천장(내부) (로울러칠, 2회, 2급)",ANC133212100,,E36,
,,,,,,○,"(로울러칠, 3회)","CE611-수성페인트 천장(내부) (로울러칠, 3회)",ANC133213000,,E36,
,,,,,,○,"(로울러칠, 3회, 2급)","CE611-수성페인트 천장(내부) (로울러칠, 3회, 2급)",ANC133213100,,E36,
,,,,,,○,"(로울러칠, GB면 3회, 1급)","CE611-수성페인트 천장(내부) (로울러칠, GB면 3회, 1급)",ANC163213000,,E36,
,,,CE611,CE611-수성페인트 천장(외부),,○,(2회),CE611-수성페인트 천장(외부) (2회),ANC139100000,,E36,
,,,,,,○,(3회),CE611-수성페인트 천장(외부) (3회),ANC139101000,,E36,
,,,,,,○,"(붓칠, 2회, 1급)","CE611-수성페인트 천장(외부) (붓칠, 2회, 1급)",ANC139211000,,E36,
,,,,,,○,"(붓칠, 3회, 1급)","CE611-수성페인트 천장(외부) (붓칠, 3회, 1급)",ANC133212000,,E36,
,,,,,,○,"(뿜칠, 1회, 1급)","CE611-수성페인트 천장(외부) (뿜칠, 1회, 1급)",ANC139311000,,E36,
,,,,,,○,"(뿜칠, 2회, 1급)","CE611-수성페인트 천장(외부) (뿜칠, 2회, 1급)",ANC139312000,,E36,
,,,,,,○,"(로울러칠, 2회)","CE611-수성페인트 천장(외부) (로울러칠, 2회)",ANC133212000,,E36,
,,,,,,○,"(로울러칠, 2회, 2급)","CE611-수성페인트 천장(외부) (로울러칠, 2회, 2급)",ANC133212000,,E36,
,,,,,,○,"(로울러칠, 3회)","CE611-수성페인트 천장(외부) (로울러칠, 3회)",ANC133212000,,E36,
,,,,,,○,"(로울러칠, 3회, 2급)","CE611-수성페인트 천장(외부) (로울러칠, 3회, 2급)",ANC139213100,,E36,
,620.0-유성도료,,,,,,, ,,,E36,
,,621-조합 페인트,CE621,CE621-조합페인트 천장,,○,(철재면),CE621-조합페인트 천장 (철재면),ANB113100000,,E36,
,,,,,,○,(철재면 1회),CE621-조합페인트 천장 (철재면 1회),ANB113110000,,E36,
,,,,,,○,(철재면 2회),CE621-조합페인트 천장 (철재면 2회),,ANB113112000,E36,
,,,,,,○,(철재면 3회),CE621-조합페인트 천장 (철재면 3회),,ANB113112000,E36,
,,,,,,○,"(철재면 1회, 2급)","CE621-조합페인트 천장 (철재면 1회, 2급)",ANB113112000,,E36,
,,,,,,○,"(철재면 2회, 1급)","CE621-조합페인트 천장 (철재면 2회, 1급)",ANB113113000,,E36,
,,,,,,○,"(철재면 2회, 2급)","CE621-조합페인트 천장 (철재면 2회, 2급)",ANB113114000,,E36,
,,,,,,○,"(철재면 3회, 1급)","CE621-조합페인트 천장 (철재면 3회, 1급)",ANB113115000,,E36,
,,,,,,○,"(철재면 3회, 2급)","CE621-조합페인트 천장 (철재면 3회, 2급)",ANB113116000,,E36,
,,,,,,○,"(붓칠, 철재면 1회)","CE621-조합페인트 천장 (붓칠, 철재면 1회)",ANB113130000,,E36,
,,,,,,○,"(붓칠, 철재면 2회)","CE621-조합페인트 천장 (붓칠, 철재면 2회)",ANB113131000,,E36,
,,,,,,○,"(붓칠, 철재면 3회)","CE621-조합페인트 천장 (붓칠, 철재면 3회)",,ANB113131000,E36,
,,,,,,○,"(붓칠, 철재면 1회, 1급)","CE621-조합페인트 천장 (붓칠, 철재면 1회, 1급)",ANB113132000,,E36,
,,,,,,○,"(붓칠, 철재면 1회, 2급)","CE621-조합페인트 천장 (붓칠, 철재면 1회, 2급)",ANB113133000,,E36,
,,,,,,○,"(붓칠, 철재면 2회, 1급)","CE621-조합페인트 천장 (붓칠, 철재면 2회, 1급)",ANB113134000,,E36,
,,,,,,○,"(붓칠, 철재면 2회, 2급)","CE621-조합페인트 천장 (붓칠, 철재면 2회, 2급)",ANB113135000,,E36,
,,,,,,○,"(붓칠, 철재면 3회, 1급)","CE621-조합페인트 천장 (붓칠, 철재면 3회, 1급)",ANB113136000,,E36,
,,,,,,○,"(붓칠, 철재면 3회, 2급)","CE621-조합페인트 천장 (붓칠, 철재면 3회, 2급)",ANB113137000,,E36,
,,,,,,○,"(뿜칠, 철재면 1회)","CE621-조합페인트 천장 (뿜칠, 철재면 1회)",ANB113140000,,E36,
,,,,,,○,"(뿜칠, 철재면 2회)","CE621-조합페인트 천장 (뿜칠, 철재면 2회)",ANB113141000,,E36,
,,,,,,○,"(뿜칠, 철재면 3회)","CE621-조합페인트 천장 (뿜칠, 철재면 3회)",,ANB113141000,E36,
,,,,,,○,"(뿜칠, 철재면 1회, 1급)","CE621-조합페인트 천장 (뿜칠, 철재면 1회, 1급)",ANB113142000,,E36,
,,,,,,○,"(뿜칠, 철재면 1회, 2급)","CE621-조합페인트 천장 (뿜칠, 철재면 1회, 2급)",ANB113143000,,E36,
,,,,,,○,"(뿜칠, 철재면 2회, 1급)","CE621-조합페인트 천장 (뿜칠, 철재면 2회, 1급)",ANB113144000,,E36,
,,,,,,○,"(뿜칠, 철재면 2회, 2급)","CE621-조합페인트 천장 (뿜칠, 철재면 2회, 2급)",ANB113145000,,E36,
,,,,,,○,"(뿜칠, 철재면 3회, 1급)","CE621-조합페인트 천장 (뿜칠, 철재면 3회, 1급)",ANB113146000,,E36,
,,,,,,○,"(뿜칠, 철재면 3회, 2급)","CE621-조합페인트 천장 (뿜칠, 철재면 3회, 2급)",ANB113147000,,E36,
,,,,,,○,"(로울러칠, 철재면 1회)","CE621-조합페인트 천장 (로울러칠, 철재면 1회)",ANB113201000,,E36,
,,,,,,○,"(로울러칠, 철재면 2회)","CE621-조합페인트 천장 (로울러칠, 철재면 2회)",ANB113202000,,E36,
,,,,,,○,"(로울러칠, 철재면 3회)","CE621-조합페인트 천장 (로울러칠, 철재면 3회)",ANB113203000,,E36,
,,,,,,○,"(로울러칠, 철재면 1회, 1급)","CE621-조합페인트 천장 (로울러칠, 철재면 1회, 1급)",ANB113420000,,E36,
,,,,,,○,"(로울러칠, 철재면 1회, 2급)","CE621-조합페인트 천장 (로울러칠, 철재면 1회, 2급)",ANB113430000,,E36,
,,,,,,○,"(로울러칠, 철재면 2회, 1급)","CE621-조합페인트 천장 (로울러칠, 철재면 2회, 1급)",ANB113440000,,E36,
,,,,,,○,"(로울러칠, 철재면 2회, 2급)","CE621-조합페인트 천장 (로울러칠, 철재면 2회, 2급)",ANB113450000,,E36,
,,,,,,○,"(로울러칠, 철재면 3회, 1급)","CE621-조합페인트 천장 (로울러칠, 철재면 3회, 1급)",ANB113460000,,E36,
,,,,,,○,"(로울러칠, 철재면 3회, 2급)","CE621-조합페인트 천장 (로울러칠, 철재면 3회, 2급)",ANB113470000,,E36,
,,,,,,○,"(붓칠, 목재면 1회)","CE621-조합페인트 천장 (붓칠, 목재면 1회)",ANB123100000,,E36,
,,,,,,○,"(붓칠, 목재면 2회)","CE621-조합페인트 천장 (붓칠, 목재면 2회)",ANB123101000,,E36,
,,,,,,○,"(붓칠, 목재면 3회)","CE621-조합페인트 천장 (붓칠, 목재면 3회)",,ANB123101000,E36,
,,,,,,○,"(붓칠, 목재면 1회, 1급)","CE621-조합페인트 천장 (붓칠, 목재면 1회, 1급)",ANB123102000,,E36,
,,,,,,○,"(붓칠, 목재면 1회, 2급)","CE621-조합페인트 천장 (붓칠, 목재면 1회, 2급)",ANB123103000,,E36,
,,,,,,○,"(붓칠, 목재면 2회, 1급)","CE621-조합페인트 천장 (붓칠, 목재면 2회, 1급)",ANB123104000,,E36,
,,,,,,○,"(붓칠, 목재면 2회, 2급)","CE621-조합페인트 천장 (붓칠, 목재면 2회, 2급)",ANB123105000,,E36,
,,,,,,○,"(붓칠, 목재면 3회, 1급)","CE621-조합페인트 천장 (붓칠, 목재면 3회, 1급)",ANB123106000,,E36,
,,,,,,○,"(붓칠, 목재면 3회, 2급)","CE621-조합페인트 천장 (붓칠, 목재면 3회, 2급)",ANB123107000,,E36,
,,,,,,○,"(뿜칠, 목재면 1회)","CE621-조합페인트 천장 (뿜칠, 목재면 1회)",ANB123108000,,E36,
,,,,,,○,"(뿜칠, 목재면 2회)","CE621-조합페인트 천장 (뿜칠, 목재면 2회)",ANB123109000,,E36,
,,,,,,○,"(뿜칠, 목재면 3회)","CE621-조합페인트 천장 (뿜칠, 목재면 3회)",,ANB123109000,E36,
,,,,,,○,"(뿜칠, 목재면 1회, 1급)","CE621-조합페인트 천장 (뿜칠, 목재면 1회, 1급)",ANB123110000,,E36,
