분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,○,"(뿜칠, 목재면 1회, 2급)","CE621-조합페인트 천장 (뿜칠, 목재면 1회, 2급)",ANB123111000,,E36,
,,,,,,○,"(뿜칠, 목재면 2회, 1급)","CE621-조합페인트 천장 (뿜칠, 목재면 2회, 1급)",ANB123112000,,E36,
,,,,,,○,"(뿜칠, 목재면 2회, 2급)","CE621-조합페인트 천장 (뿜칠, 목재면 2회, 2급)",ANB123113000,,E36,
,,,,,,○,"(뿜칠, 목재면 3회, 1급)","CE621-조합페인트 천장 (뿜칠, 목재면 3회, 1급)",ANB123114000,,E36,
,,,,,,○,"(뿜칠, 목재면 3회, 2급)","CE621-조합페인트 천장 (뿜칠, 목재면 3회, 2급)",ANB123115000,,E36,
,,,,,,○,"(로울러칠, 목재면 1회)","CE621-조합페인트 천장 (로울러칠, 목재면 1회)",ANB123201000,,E36,
,,,,,,○,"(로울러칠, 목재면 2회)","CE621-조합페인트 천장 (로울러칠, 목재면 2회)",ANB123202000,,E36,
,,,,,,○,"(로울러칠, 목재면 3회)","CE621-조합페인트 천장 (로울러칠, 목재면 3회)",ANB123203000,,E36,
,,,,,,○,"(로울러칠, 목재면 1회, 1급)","CE621-조합페인트 천장 (로울러칠, 목재면 1회, 1급)",ANB123320000,,E36,
,,,,,,○,"(로울러칠, 목재면 1회, 2급)","CE621-조합페인트 천장 (로울러칠, 목재면 1회, 2급)",ANB123330000,,E36,
,,,,,,○,"(로울러칠, 목재면 2회, 1급)","CE621-조합페인트 천장 (로울러칠, 목재면 2회, 1급)",ANB123340000,,E36,
,,,,,,○,"(로울러칠, 목재면 2회, 2급)","CE621-조합페인트 천장 (로울러칠, 목재면 2회, 2급)",ANB123350000,,E36,
,,,,,,○,"(로울러칠, 목재면 3회, 1급)","CE621-조합페인트 천장 (로울러칠, 목재면 3회, 1급)",ANB123360000,,E36,
,,,,,,○,"(로울러칠, 목재면 3회, 2급)","CE621-조합페인트 천장 (로울러칠, 목재면 3회, 2급)",ANB123370000,,E36,
,,,,,,○,"(붓칠, 모르타르면 1회)","CE621-조합페인트 천장 (붓칠, 모르타르면 1회)",ANB133100000,,E36,
,,,,,,○,"(붓칠, 모르타르면 2회)","CE621-조합페인트 천장 (붓칠, 모르타르면 2회)",ANB133110000,,E36,
,,,,,,○,"(붓칠, 모르타르면 3회)","CE621-조합페인트 천장 (붓칠, 모르타르면 3회)",,ANB133110000,E36,
,,,,,,○,"(붓칠, 모르타르면 1회, 1급)","CE621-조합페인트 천장 (붓칠, 모르타르면 1회, 1급)",ANB133120000,,E36,
,,,,,,○,"(붓칠, 모르타르면 1회, 2급)","CE621-조합페인트 천장 (붓칠, 모르타르면 1회, 2급)",ANB133130000,,E36,
,,,,,,○,"(붓칠, 모르타르면 2회, 1급)","CE621-조합페인트 천장 (붓칠, 모르타르면 2회, 1급)",ANB133140000,,E36,
,,,,,,○,"(붓칠, 모르타르면 2회, 2급)","CE621-조합페인트 천장 (붓칠, 모르타르면 2회, 2급)",ANB133150000,,E36,
,,,,,,○,"(붓칠, 모르타르면 3회, 1급)","CE621-조합페인트 천장 (붓칠, 모르타르면 3회, 1급)",ANB133160000,,E36,
,,,,,,○,"(붓칠, 모르타르면 3회, 2급)","CE621-조합페인트 천장 (붓칠, 모르타르면 3회, 2급)",ANB133170000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 1회)","CE621-조합페인트 천장 (뿜칠, 모르타르면 1회)",ANB133200000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 2회)","CE621-조합페인트 천장 (뿜칠, 모르타르면 2회)",ANB133210000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 3회)","CE621-조합페인트 천장 (뿜칠, 모르타르면 3회)",,ANB133210000,E36,
,,,,,,○,"(뿜칠, 모르타르면 1회, 1급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 1회, 1급)",ANB133220000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 1회, 2급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 1회, 2급)",ANB133230000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 2회, 1급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 2회, 1급)",ANB133240000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 2회, 2급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 2회, 2급)",ANB133250000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 3회, 1급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 3회, 1급)",ANB133260000,,E36,
,,,,,,○,"(뿜칠, 모르타르면 3회, 2급)","CE621-조합페인트 천장 (뿜칠, 모르타르면 3회, 2급)",ANB133270000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 1회)","CE621-조합페인트 천장 (로울러칠, 모르타르면 1회)",ANB133300000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 2회)","CE621-조합페인트 천장 (로울러칠, 모르타르면 2회)",ANB133310000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 3회)","CE621-조합페인트 천장 (로울러칠, 모르타르면 3회)",,ANB133310000,E36,
,,,,,,○,"(로울러칠, 모르타르면 1회, 1급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 1회, 1급)",ANB133320000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 1회, 2급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 1회, 2급)",ANB133330000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 2회, 1급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 2회, 1급)",ANB133340000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 2회, 2급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 2회, 2급)",ANB133350000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 3회, 1급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 3회, 1급)",ANB133360000,,E36,
,,,,,,○,"(로울러칠, 모르타르면 3회, 2급)","CE621-조합페인트 천장 (로울러칠, 모르타르면 3회, 2급)",ANB133370000,,E36,
,,622-아크릴 페인트,CE622,CE622-아크릴페인트 천장,,○,(3회),CE622-아크릴페인트 천장 (3회),ANC233100000,,E36,
,,,,,,○,(GB면 3회),CE622-아크릴페인트 천장 (GB면 3회),ANC263100000,,E36,
,,623-비닐 페인트,CE623,CE623-비닐페인트 천장,,○,(내부 1회),CE623-비닐페인트 천장 (내부 1회),ANC333100000,,E36,
,,,,,,○,(내부 2회),CE623-비닐페인트 천장 (내부 2회),ANC333101000,,E36,
,,,,,,○,(내부 3회),CE623-비닐페인트 천장 (내부 3회),ANC333102000,,E36,
,,,,,,○,"(내부, 로울러칠, 2회)","CE623-비닐페인트 천장 (내부, 로울러칠, 2회)",ANC333202000,,E36,
,,,,,,○,"(내부, 로울러칠, GB면 2회)","CE623-비닐페인트 천장 (내부, 로울러칠, GB면 2회)",ANC363202000,,E36,
,,,,,,○,"(내부, 로울러칠, 3회)","CE623-비닐페인트 천장 (내부, 로울러칠, 3회)",ANC333203000,,E36,
,,,,,,○,"(내부, 로울러칠, GB면 3회)","CE623-비닐페인트 천장 (내부, 로울러칠, GB면 3회)",ANC363203000,,E36,
,,624-에나멜 페인트,CE624,CE624-에나멜페인트 천장,,○,(철재면),CE624-에나멜페인트 천장 (철재면),ANB213100000,,E36,
,,,,,,○,"(철재면, 1회)","CE624-에나멜페인트 천장 (철재면, 1회)",ANB213110000,,E36,
,,,,,,○,"(철재면, 2회)","CE624-에나멜페인트 천장 (철재면, 2회)",ANB213120000,,E36,
,,,,,,○,"(철재면 1회, 1급)","CE624-에나멜페인트 천장 (철재면 1회, 1급)",ANB213130000,,E36,
,,,,,,○,"(철재면 1회, 2급)","CE624-에나멜페인트 천장 (철재면 1회, 2급)",ANB213140000,,E36,
,,,,,,○,"(철재면 2회, 1급)","CE624-에나멜페인트 천장 (철재면 2회, 1급)",ANB213150000,,E36,
,,,,,,○,"(철재면 2회, 2급)","CE624-에나멜페인트 천장 (철재면 2회, 2급)",ANB213160000,,E36,
,,,,,,○,"(철재면 3회, 1급)","CE624-에나멜페인트 천장 (철재면 3회, 1급)",ANB213170000,,E36,
,,,,,,○,"(철재면 3회, 2급)","CE624-에나멜페인트 천장 (철재면 3회, 2급)",ANB213180000,,E36,
,,,,,,○,"(붓칠, 철재면, 1회)","CE624-에나멜페인트 천장 (붓칠, 철재면, 1회)",ANB213200000,,E36,
,,,,,,○,"(붓칠, 철재면, 2회)","CE624-에나멜페인트 천장 (붓칠, 철재면, 2회)",ANB213210000,,E36,
,,,,,,○,"(붓칠, 철재면 1회, 1급)","CE624-에나멜페인트 천장 (붓칠, 철재면 1회, 1급)",ANB213220000,,E36,
,,,,,,○,"(붓칠, 철재면 1회, 2급)","CE624-에나멜페인트 천장 (붓칠, 철재면 1회, 2급)",ANB213230000,,E36,
,,,,,,○,"(붓칠, 철재면 2회, 1급)","CE624-에나멜페인트 천장 (붓칠, 철재면 2회, 1급)",ANB213240000,,E36,
,,,,,,○,"(붓칠, 철재면 2회, 2급)","CE624-에나멜페인트 천장 (붓칠, 철재면 2회, 2급)",ANB213250000,,E36,
,,,,,,○,"(붓칠, 철재면 3회, 1급)","CE624-에나멜페인트 천장 (붓칠, 철재면 3회, 1급)",ANB213260000,,E36,
,,,,,,○,"(붓칠, 철재면 3회, 2급)","CE624-에나멜페인트 천장 (붓칠, 철재면 3회, 2급)",ANB213270000,,E36,
,,,,,,○,"(뿜칠, 철재면, 1회)","CE624-에나멜페인트 천장 (뿜칠, 철재면, 1회)",ANB213300000,,E36,
,,,,,,○,"(뿜칠, 철재면, 2회)","CE624-에나멜페인트 천장 (뿜칠, 철재면, 2회)",ANB213310000,,E36,
,,,,,,○,"(뿜칠, 철재면 1회, 1급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 1회, 1급)",ANB213320000,,E36,
,,,,,,○,"(뿜칠, 철재면 1회, 2급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 1회, 2급)",ANB213330000,,E36,
,,,,,,○,"(뿜칠, 철재면 2회, 1급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 2회, 1급)",ANB213340000,,E36,
,,,,,,○,"(뿜칠, 철재면 2회, 2급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 2회, 2급)",ANB213350000,,E36,
,,,,,,○,"(뿜칠, 철재면 3회, 1급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 3회, 1급)",ANB213360000,,E36,
,,,,,,○,"(뿜칠, 철재면 3회, 2급)","CE624-에나멜페인트 천장 (뿜칠, 철재면 3회, 2급)",ANB213370000,,E36,
,,,,,,○,"(로울러칠, 철재면, 1회)","CE624-에나멜페인트 천장 (로울러칠, 철재면, 1회)",ANB213400000,,E36,
,,,,,,○,"(로울러칠, 철재면, 2회)","CE624-에나멜페인트 천장 (로울러칠, 철재면, 2회)",ANB213410000,,E36,
,,,,,,○,"(로울러칠, 철재면 1회, 1급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 1회, 1급)",ANB213420000,,E36,
,,,,,,○,"(로울러칠, 철재면 1회, 2급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 1회, 2급)",ANB213430000,,E36,
,,,,,,○,"(로울러칠, 철재면 2회, 1급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 2회, 1급)",ANB213440000,,E36,
,,,,,,○,"(로울러칠, 철재면 2회, 2급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 2회, 2급)",ANB213450000,,E36,
,,,,,,○,"(로울러칠, 철재면 3회, 1급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 3회, 1급)",ANB213460000,,E36,
,,,,,,○,"(로울러칠, 철재면 3회, 2급)","CE624-에나멜페인트 천장 (로울러칠, 철재면 3회, 2급)",ANB213470000,,E36,
,,625-방청(녹막이) 페인트,CE625,CE625-녹막이페인트 천장,,○,"(붓칠, 금속면 1회, 1종)","CE625-녹막이페인트 천장 (붓칠, 금속면 1회, 1종)",ANA013330000,,E36,
,,,,,,○,"(붓칠, 금속면 1회, 2종)","CE625-녹막이페인트 천장 (붓칠, 금속면 1회, 2종)",ANA013410000,,E36,
,,,,,,○,"(붓칠, 금속면 1회, 3종)","CE625-녹막이페인트 천장 (붓칠, 금속면 1회, 3종)",ANA013420000,,E36,
,,,,,,○,"(붓칠, 금속면 2회, 1종)","CE625-녹막이페인트 천장 (붓칠, 금속면 2회, 1종)",ANA013500000,,E36,
,,,,,,○,"(붓칠, 금속면 2회, 2종)","CE625-녹막이페인트 천장 (붓칠, 금속면 2회, 2종)",ANA013510000,,E36,
,,,,,,○,"(붓칠, 금속면 2회, 3종)","CE625-녹막이페인트 천장 (붓칠, 금속면 2회, 3종)",ANA013520000,,E36,
,,,,,,○,"(붓칠, 금속면 3회, 1종)","CE625-녹막이페인트 천장 (붓칠, 금속면 3회, 1종)",ANA013600000,,E36,
,,,,,,○,"(붓칠, 금속면 3회, 2종)","CE625-녹막이페인트 천장 (붓칠, 금속면 3회, 2종)",ANA013610000,,E36,
,,,,,,○,"(붓칠, 금속면 3회, 3종)","CE625-녹막이페인트 천장 (붓칠, 금속면 3회, 3종)",ANA013620000,,E36,
,,,,,,○,"(뿜칠, 금속면 1회, 1종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 1회, 1종)",ANA013100000,,E36,
,,,,,,○,"(뿜칠, 금속면 1회, 2종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 1회, 2종)",ANA013110000,,E36,
,,,,,,○,"(뿜칠, 금속면 1회, 3종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 1회, 3종)",ANA013120000,,E36,
,,,,,,○,"(뿜칠, 금속면 2회, 1종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 2회, 1종)",ANA013200000,,E36,
,,,,,,○,"(뿜칠, 금속면 2회, 2종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 2회, 2종)",ANA013210000,,E36,
,,,,,,○,"(뿜칠, 금속면 2회, 3종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 2회, 3종)",ANA013220000,,E36,
,,,,,,○,"(뿜칠, 금속면 3회, 1종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 3회, 1종)",ANA013300000,,E36,
,,,,,,○,"(뿜칠, 금속면 3회, 2종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 3회, 2종)",ANA013310000,,E36,
,,,,,,○,"(뿜칠, 금속면 3회, 3종)","CE625-녹막이페인트 천장 (뿜칠, 금속면 3회, 3종)",ANA013320000,,E36,
,630.0-바니쉬,,,,,,, ,,,E36,
,,631-바니쉬(목재),,,,,,,,,E36,
,640.0-락카,,,,,,, ,,,E36,
,,641-락카(목재),,,,,, ,,,E36,
,"650.0-방화, 방염, 내열",,,,,,, ,,,E36,
,,651-방화 페인트,,,,,, ,,,E36,
,,652-방염 페인트,,,,,, ,,,E36,
,,653-내열 페인트,,,,,, ,,,E36,
,660.0-우레탄,,,,,,, ,,,E36,
,,661-우레판 페인트,,,,,, ,,,E36,
,670.0-에폭시,,,,,,, ,,,E36,
,,671-에폭시 페인트,CE671,CE671-에폭시페인트 천장 ,,○,,CE671-에폭시페인트 천장  ,ANJ200,,E36,
,,,,,,○,(코팅),CE671-에폭시페인트 천장 (코팅),ANJ200,,E36,
,680.0-뿜칠형,,CE680,CE680-뿜칠형페인트 천장,,○,,CE680-뿜칠형페인트 천장 ,,ANQ0000,E36,
,,681-본타일 페인트,CE681,CE681-본타일페인트 천장,,○,"(내부, 일반)","CE681-본타일페인트 천장 (내부, 일반)",ANO000202000,,E36,
,,,,,,○,"(내부, 아크릴)","CE681-본타일페인트 천장 (내부, 아크릴)",ANG100111000,,E36,
,,,,,,○,"(내부, 에폭시)","CE681-본타일페인트 천장 (내부, 에폭시)",ANG100201000,,E36,
,,,,,,○,"(내부, 에폭시, 수성)","CE681-본타일페인트 천장 (내부, 에폭시, 수성)",ANG100221000,,E36,
,,,,,,○,"(내부, 에폭시, 유성)","CE681-본타일페인트 천장 (내부, 에폭시, 유성)",ANG100222000,,E36,
,,,,,,○,"(내부, 수성)","CE681-본타일페인트 천장 (내부, 수성)",ANG100300200,,E36,
,,,,,,○,"(내부, 탄성)","CE681-본타일페인트 천장 (내부, 탄성)",ANG100300600,,E36,
,,,,,,○,"(외부, 일반)","CE681-본타일페인트 천장 (외부, 일반)",ANG100103000,,E36,
,,,,,,○,"(외부, 아크릴)","CE681-본타일페인트 천장 (외부, 아크릴)",ANG100121000,,E36,
,,,,,,○,"(외부, 에폭시)","CE681-본타일페인트 천장 (외부, 에폭시)",ANG100203000,,E36,
,,,,,,○,"(외부, 수성)","CE681-본타일페인트 천장 (외부, 수성)",ANG100300300,,E36,
,,,,,,○,"(외부, 탄성)","CE681-본타일페인트 천장 (외부, 탄성)",ANG100300700,,E36,
,,682-무늬코트,CE682,CE682-무늬코트 천장,,○,(내부),CE682-무늬코트 천장 (내부),ANG213100000,,E36,
,,,,,,○,"(내부, 하도+중도+상도)","CE682-무늬코트 천장 (내부, 하도+중도+상도)",ANG213100100,,E36,
,,,,,,○,"(내부, 2회)","CE682-무늬코트 천장 (내부, 2회)",,ANG213100A,E36,
,,,CE682,CE682-다채무늬페인트 천장,,○,"(내부, 2회)","CE682-다채무늬페인트 천장 (내부, 2회)",ANO000202000,,E36,
,,,CE682,CE682-사벽상탄성무늬페인트 천장,,○,,CE682-사벽상탄성무늬페인트 천장 ,,ANQ0001A,E36,
,690.0-기타,,,,,,, ,,,E36,
,,691-결로보완 페인트,CE691,CE691-결로보완용페인트 천장,,○,"(로울러칠, 콘크리트면 2회)","CE691-결로보완용페인트 천장 (로울러칠, 콘크리트면 2회)",ANQ000013020,,E36,
,,,,,,○,"(로울러칠, 석고보드면 2회)","CE691-결로보완용페인트 천장 (로울러칠, 석고보드면 2회)",ANQ000023020,,E36,
,,692-오일스테인 페인트,,,,,,,,,E36,
,,693-안전 페인트,,,,,,,,,E36,
,,694-내화학성 페인트,,,,,,,,,E36,
,,695-세라믹 페인트,,,,,,,,,E36,
,,696-분진방지 페인트,CE696,CE696-분진방지코팅,,○,,CE696-분진방지코팅 ,,ANQ0001B,E36,
CE700-수장 및 금속,,,,,,,, ,,,E36,
,710.0-석고보드,,CE710,CE710-석고보드 천장,,○,,CE710-석고보드 천장 ,AOC32,,E36,
,,711-석고보드(일반),CE711,CE711-일반석고보드 (9mm) 천장,,○,"(못붙임, 바탕)","CE711-일반석고보드 (9mm) 천장 (못붙임, 바탕)",AOC321000200,,E36,
,,,,,,○,"(못붙임, 치장)","CE711-일반석고보드 (9mm) 천장 (못붙임, 치장)",AOC321100200,,E36,
,,,,,,○,(본드붙임),CE711-일반석고보드 (9mm) 천장 (본드붙임),AOC321300100,,E36,
,,,CE711,CE711-일반석고보드 (9.5mm) 천장,,○,"(못붙임, 바탕)","CE711-일반석고보드 (9.5mm) 천장 (못붙임, 바탕)",AOC321001000,,E36,
,,,,,,○,"(못붙임, 치장)","CE711-일반석고보드 (9.5mm) 천장 (못붙임, 치장)",AOC321101000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE711-일반석고보드 (9.5mm) 천장 (본드붙임, 바탕)",AOC321011000,,E36,
,,,CE711,CE711-일반석고보드 (12mm) 천장,,○,"(못붙임, 바탕)","CE711-일반석고보드 (12mm) 천장 (못붙임, 바탕)",AOC321001200,,E36,
,,,,,,○,"(못붙임, 치장)","CE711-일반석고보드 (12mm) 천장 (못붙임, 치장)",AOC321101100,,E36,
,,,,,,○,(본드붙임),CE711-일반석고보드 (12mm) 천장 (본드붙임),AOC321301100,,E36,
,,,CE711,CE711-일반석고보드 (12.5mm) 천장,,○,"(못붙임, 바탕)","CE711-일반석고보드 (12.5mm) 천장 (못붙임, 바탕)",AOC321002000,,E36,
,,,,,,○,"(못붙임, 치장)","CE711-일반석고보드 (12.5mm) 천장 (못붙임, 치장)",AOC321102000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE711-일반석고보드 (12.5mm) 천장 (본드붙임, 바탕)",AOC321012000,,E36,
,,,CE711,CE711-일반석고보드 (15mm) 천장,,○,"(못붙임, 바탕)","CE711-일반석고보드 (15mm) 천장 (못붙임, 바탕)",AOC321003000,,E36,
,,,,,,○,"(못붙임, 치장)","CE711-일반석고보드 (15mm) 천장 (못붙임, 치장)",AOC321103000,,E36,
,,,,,,○,(본드붙임),CE711-일반석고보드 (15mm) 천장 (본드붙임),AOC321303000,,E36,
,,712-석고보드(방수),CE712,CE712-방수석고보드(9mm) 천장,,○,"(못붙임, 바탕)","CE712-방수석고보드(9mm) 천장 (못붙임, 바탕)",AOC322000100,,E36,
,,,,,,○,"(못붙임, 치장)","CE712-방수석고보드(9mm) 천장 (못붙임, 치장)",AOC322100100,,E36,
,,,,,,○,(본드붙임),CE712-방수석고보드(9mm) 천장 (본드붙임),AOC322300100,,E36,
,,,CE712,CE712-방수석고보드(9.5mm) 천장,,○,"(못붙임, 바탕)","CE712-방수석고보드(9.5mm) 천장 (못붙임, 바탕)",AOC322001000,,E36,
,,,,,,○,"(못붙임, 치장)","CE712-방수석고보드(9.5mm) 천장 (못붙임, 치장)",AOC322101000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE712-방수석고보드(9.5mm) 천장 (본드붙임, 바탕)",AOC322011000,,E36,
,,,CE712,CE712-방수석고보드(12mm) 천장,,○,"(못붙임, 바탕)","CE712-방수석고보드(12mm) 천장 (못붙임, 바탕)",AOC322001200,,E36,
,,,,,,○,"(못붙임, 치장)","CE712-방수석고보드(12mm) 천장 (못붙임, 치장)",AOC322101100,,E36,
,,,,,,○,(본드붙임),CE712-방수석고보드(12mm) 천장 (본드붙임),AOC322301100,,E36,
,,,CE712,CE712-방수석고보드(12.5mm) 천장,,○,"(못붙임, 바탕)","CE712-방수석고보드(12.5mm) 천장 (못붙임, 바탕)",AOC322002000,,E36,
,,,,,,○,"(못붙임, 치장)","CE712-방수석고보드(12.5mm) 천장 (못붙임, 치장)",AOC322102000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE712-방수석고보드(12.5mm) 천장 (본드붙임, 바탕)",AOC322012000,,E36,
,,,CE712,CE712-방수석고보드(15mm) 천장,,○,"(못붙임, 바탕)","CE712-방수석고보드(15mm) 천장 (못붙임, 바탕)",AOC322004000,,E36,
,,,,,,○,"(못붙임, 치장)","CE712-방수석고보드(15mm) 천장 (못붙임, 치장)",AOC322103000,,E36,
,,,,,,○,(본드붙임),CE712-방수석고보드(15mm) 천장 (본드붙임),AOC322303000,,E36,
,,713-석고보드(방화),CE713,CE713-방화석고보드(9mm) 천장,,○,"(못붙임, 바탕)","CE713-방화석고보드(9mm) 천장 (못붙임, 바탕)",AOC323000100,,E36,
,,,,,,○,"(못붙임, 치장)","CE713-방화석고보드(9mm) 천장 (못붙임, 치장)",AOC323100100,,E36,
,,,,,,○,(본드붙임),CE713-방화석고보드(9mm) 천장 (본드붙임),AOC323300100,,E36,
,,,CE713,CE713-방화석고보드(9.5mm) 천장,,○,"(못붙임, 바탕)","CE713-방화석고보드(9.5mm) 천장 (못붙임, 바탕)",AOC323001000,,E36,
,,,,,,○,"(못붙임, 치장)","CE713-방화석고보드(9.5mm) 천장 (못붙임, 치장)",AOC323101000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE713-방화석고보드(9.5mm) 천장 (본드붙임, 바탕)",AOC323011000,,E36,
,,,CE713,CE713-방화석고보드(12mm) 천장,,○,"(못붙임, 바탕)","CE713-방화석고보드(12mm) 천장 (못붙임, 바탕)",AOC323001200,,E36,
,,,,,,○,"(못붙임, 치장)","CE713-방화석고보드(12mm) 천장 (못붙임, 치장)",AOC323101100,,E36,
,,,,,,○,(본드붙임),CE713-방화석고보드(12mm) 천장 (본드붙임),AOC323301100,,E36,
,,,CE713,CE713-방화석고보드(12.5mm) 천장,,○,"(못붙임, 바탕)","CE713-방화석고보드(12.5mm) 천장 (못붙임, 바탕)",AOC323002000,,E36,
,,,,,,○,"(못붙임, 치장)","CE713-방화석고보드(12.5mm) 천장 (못붙임, 치장)",AOC323102000,,E36,
,,,,,,○,"(본드붙임, 바탕)","CE713-방화석고보드(12.5mm) 천장 (본드붙임, 바탕)",AOC323012000,,E36,
,,,CE713,CE713-방화석고보드(15mm) 천장,,○,"(못붙임, 바탕)","CE713-방화석고보드(15mm) 천장 (못붙임, 바탕)",AOC323004000,,E36,
,,,,,,○,"(못붙임, 치장)","CE713-방화석고보드(15mm) 천장 (못붙임, 치장)",AOC323103000,,E36,
,,,,,,○,(본드붙임),CE713-방화석고보드(15mm) 천장 (본드붙임),AOC323303000,,E36,
,720.0-천장지,,CE720,CE720-천장지 천장,,○,,CE720-천장지 천장 ,AOB1,,E36,
,,721-종이천장지,CE721,CE721-종이천장지 천장,,○,(초배무),CE721-종이천장지 천장 (초배무),AOB141000000,,E36,
,,,,,,○,"(공동주택, 초배무)","CE721-종이천장지 천장 (공동주택, 초배무)",AOB141100000,,E36,
,,722-비닐천장지,CE722,CE722-비닐천장지 천장,,○,,CE722-비닐천장지 천장 ,,AOB14A,E36,
,,723-발포천장지,CE723,CE723-발포천장지 천장,,○,(초배유),CE723-발포천장지 천장 (초배유),AOB132000000,,E36,
,,,,,,○,"(공동주택, 초배유)","CE723-발포천장지 천장 (공동주택, 초배유)",AOB132400000,,E36,
,,,,,,○,"(초배유, 노무비)","CE723-발포천장지 천장 (초배유, 노무비)",AOB132800000,,E36,
,,,,,,○,(초배무),CE723-발포천장지 천장 (초배무),AOB142000000,,E36,
,,,,,,○,"(공동주택, 초배무)","CE723-발포천장지 천장 (공동주택, 초배무)",AOB142100000,,E36,
,,,,,,○,"(초배무, 노무비)","CE723-발포천장지 천장 (초배무, 노무비)",AOB142800000,,E36,
,,724-실크천장지,CE724,CE724-실크천장지 천장,,○,(초배유),CE724-실크천장지 천장 (초배유),AOB133000000,,E36,
,,,,,,○,"(공동주택, 초배유)","CE724-실크천장지 천장 (공동주택, 초배유)",AOB133100000,,E36,
,,,,,,○,(초배무),CE724-실크천장지 천장 (초배무),AOB143000000,,E36,
,,,,,,○,"(공동주택, 초배무)","CE724-실크천장지 천장 (공동주택, 초배무)",AOB143100000,,E36,
,,725-마직천장지,CE725,CE725-마직천장지 천장,,○,,CE725-마직천장지 천장 ,,AOB14B,E36,
,,726-한지천장지,CE726,CE726-한지천장지 천장,,○,(초배유),CE726-한지천장지 천장 (초배유),AOB138010000,,E36,
,,,,,,○,"(공동주택, 초배유)","CE726-한지천장지 천장 (공동주택, 초배유)",AOB138100000,,E36,
,,,,,,○,(초배무),CE726-한지천장지 천장 (초배무),AOB148000000,,E36,
,,,,,,○,"(공동주택, 초배무)","CE726-한지천장지 천장 (공동주택, 초배무)",AOB148100000,,E36,
,730.0-밤라이트,,,,,,, ,,,E36,
,,731-밤라이트,CE731,CE731-밤라이트 천장,,○,(3mm),CE731-밤라이트 천장 (3mm),AOC000200000,,E36,
,,,,,,○,(4mm),CE731-밤라이트 천장 (4mm),AOC000210000,,E36,
,,,,,,○,(5mm),CE731-밤라이트 천장 (5mm),AOC000220000,,E36,
,,,,,,○,(6mm),CE731-밤라이트 천장 (6mm),AOC000230000,,E36,
,740.0-텍스,,CE740,CE740-텍스 천장,,○,,CE740-텍스 천장 ,AOC1210,,E36,
,,741-암면흡음텍스,CE741,CE741-암면흡음텍스 천장,,○,(9mm),CE741-암면흡음텍스 천장 (9mm),AOC121011000,,E36,
