분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,,○,"(몰터플러스, 자착) 2.5mm","WA522-시트방수 벽 (몰터플러스, 자착) 2.5mm",AHB220301000,,E24,
,,,,,,,,,○,"(몰터플러스, 노출) 2.5mm","WA522-시트방수 벽 (몰터플러스, 노출) 2.5mm",AHB220302000,,E24,
,,,,,,,,,○,(몰터플러스) 3mm,WA522-시트방수 벽 (몰터플러스) 3mm,AHB230300000,,E24,
,,,,,,,,,○,"(몰터플러스, 자착) 3mm","WA522-시트방수 벽 (몰터플러스, 자착) 3mm",AHB230301000,,E24,
,,,,,,,,,○,"(몰터플러스, 노출) 3mm","WA522-시트방수 벽 (몰터플러스, 노출) 3mm",AHB230302000,,E24,
,,,,,,,,,○,"(몰터플러스, 노출) 4mm","WA522-시트방수 벽 (몰터플러스, 노출) 4mm",AHB240100000,,E24,
,,,,,,,,,○,(합성씰) 2mm,WA522-시트방수 벽 (합성씰) 2mm,AHB240901000,,E24,
,,,,,,,,,○,(합성씰) 2.5mm,WA522-시트방수 벽 (합성씰) 2.5mm,AHB240902000,,E24,
,,,,,,,,,○,(합성씰) 3mm,WA522-시트방수 벽 (합성씰) 3mm,AHB240903000,,E24,
,,,,,,,,,○,(CRS-SEAL코트) 2mm,WA522-시트방수 벽 (CRS-SEAL코트) 2mm,AHB240904000,,E24,
,,,,,,,,,○,(CRS-SEAL코트) 2.5mm,WA522-시트방수 벽 (CRS-SEAL코트) 2.5mm,AHB240905000,,E24,
,,,,,,,,,○,(CRS-SEAL코트) 3mm,WA522-시트방수 벽 (CRS-SEAL코트) 3mm,AHB240906000,,E24,
,,,,,,,,,○,(CRS-SEAL컴파운드) 2mm,WA522-시트방수 벽 (CRS-SEAL컴파운드) 2mm,AHB240907000,,E24,
,,,,,,,,,○,(CRS-SEAL컴파운드) 2.5mm,WA522-시트방수 벽 (CRS-SEAL컴파운드) 2.5mm,AHB240908000,,E24,
,,,,,,,,,○,(CRS-SEAL컴파운드) 3mm,WA522-시트방수 벽 (CRS-SEAL컴파운드) 3mm,AHB240909000,,E24,
,,,,,,,,,○,(파워씰) 3mm,WA522-시트방수 벽 (파워씰) 3mm,AHB240910000,,E24,
,,,,,,,,,○,(E.P.D.M시트) 1mm,WA522-시트방수 벽 (E.P.D.M시트) 1mm,AHB240911000,,E24,
,,,,,,,,,○,(E.P.D.M시트) 1.2mm,WA522-시트방수 벽 (E.P.D.M시트) 1.2mm,AHB240912000,,E24,
,,,,,,,,,○,(E.P.D.M시트) 1.5mm,WA522-시트방수 벽 (E.P.D.M시트) 1.5mm,AHB240913000,,E24,
,,,,,,,,,○,(CRS-TOPIC) 2mm,WA522-시트방수 벽 (CRS-TOPIC) 2mm,AHB240914000,,E24,
,,,,,,,,,○,(CRS-TOPIC) 2.5mm,WA522-시트방수 벽 (CRS-TOPIC) 2.5mm,AHB240915000,,E24,
,,,,,,,,,○,(CRS-TOPIC) 3mm,WA522-시트방수 벽 (CRS-TOPIC) 3mm,AHB240916000,,E24,
,,,,,,,,,○,(CRS-복합시트) 3mm,WA522-시트방수 벽 (CRS-복합시트) 3mm,AHB240917000,,E24,
,,,,,,,,,○,(중앙합성시트) 3mm,WA522-시트방수 벽 (중앙합성시트) 3mm,AHB240918000,,E24,
,,,,,,,,,○,(페트로NT시트) 3mm,WA522-시트방수 벽 (페트로NT시트) 3mm,AHB240919000,,E24,
,,,,,,,,,○,(페트로NT시트) 4mm,WA522-시트방수 벽 (페트로NT시트) 4mm,AHB240920000,,E24,
,,,,523,투습 방수,WA523,WA523-투습방수 벽,,○,,WA523-투습방수 벽 ,,AHI3A,E24,
,,530.0,시멘트액체 ,,,WA530,WA530-액체방수 벽,,○,,WA530-액체방수 벽 ,AHI000,,E24,
,,,,,,WA530,WA530-방수모르타르 벽,,○,,WA530-방수모르타르 벽 ,AHG2,,E24,
,,,,531,시멘트 액체방수,WA531,WA531-시멘트액체방수 벽,,○,,WA531-시멘트액체방수 벽 ,AHI000500000,,E24,
,,,,,,,,,○,(1차),WA531-시멘트액체방수 벽 (1차),,AHI000E,E24,
,,,,,,,,,○,(1차) 15mm,WA531-시멘트액체방수 벽 (1차) 15mm,,AHI000A,E24,
,,,,,,,,,○,(2차),WA531-시멘트액체방수 벽 (2차),,AHI000F,E24,
,,,,,,,,,○,(2차) 15mm,WA531-시멘트액체방수 벽 (2차) 15mm,,AHI000B,E24,
,,,,,,,,,○,(2차) 20mm,WA531-시멘트액체방수 벽 (2차) 20mm,,AHI000G,E24,
,,,,,,,,,○,(2차) 30mm,WA531-시멘트액체방수 벽 (2차) 30mm,,AHI000C,E24,
,,,,,,,,,○,(2차) 40mm,WA531-시멘트액체방수 벽 (2차) 40mm,,AHI000D,E24,
,,,,532,방수 모르타르,WA532,WA532-일반 모르타르 방수 벽,,○,6mm,WA532-일반 모르타르 방수 벽 6mm,AHG210010000,,E24,
,,,,,,,,,○,(노무비) 6mm,WA532-일반 모르타르 방수 벽 (노무비) 6mm,AHG210011000,,E24,
,,,,,,,,,○,10mm,WA532-일반 모르타르 방수 벽 10mm,AHG210020000,,E24,
,,,,,,,,,○,12mm,WA532-일반 모르타르 방수 벽 12mm,AHG210100000,,E24,
,,,,,,,,,○,(노무비) 12mm,WA532-일반 모르타르 방수 벽 (노무비) 12mm,AHG210101000,,E24,
,,,,,,,,,○,15mm,WA532-일반 모르타르 방수 벽 15mm,AHG210200000,,E24,
,,,,,,,,,○,(노무비) 15mm,WA532-일반 모르타르 방수 벽 (노무비) 15mm,AHG210201000,,E24,
,,,,,,,,,○,18mm,WA532-일반 모르타르 방수 벽 18mm,AHG210300000,,E24,
,,,,,,,,,○,21mm,WA532-일반 모르타르 방수 벽 21mm,AHG210400000,,E24,
,,,,,,,,,○,(노무비) 21mm,WA532-일반 모르타르 방수 벽 (노무비) 21mm,AHG210401000,,E24,
,,,,,,,,,○,24mm,WA532-일반 모르타르 방수 벽 24mm,AHG210500000,,E24,
,,,,,,,,,○,(노무비) 24mm,WA532-일반 모르타르 방수 벽 (노무비) 24mm,AHG210501000,,E24,
,,,,,,,,,○,27mm,WA532-일반 모르타르 방수 벽 27mm,AHG210600000,,E24,
,,,,,,,,,○,(노무비) 27mm,WA532-일반 모르타르 방수 벽 (노무비) 27mm,AHG210601000,,E24,
,,,,,,,,,○,30mm,WA532-일반 모르타르 방수 벽 30mm,AHG210700000,,E24,
,,,,,,,,,○,(노무비) 30mm,WA532-일반 모르타르 방수 벽 (노무비) 30mm,AHG210701000,,E24,
,,,,,,WA532,WA532-방수모르타르 벽,,○,,WA532-방수모르타르 벽 ,AHG112300000,,E24,
,,,,,,,,,○,10mm,WA532-방수모르타르 벽 10mm,AHG112500000,,E24,
,,,,,,,,,○,12mm,WA532-방수모르타르 벽 12mm,AHG113000000,,E24,
,,,,,,,,,○,15mm,WA532-방수모르타르 벽 15mm,AHG113100000,,E24,
,,,,,,,,,○,18mm,WA532-방수모르타르 벽 18mm,AHG113200000,,E24,
,,,,,,,,,○,20mm,WA532-방수모르타르 벽 20mm,,AHG11A,E24,
,,,,,,,,,○,21mm,WA532-방수모르타르 벽 21mm,AHG114100000,,E24,
,,,,,,,,,○,24mm,WA532-방수모르타르 벽 24mm,AHG114200000,,E24,
,,,,,,,,,○,27mm,WA532-방수모르타르 벽 27mm,AHG115000000,,E24,
,,,,,,,,,○,30mm,WA532-방수모르타르 벽 30mm,AHG115100000,,E24,
,,540.0,기타,,,WA540,WA540-방습필름 벽,,○,,WA540-방습필름 벽 ,AHK2,,E24,
,,,,,,WA540,WA540-복합방수 벽,,○,,WA540-복합방수 벽 ,AHL2,,E24,
,,,,,,WA540,WA540-실리콘방수 벽,,○,,WA540-실리콘방수 벽 ,AHD3,,E24,
,,,,,,WA540,WA540-침투성방수 벽,,○,,WA540-침투성방수 벽 ,AHD2,,E24,
,,,,541,침투성 방수,WA541,WA541-침투성방수 벽,,○,"(유기질, 1차, 노출) ","WA541-침투성방수 벽 (유기질, 1차, 노출) ",AHD210100000,,E24,
,,,,,,,,,○,"(유기질, 2차, 노출) ","WA541-침투성방수 벽 (유기질, 2차, 노출) ",AHD210200000,,E24,
,,,,,,,,,○,"(유기질, 1차, 비노출) ","WA541-침투성방수 벽 (유기질, 1차, 비노출) ",AHD210300000,,E24,
,,,,,,,,,○,"(유기질, 2차, 비노출) ","WA541-침투성방수 벽 (유기질, 2차, 비노출) ",AHD210400000,,E24,
,,,,,,,,,○,"(무기질, 1차, 노출) ","WA541-침투성방수 벽 (무기질, 1차, 노출) ",AHD220100000,,E24,
,,,,,,,,,○,"(무기질, 2차, 노출) ","WA541-침투성방수 벽 (무기질, 2차, 노출) ",AHD220200000,,E24,
,,,,,,,,,○,"(무기질, 1차, 비노출) ","WA541-침투성방수 벽 (무기질, 1차, 비노출) ",AHD220300000,,E24,
,,,,,,,,,○,"(무기질, 2차, 비노출) ","WA541-침투성방수 벽 (무기질, 2차, 비노출) ",AHD220400000,,E24,
,,,,,,,,,○,"(유무기질 혼합형, 1차, 노출) ","WA541-침투성방수 벽 (유무기질 혼합형, 1차, 노출) ",AHD230100000,,E24,
,,,,,,,,,○,"(유무기질 혼합형, 2차, 노출) ","WA541-침투성방수 벽 (유무기질 혼합형, 2차, 노출) ",AHD230200000,,E24,
,,,,,,,,,○,"(유무기질 혼합형, 1차, 비노출) ","WA541-침투성방수 벽 (유무기질 혼합형, 1차, 비노출) ",AHD230300000,,E24,
,,,,,,,,,○,"(유무기질 혼합형, 2차, 비노출) ","WA541-침투성방수 벽 (유무기질 혼합형, 2차, 비노출) ",AHD230400000,,E24,
,,,,542,우레탄 방수,WA542,WA542-우레탄방수 벽,,○,,WA542-우레탄방수 벽 ,AND012000000,,E24,
,,,,543,복합방수,WA543,WA543-복합방수 벽,,○,(노출),WA543-복합방수 벽 (노출),AHL200100000,,E24,
,,,,,,,,,○,(비노출),WA543-복합방수 벽 (비노출),AHL200100100,,E24,
,,,,,,,,,○,(SEPOX-P),WA543-복합방수 벽 (SEPOX-P),AHL200101000,,E24,
,,,,,,,,,○,(SEPOX-W),WA543-복합방수 벽 (SEPOX-W),AHL200102000,,E24,
,,,,,,,,,○,(GRME-W),WA543-복합방수 벽 (GRME-W),AHL200103000,,E24,
,,,,,,,,,○,(GRME-S),WA543-복합방수 벽 (GRME-S),AHL200104000,,E24,
,,,,,,,,,○,(SEPOX-C),WA543-복합방수 벽 (SEPOX-C),AHL200105000,,E24,
,,,,,,,,,○,(류-리노텍방수),WA543-복합방수 벽 (류-리노텍방수),AHL200106000,,E24,
,,,,,,,,,○,"(류-파워텍방수, 비노출)","WA543-복합방수 벽 (류-파워텍방수, 비노출)",AHL200107000,,E24,
,,,,,,,,,○,(울트라텍방수),WA543-복합방수 벽 (울트라텍방수),AHL200108000,,E24,
,,,,,,,,,○,"(HI 방수공법, 비노출)","WA543-복합방수 벽 (HI 방수공법, 비노출)",AHL200109000,,E24,
,,,,,,,,,○,"(페트로 에버, 3mm)","WA543-복합방수 벽 (페트로 에버, 3mm)",AHL200110000,,E24,
,,,,,,,,,○,"(페트로 에버, 4mm)","WA543-복합방수 벽 (페트로 에버, 4mm)",AHL200111000,,E24,
,,,,,,,,,○,"(하이씰, B공법)","WA543-복합방수 벽 (하이씰, B공법)",AHL200112000,,E24,
,,,,,,,,,○,(P-코트),WA543-복합방수 벽 (P-코트),AHL200113000,,E24,
,,,,,,,,,○,(CRS-분말침투),WA543-복합방수 벽 (CRS-분말침투),AHL200114000,,E24,
,,,,,,,,,○,(CRS-레진모르타르침투),WA543-복합방수 벽 (CRS-레진모르타르침투),AHL200115000,,E24,
,,,,,,,,,○,"(CRS-네스몰분말침투성도포, 2회)","WA543-복합방수 벽 (CRS-네스몰분말침투성도포, 2회)",AHL200116000,,E24,
,,,,,,,,,○,(CRS-네스몰분말침투성도포),WA543-복합방수 벽 (CRS-네스몰분말침투성도포),AHL200117000,,E24,
,,,,,,,,,○,(소로씰),WA543-복합방수 벽 (소로씰),AHL200118000,,E24,
,,,,,,,,,○,"(소로씰, BLUE)","WA543-복합방수 벽 (소로씰, BLUE)",AHL200119000,,E24,
,,,,,,,,,○,"(류-하이스트 도포, 2회)","WA543-복합방수 벽 (류-하이스트 도포, 2회)",AHL200120000,,E24,
,,,,544,에폭시 방수,WA544,WA544-타르에폭시도막방수 벽,,○,,WA544-타르에폭시도막방수 벽 ,,AHC2A,E24,
,,,,545,벤토나이트,WA545,WA545-벤토나이트방수 벽,,○,,WA545-벤토나이트방수 벽 ,AHS010100000,,E24,
,,,,546,방습필름,WA546,WA546-방습필름 벽,,○,(0.01mm 1겹),WA546-방습필름 벽 (0.01mm 1겹),AHK210100000,,E24,
,,,,,,,,,○,(0.01mm 2겹),WA546-방습필름 벽 (0.01mm 2겹),AHK210110000,,E24,
,,,,,,,,,○,(0.02mm 1겹),WA546-방습필름 벽 (0.02mm 1겹),AHK210120000,,E24,
,,,,,,,,,○,(0.02mm 2겹),WA546-방습필름 벽 (0.02mm 2겹),AHK210130000,,E24,
,,,,,,,,,○,(0.03mm 1겹),WA546-방습필름 벽 (0.03mm 1겹),AHK210200000,,E24,
,,,,,,,,,○,(0.03mm 2겹),WA546-방습필름 벽 (0.03mm 2겹),AHK210210000,,E24,
,,,,,,,,,○,(0.04mm 1겹),WA546-방습필름 벽 (0.04mm 1겹),AHK210211000,,E24,
,,,,,,,,,○,(0.04mm 2겹),WA546-방습필름 벽 (0.04mm 2겹),AHK210220000,,E24,
,,,,,,,,,○,(0.06mm 1겹),WA546-방습필름 벽 (0.06mm 1겹),AHK210300000,,E24,
,,,,,,,,,○,(0.06mm 2겹),WA546-방습필름 벽 (0.06mm 2겹),AHK210310000,,E24,
,,,,,,,,,○,(0.08mm 1겹),WA546-방습필름 벽 (0.08mm 1겹),AHK210400000,,E24,
,,,,,,,,,○,(0.08mm 2겹),WA546-방습필름 벽 (0.08mm 2겹),AHK210410000,,E24,
,,,,,,,,,○,(0.1mm 1겹),WA546-방습필름 벽 (0.1mm 1겹),AHK210500000,,E24,
,,,,,,,,,○,(0.1mm 2겹),WA546-방습필름 벽 (0.1mm 2겹),AHK210510000,,E24,
,,,,,,,,,○,(0.2mm 1겹),WA546-방습필름 벽 (0.2mm 1겹),AHK210600000,,E24,
,,,,,,,,,○,(0.2mm 2겹),WA546-방습필름 벽 (0.2mm 2겹),AHK210610000,,E24,
,,,,,,,,,○,(0.3mm 1겹),WA546-방습필름 벽 (0.3mm 1겹),AHK210700000,,E24,
,,,,,,,,,○,(0.3mm 2겹),WA546-방습필름 벽 (0.3mm 2겹),AHK210710000,,E24,
,,,,,,,,,○,(자재비별도),WA546-방습필름 벽 (자재비별도),AHK210000000,,E24,
,,,,,,,,,○,"(2겹, 노무비)","WA546-방습필름 벽 (2겹, 노무비)",AHK210000000,,E24,
,,,,547,실리콘 방수,WA547,WA547-실리콘방수 벽,,○,"(조적면, 솔칠1회)","WA547-실리콘방수 벽 (조적면, 솔칠1회)",AHD330100000,,E24,
,,,,,,,,,○,"(조적면, 솔칠2회)","WA547-실리콘방수 벽 (조적면, 솔칠2회)",AHD330200000,,E24,
,,,,,,,,,○,"(조적면, 뿜칠1회)","WA547-실리콘방수 벽 (조적면, 뿜칠1회)",AHD330300000,,E24,
,,,,,,,,,○,"(조적면, 뿜칠2회)","WA547-실리콘방수 벽 (조적면, 뿜칠2회)",AHD330400000,,E24,
,,,,,,,,,○,"(노출콘크리트면, 뿜칠1회)","WA547-실리콘방수 벽 (노출콘크리트면, 뿜칠1회)",,AHD330A,E24,
,,,,,,,,,○,"(노출콘크리트면, 뿜칠2회)","WA547-실리콘방수 벽 (노출콘크리트면, 뿜칠2회)",,AHD330B,E24,
,,,,548,-,,,,,-, -,,,E24,
,,,,549,방수 보호재,WA549,WA549-방수보호재 벽,,○,,WA549-방수보호재 벽 ,AHJ000,,E24,
,,,,,,,,,○,5mm,WA549-방수보호재 벽 5mm,AHJ000201000,,E24,
,,,,,,,,,○,10mm,WA549-방수보호재 벽 10mm,AHJ000202000,,E24,
,,,,,,,,,○,20mm,WA549-방수보호재 벽 20mm,AHJ000203000,,E24,
,,,,,,,,,○,30mm,WA549-방수보호재 벽 30mm,AHJ000204000,,E24,
,,550.0,시멘트 모르타르,551,내벽 미장 ,WA551,WA551-시멘트모르타르 (내부) 벽,,○,,WA551-시멘트모르타르 (내부) 벽 ,AGA11,,E24,
,,,,,,,,,○,3mm,WA551-시멘트모르타르 (내부) 벽 3mm,AGA111101000,,E24,
,,,,,,,,,○,4mm,WA551-시멘트모르타르 (내부) 벽 4mm,AGA111102000,,E24,
,,,,,,,,,○,5mm,WA551-시멘트모르타르 (내부) 벽 5mm,AGA111103000,,E24,
,,,,,,,,,○,6mm,WA551-시멘트모르타르 (내부) 벽 6mm,AGA111110000,,E24,
,,,,,,,,,○,7mm,WA551-시멘트모르타르 (내부) 벽 7mm,AGA112100000,,E24,
,,,,,,,,,○,"(평면, 1회) 7mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 7mm",AGA112130000,,E24,
,,,,,,,,,○,"(평면, 2회) 7mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 7mm",AGA112101000,,E24,
,,,,,,,,,,"(곡면, 1회) 7mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 7mm",AGA112110000,,E24,
,,,,,,,,,,"(곡면, 2회) 7mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 7mm",AGA112111000,,E24,
,,,,,,,,,○,8mm,WA551-시멘트모르타르 (내부) 벽 8mm,AGA112200000,,E24,
,,,,,,,,,○,"(평면, 1회) 8mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 8mm",AGA112230000,,E24,
,,,,,,,,,○,"(평면, 2회) 8mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 8mm",AGA112201000,,E24,
,,,,,,,,,,"(곡면, 1회) 8mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 8mm",AGA112210000,,E24,
,,,,,,,,,,"(곡면, 2회) 8mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 8mm",AGA112211000,,E24,
,,,,,,,,,○,9mm,WA551-시멘트모르타르 (내부) 벽 9mm,AGA112300000,,E24,
,,,,,,,,,○,(초벌) 9mm,WA551-시멘트모르타르 (내부) 벽 (초벌) 9mm,AGA112320000,,E24,
,,,,,,,,,○,"(평면, 1회) 9mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 9mm",AGA112310000,,E24,
,,,,,,,,,○,"(평면, 2회) 9mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 9mm",AGA112301000,,E24,
,,,,,,,,,,"(곡면, 1회) 9mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 9mm",AGA112313000,,E24,
,,,,,,,,,,"(곡면, 2회) 9mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 9mm",AGA112311000,,E24,
,,,,,,,,,○,10mm,WA551-시멘트모르타르 (내부) 벽 10mm,AGA112400000,,E24,
,,,,,,,,,○,"(평면, 1회) 10mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 10mm",AGA112430000,,E24,
,,,,,,,,,○,"(평면, 2회) 10mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 10mm",AGA112401000,,E24,
,,,,,,,,,,"(곡면, 1회) 10mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 10mm",AGA112410000,,E24,
,,,,,,,,,,"(곡면, 2회) 10mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 10mm",AGA112411000,,E24,
,,,,,,,,,○,11mm,WA551-시멘트모르타르 (내부) 벽 11mm,AGA112500000,,E24,
,,,,,,,,,○,"(평면, 1회) 11mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 11mm",AGA112520000,,E24,
,,,,,,,,,,"(곡면, 1회) 11mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 11mm",AGA112510000,,E24,
,,,,,,,,,,"(곡면, 2회) 11mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 11mm",AGA112511000,,E24,
,,,,,,,,,○,12mm,WA551-시멘트모르타르 (내부) 벽 12mm,AGA113001000,,E24,
,,,,,,,,,○,"(평면, 1회) 12mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 12mm",AGA113002000,,E24,
,,,,,,,,,○,"(평면, 2회) 12mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 12mm",AGA113003000,,E24,
,,,,,,,,,○,"(평면, 3회) 12mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 12mm",AGA113004000,,E24,
,,,,,,,,,,"(곡면, 1회) 12mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 12mm",AGA113005000,,E24,
,,,,,,,,,,"(곡면, 2회) 12mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 12mm",AGA113006000,,E24,
,,,,,,,,,,"(곡면, 3회) 12mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 12mm",AGA113007000,,E24,
,,,,,,,,,,(걸레받이) 12mm,WA551-시멘트모르타르 (내부) 벽 (걸레받이) 12mm,AGA113007100,,E24,
,,,,,,,,,○,13mm,WA551-시멘트모르타르 (내부) 벽 13mm,AGA113008000,,E24,
,,,,,,,,,○,"(평면, 1회) 13mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 13mm",AGA113009000,,E24,
,,,,,,,,,○,"(평면, 2회) 13mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 13mm",AGA113010000,,E24,
,,,,,,,,,○,"(평면, 3회) 13mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 13mm",AGA113011000,,E24,
,,,,,,,,,,"(곡면, 1회) 13mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 13mm",AGA113012000,,E24,
,,,,,,,,,,"(곡면, 2회) 13mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 13mm",AGA113013000,,E24,
,,,,,,,,,,"(곡면, 3회) 13mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 13mm",AGA113014000,,E24,
,,,,,,,,,○,14mm,WA551-시멘트모르타르 (내부) 벽 14mm,AGA113015000,,E24,
,,,,,,,,,○,"(평면, 1회) 14mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 14mm",AGA113016000,,E24,
,,,,,,,,,○,"(평면, 2회) 14mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 14mm",AGA113017000,,E24,
,,,,,,,,,○,"(평면, 3회) 14mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 14mm",AGA113018000,,E24,
,,,,,,,,,,"(곡면, 1회) 14mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 14mm",AGA113019000,,E24,
,,,,,,,,,,"(곡면, 2회) 14mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 14mm",AGA113020000,,E24,
,,,,,,,,,,"(곡면, 3회) 14mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 14mm",AGA113021000,,E24,
,,,,,,,,,○,15mm,WA551-시멘트모르타르 (내부) 벽 15mm,AGA113022000,,E24,
,,,,,,,,,○,"(평면, 1회) 15mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 15mm",AGA113023000,,E24,
,,,,,,,,,○,"(평면, 2회) 15mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 15mm",AGA113024000,,E24,
,,,,,,,,,○,"(평면, 3회) 15mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 15mm",AGA113025000,,E24,
,,,,,,,,,,"(곡면, 1회) 15mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 15mm",AGA113026000,,E24,
,,,,,,,,,,"(곡면, 2회) 15mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 15mm",AGA113027000,,E24,
,,,,,,,,,,"(곡면, 3회) 15mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 15mm",AGA113028000,,E24,
,,,,,,,,,○,(계단실) 15mm,WA551-시멘트모르타르 (내부) 벽 (계단실) 15mm,AGA113028100,,E24,
,,,,,,,,,○,16mm,WA551-시멘트모르타르 (내부) 벽 16mm,AGA113029000,,E24,
,,,,,,,,,○,"(평면, 1회) 16mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 16mm",AGA113030000,,E24,
,,,,,,,,,○,"(평면, 2회) 16mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 16mm",AGA113031000,,E24,
,,,,,,,,,○,"(평면, 3회) 16mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 16mm",AGA113032000,,E24,
,,,,,,,,,,"(곡면, 1회) 16mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 16mm",AGA113033000,,E24,
,,,,,,,,,,"(곡면, 2회) 16mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 16mm",AGA113034000,,E24,
,,,,,,,,,,"(곡면, 3회) 16mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 16mm",AGA113035000,,E24,
,,,,,,,,,○,17mm,WA551-시멘트모르타르 (내부) 벽 17mm,AGA113036000,,E24,
,,,,,,,,,○,"(평면, 1회) 17mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 17mm",AGA113037000,,E24,
,,,,,,,,,○,"(평면, 2회) 17mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 17mm",AGA113038000,,E24,
,,,,,,,,,○,"(평면, 3회) 17mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 17mm",AGA113039000,,E24,
,,,,,,,,,,"(곡면, 1회) 17mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 17mm",AGA113040000,,E24,
,,,,,,,,,,"(곡면, 2회) 17mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 17mm",AGA113041000,,E24,
,,,,,,,,,,"(곡면, 3회) 17mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 17mm",AGA113042000,,E24,
,,,,,,,,,○,18mm,WA551-시멘트모르타르 (내부) 벽 18mm,AGA113100000,,E24,
,,,,,,,,,○,"(평면, 1회) 18mm","WA551-시멘트모르타르 (내부) 벽 (평면, 1회) 18mm",AGA113110000,,E24,
,,,,,,,,,○,"(평면, 2회) 18mm","WA551-시멘트모르타르 (내부) 벽 (평면, 2회) 18mm",AGA113120000,,E24,
,,,,,,,,,○,"(평면, 3회) 18mm","WA551-시멘트모르타르 (내부) 벽 (평면, 3회) 18mm",AGA113130000,,E24,
,,,,,,,,,,"(곡면, 1회) 18mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 1회) 18mm",AGA113140000,,E24,
,,,,,,,,,,"(곡면, 2회) 18mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 2회) 18mm",AGA113150000,,E24,
,,,,,,,,,,"(곡면, 3회) 18mm","WA551-시멘트모르타르 (내부) 벽 (곡면, 3회) 18mm",AGA113160000,,E24,
,,,,,,,,,○,(계단실) 18mm,WA551-시멘트모르타르 (내부) 벽 (계단실) 18mm,AGA113170000,,E24,
,,,,,,,,,○,(원주면) 18mm,WA551-시멘트모르타르 (내부) 벽 (원주면) 18mm,AGA113180000,,E24,
