분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,,○,"(적벽돌, 1.0B) 190mm","WA221-치장벽돌(한면치장) 벽 (적벽돌, 1.0B) 190mm",AFA123121000,,E24,
,,,,,,,,,○,"(적벽돌, 1.5B) 290mm","WA221-치장벽돌(한면치장) 벽 (적벽돌, 1.5B) 290mm",AFA125102000,,E24,
,,,,,,,,,○,"(적벽돌, 2.0B) 390mm","WA221-치장벽돌(한면치장) 벽 (적벽돌, 2.0B) 390mm",AFA127102000,,E24,
,,,,222,치장벽돌(양면치장),WA222,WA222-치장벽돌(양면치장) 벽,,○,"(적벽돌, 0.5B) 90mm","WA222-치장벽돌(양면치장) 벽 (적벽돌, 0.5B) 90mm",AFA121230000,,E24,
,,,,,,,,,○,"(적벽돌, 1.0B) 190mm","WA222-치장벽돌(양면치장) 벽 (적벽돌, 1.0B) 190mm",AFA123230000,,E24,
,,,,,,,,,○,"(적벽돌, 1.5B) 290mm","WA222-치장벽돌(양면치장) 벽 (적벽돌, 1.5B) 290mm",AFA125122000,,E24,
,,,,,,,,,○,"(적벽돌, 2.0B) 390mm","WA222-치장벽돌(양면치장) 벽 (적벽돌, 2.0B) 390mm",AFA127107000,,E24,
,,,,223,치장벽돌(일반),WA223,WA223-치장벽돌(일반) 벽,,○,"(적벽돌, 0.5B) 90mm","WA223-치장벽돌(일반) 벽 (적벽돌, 0.5B) 90mm",,AFA12A,E24,
,,,,,,,,,○,"(적벽돌, 1.0B) 190mm","WA223-치장벽돌(일반) 벽 (적벽돌, 1.0B) 190mm",,AFA12B,E24,
,,,,,,,,,○,"(적벽돌, 1.5B) 290mm","WA223-치장벽돌(일반) 벽 (적벽돌, 1.5B) 290mm",,AFA12C,E24,
,,,,,,,,,○,"(적벽돌, 2.0B) 390mm","WA223-치장벽돌(일반) 벽 (적벽돌, 2.0B) 390mm",,AFA12D,E24,
,,,,224,치장벽돌(아치),WA224,WA224-치장벽돌(아치) 벽 ,,,"(적벽돌, 한면치장, 0.5B)","WA224-치장벽돌(아치) 벽  (적벽돌, 한면치장, 0.5B)",AFA128100000,,E24,
,,,,,,,,,,"(적벽돌, 한면치장, 1.0B)","WA224-치장벽돌(아치) 벽  (적벽돌, 한면치장, 1.0B)",AFA128102000,,E24,
,,,,,,,,,,"(적벽돌, 한면치장, 1.5B)","WA224-치장벽돌(아치) 벽  (적벽돌, 한면치장, 1.5B)",AFA128104000,,E24,
,,,,,,,,,,"(적벽돌, 한면치장, 2.0B)","WA224-치장벽돌(아치) 벽  (적벽돌, 한면치장, 2.0B)",AFA128106000,,E24,
,,,,,,,,,,"(적벽돌, 양면치장, 0.5B)","WA224-치장벽돌(아치) 벽  (적벽돌, 양면치장, 0.5B)",AFA128101000,,E24,
,,,,,,,,,,"(적벽돌, 양면치장, 1.0B)","WA224-치장벽돌(아치) 벽  (적벽돌, 양면치장, 1.0B)",AFA128103000,,E24,
,,,,,,,,,,"(적벽돌, 양면치장, 1.5B)","WA224-치장벽돌(아치) 벽  (적벽돌, 양면치장, 1.5B)",AFA128105000,,E24,
,,,,,,,,,,"(적벽돌, 양면치장, 2.0B)","WA224-치장벽돌(아치) 벽  (적벽돌, 양면치장, 2.0B)",AFA128107000,,E24,
,,,,,,,,,,,,,,E24,
,,230.0,시멘트 블록,,,WA230,WA230-시멘트블록 벽,,○,,WA230-시멘트블록 벽 ,AFB11,,E24,
,,,,231,시멘트 블록(일반),WA231,WA231-시멘트블록(일반) 벽,,○,4인치 100mm,WA231-시멘트블록(일반) 벽 4인치 100mm,AFB111101000,,E24,
,,,,,,,,,○,6인치 150mm,WA231-시멘트블록(일반) 벽 6인치 150mm,AFB112101000,,E24,
,,,,,,,,,○,8인치 190mm,WA231-시멘트블록(일반) 벽 8인치 190mm,AFB113101000,,E24,
,,,,,,,,,○,8인치 200mm,WA231-시멘트블록(일반) 벽 8인치 200mm,AFB113101000,,E24,
,,,,,,,,,○,"(한면치장, 4인치) 100mm","WA231-시멘트블록(일반) 벽 (한면치장, 4인치) 100mm",AFB111100000,,E24,
,,,,,,,,,○,"(한면치장, 6인치) 150mm","WA231-시멘트블록(일반) 벽 (한면치장, 6인치) 150mm",AFB112100000,,E24,
,,,,,,,,,○,"(한면치장, 8인치) 200mm","WA231-시멘트블록(일반) 벽 (한면치장, 8인치) 200mm",AFB113100000,,E24,
,,,,,,,,,○,"(양면치장, 4인치) 100mm","WA231-시멘트블록(일반) 벽 (양면치장, 4인치) 100mm",AFB111200000,,E24,
,,,,,,,,,○,"(양면치장, 6인치) 150mm","WA231-시멘트블록(일반) 벽 (양면치장, 6인치) 150mm",AFB112200000,,E24,
,,,,,,,,,○,"(양면치장, 8인치) 200mm","WA231-시멘트블록(일반) 벽 (양면치장, 8인치) 200mm",AFB113200000,,E24,
,,,,232,시멘트 블록(보강),WA232,WA232-시멘트블록(보강) 벽,,○,"(1종, 일반, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (1종, 일반, 4인치) 100mm",AFB121101000,,E24,
,,,,,,,,,○,"(1종, 일반, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (1종, 일반, 6인치) 150mm",AFB122002000,,E24,
,,,,,,,,,○,"(1종, 일반, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (1종, 일반, 8인치) 200mm",AFB123002000,,E24,
,,,,,,,,,○,"(1종, 한면치장, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (1종, 한면치장, 4인치) 100mm",AFB121120000,,E24,
,,,,,,,,,○,"(1종, 한면치장, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (1종, 한면치장, 6인치) 150mm",AFB122110000,,E24,
,,,,,,,,,○,"(1종, 한면치장, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (1종, 한면치장, 8인치) 200mm",AFB123110000,,E24,
,,,,,,,,,○,"(1종, 양면치장, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (1종, 양면치장, 4인치) 100mm",AFB121210000,,E24,
,,,,,,,,,○,"(1종, 양면치장, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (1종, 양면치장, 6인치) 150mm",AFB122210000,,E24,
,,,,,,,,,○,"(1종, 양면치장, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (1종, 양면치장, 8인치) 200mm",AFB123210000,,E24,
,,,,,,,,,○,"(2종, 일반, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (2종, 일반, 4인치) 100mm",AFB131200000,,E24,
,,,,,,,,,○,"(2종, 일반, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (2종, 일반, 6인치) 150mm",AFB132200000,,E24,
,,,,,,,,,○,"(2종, 일반, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (2종, 일반, 8인치) 200mm",AFB133200000,,E24,
,,,,,,,,,○,"(2종, 한면치장, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (2종, 한면치장, 4인치) 100mm",AFB131400000,,E24,
,,,,,,,,,○,"(2종, 한면치장, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (2종, 한면치장, 6인치) 150mm",AFB132400000,,E24,
,,,,,,,,,○,"(2종, 한면치장, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (2종, 한면치장, 8인치) 200mm",AFB133400000,,E24,
,,,,,,,,,○,"(2종, 양면치장, 4인치) 100mm","WA232-시멘트블록(보강) 벽 (2종, 양면치장, 4인치) 100mm",AFB131600000,,E24,
,,,,,,,,,○,"(2종, 양면치장, 6인치) 150mm","WA232-시멘트블록(보강) 벽 (2종, 양면치장, 6인치) 150mm",AFB132600000,,E24,
,,,,,,,,,○,"(2종, 양면치장, 8인치) 200mm","WA232-시멘트블록(보강) 벽 (2종, 양면치장, 8인치) 200mm",AFB133600000,,E24,
,,240.0,압출성형시멘트 패널,,,WA240,WA240-ALC블록벽,,○,,WA240-ALC블록벽 ,AFC100,,E24,
,,,,241,ALC블록,WA241,WA241-ALC블록(내벽) 벽,,○,75mm,WA241-ALC블록(내벽) 벽 75mm,AFC100701000,,E24,
,,,,,,,,,○,100mm,WA241-ALC블록(내벽) 벽 100mm,AFC100702000,,E24,
,,,,,,,,,○,125mm,WA241-ALC블록(내벽) 벽 125mm,AFC100703000,,E24,
,,,,,,,,,○,150mm,WA241-ALC블록(내벽) 벽 150mm,AFC100704000,,E24,
,,,,,,,,,○,175mm,WA241-ALC블록(내벽) 벽 175mm,AFC100705000,,E24,
,,,,,,,,,○,200mm,WA241-ALC블록(내벽) 벽 200mm,AFC100706000,,E24,
,,,,,,WA241,WA241-ALC블록(외벽) 벽,,○,100mm,WA241-ALC블록(외벽) 벽 100mm,AFC100801000,,E24,
,,,,,,,,,○,125mm,WA241-ALC블록(외벽) 벽 125mm,AFC100802000,,E24,
,,,,,,,,,○,150mm,WA241-ALC블록(외벽) 벽 150mm,AFC100803000,,E24,
,,,,,,,,,○,175mm,WA241-ALC블록(외벽) 벽 175mm,AFC100804000,,E24,
,,,,,,,,,○,200mm,WA241-ALC블록(외벽) 벽 200mm,AFC100805000,,E24,
,,,,,,,,,○,225mm,WA241-ALC블록(외벽) 벽 225mm,,AFC10080A,E24,
,,250.0,경량콘크리트 블록,,,,,,,,,,,E24,
,,,,,,WA251,WA251-경량콘크리트블록 벽,,○,,WA251-경량콘크리트블록 벽 ,AFC1,,E24,
,,260.0,유리블록,,,WA260,WA260-유리블록 벽,,○,,WA260-유리블록 벽 ,ALJ2,,E24,
,,,,261,유리블록(투명),WA261,WA261-유리블록(투명) 벽,,○,(115x115x80),WA261-유리블록(투명) 벽 (115x115x80),ALJ211100000,,E24,
,,,,,,,,,○,(145x300x95),WA261-유리블록(투명) 벽 (145x300x95),ALJ211200000,,E24,
,,,,,,,,,○,(190x190x80),WA261-유리블록(투명) 벽 (190x190x80),ALJ211290000,,E24,
,,,,,,,,,○,(190x190x95),WA261-유리블록(투명) 벽 (190x190x95),ALJ211300000,,E24,
,,,,,,,,,○,(240x240x95),WA261-유리블록(투명) 벽 (240x240x95),ALJ212300000,,E24,
,,,,262,유리블록(칼라),WA262,WA262-유리블록(칼라) 벽,,○,(115x115x80),WA262-유리블록(칼라) 벽 (115x115x80),ALJ221100000,,E24,
,,,,,,,,,○,(145x300x95),WA262-유리블록(칼라) 벽 (145x300x95),ALJ221200000,,E24,
,,,,,,,,,○,(190x190x80),WA262-유리블록(칼라) 벽 (190x190x80),ALJ221210000,,E24,
,,,,,,,,,○,(240x240x95),WA262-유리블록(칼라) 벽 (240x240x95),ALJ222300000,,E24,
,,,,263,유리블록(재료별도),WA263,WA263-유리블록(재료별도) 벽,,○,(115x115x95),WA263-유리블록(재료별도) 벽 (115x115x95),ALJ200100000,,E24,
,,,,,,,,,○,(145x300x95),WA263-유리블록(재료별도) 벽 (145x300x95),ALJ200200000,,E24,
,,,,,,,,,○,(240x240x95),WA263-유리블록(재료별도) 벽 (240x240x95),ALJ200300000,,E24,
,,270.0,콘크리트 블록,,,WA270,WA270-콘크리트블록 벽,,○,,WA270-콘크리트블록 벽 ,AFB12,,E24,
,,,,271,스플릿 블록,WA271,WA271-스플릿블록 벽,,○,,WA271-스플릿블록 벽 ,AFB11,,E24,
WA300,석재 및 타일 ,,,,,,,,,,,,,E24,
,,310.0,화강석 ,,,WA310,WA310-화강석 벽,,○,,WA310-화강석 벽 ,AMB111,,E24,
,,,,311,화강석 버너구이 ,WA311,WA311-화강석버너구이 벽,,○,"24, (건식56) 80mm","WA311-화강석버너구이 벽 24, (건식56) 80mm",,AMB111A,E24,
,,,,,,,,,○,"30, (건식50) 80mm","WA311-화강석버너구이 벽 30, (건식50) 80mm",,AMB111B,E24,
,,,,,,,,,○,"(습식, 포천석 24mm) ","WA311-화강석버너구이 벽 (습식, 포천석 24mm) ",AMB111100000,,E24,
,,,,,,,,24/24,○,"30, (습식30) 60mm","WA311-화강석버너구이 벽 30, (습식30) 60mm",,AMB111C,E24,
,,,,,,,,,○,"(습식, 포천석 24mm, 모르타르 36mm) ","WA311-화강석버너구이 벽 (습식, 포천석 24mm, 모르타르 36mm) ",AMB111101000,,E24,
,,,,,,,,,○,"(습식, 포천석 24mm, 모르타르 40mm) ","WA311-화강석버너구이 벽 (습식, 포천석 24mm, 모르타르 40mm) ",AMB111102000,,E24,
,,,,,,,,25/24,○,"(습식, 포천석 25mm) ","WA311-화강석버너구이 벽 (습식, 포천석 25mm) ",AMB111102900,,E24,
,,,,,,,,30/24,○,"(습식, 포천석 30mm) ","WA311-화강석버너구이 벽 (습식, 포천석 30mm) ",AMB111103100,,E24,
,,,,,,,,,○,"(습식, 포천석 30mm, 모르타르 40mm) ","WA311-화강석버너구이 벽 (습식, 포천석 30mm, 모르타르 40mm) ",AMB111103000,,E24,
,,,,,,,,,○,"(습식, 황등석 24mm) ","WA311-화강석버너구이 벽 (습식, 황등석 24mm) ",AMB111201000,,E24,
,,,,,,,,,○,"(습식, 황등석 25mm) ","WA311-화강석버너구이 벽 (습식, 황등석 25mm) ",AMB111201900,,E24,
,,,,,,,,,○,"(습식, 황등석 30mm) ","WA311-화강석버너구이 벽 (습식, 황등석 30mm) ",AMB111202000,,E24,
,,,,,,,,24/24,○,"(습식, 문경석 24mm) ","WA311-화강석버너구이 벽 (습식, 문경석 24mm) ",AMB111301000,,E24,
,,,,,,,,25/24,○,"(습식, 문경석 25mm) ","WA311-화강석버너구이 벽 (습식, 문경석 25mm) ",AMB111301900,,E24,
,,,,,,,,30/24,○,"(습식, 문경석 30mm) ","WA311-화강석버너구이 벽 (습식, 문경석 30mm) ",AMB111302000,,E24,
,,,,,,,,,○,"(습식, 거창석 24mm) ","WA311-화강석버너구이 벽 (습식, 거창석 24mm) ",AMB111401000,,E24,
,,,,,,,,,○,"(습식, 거창석 25mm) ","WA311-화강석버너구이 벽 (습식, 거창석 25mm) ",AMB111401900,,E24,
,,,,,,,,,○,"(습식, 거창석 30mm) ","WA311-화강석버너구이 벽 (습식, 거창석 30mm) ",AMB111402000,,E24,
,,,,,,,,,○,"(습식, 마천석 25mm) ","WA311-화강석버너구이 벽 (습식, 마천석 25mm) ",AMB111501000,,E24,
,,,,,,,,,○,"(습식, 마천석 30mm) ","WA311-화강석버너구이 벽 (습식, 마천석 30mm) ",AMB111502000,,E24,
,,,,,,,,,○,"(습식, 가평석 25mm) ","WA311-화강석버너구이 벽 (습식, 가평석 25mm) ",AMB111601000,,E24,
,,,,,,,,,○,"(습식, 가평석 30mm) ","WA311-화강석버너구이 벽 (습식, 가평석 30mm) ",AMB111602000,,E24,
,,,,,,,,,○,"(건식, 포천석 24mm) ","WA311-화강석버너구이 벽 (건식, 포천석 24mm) ",AMB141101000,,E24,
,,,,,,,,,○,"(건식, 포천석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 포천석 25mm, 철물코킹포함) ",AMB141101900,,E24,
,,,,,,,,,○,"(건식, 포천석 30mm) ","WA311-화강석버너구이 벽 (건식, 포천석 30mm) ",AMB141102000,,E24,
,,,,,,,,,○,"(건식, 포천석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 포천석 30mm, 철물코킹포함) ",AMB141102100,,E24,
,,,,,,,,,,"(건식, 포천석 30mm, 곡면) ","WA311-화강석버너구이 벽 (건식, 포천석 30mm, 곡면) ",AMB141103000,,E24,
,,,,,,,,,○,"(건식, 황등석 24mm) ","WA311-화강석버너구이 벽 (건식, 황등석 24mm) ",AMB141201000,,E24,
,,,,,,,,,○,"(건식, 황등석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 황등석 25mm, 철물코킹포함) ",AMB141201900,,E24,
,,,,,,,,,○,"(건식, 황등석 30mm) ","WA311-화강석버너구이 벽 (건식, 황등석 30mm) ",AMB141202000,,E24,
,,,,,,,,,○,"(건식, 황등석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 황등석 30mm, 철물코킹포함) ",AMB141202100,,E24,
,,,,,,,,,○,"(건식, 문경석 24mm) ","WA311-화강석버너구이 벽 (건식, 문경석 24mm) ",AMB141301000,,E24,
,,,,,,,,,○,"(건식, 문경석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 문경석 25mm, 철물코킹포함) ",AMB141301900,,E24,
,,,,,,,,,○,"(건식, 문경석 30mm) ","WA311-화강석버너구이 벽 (건식, 문경석 30mm) ",AMB141302000,,E24,
,,,,,,,,,○,"(건식, 문경석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 문경석 30mm, 철물코킹포함) ",AMB141302100,,E24,
,,,,,,,,,○,"(건식, 거창석 24mm) ","WA311-화강석버너구이 벽 (건식, 거창석 24mm) ",AMB141401000,,E24,
,,,,,,,,,○,"(건식, 거창석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 거창석 25mm, 철물코킹포함) ",AMB141401900,,E24,
,,,,,,,,,○,"(건식, 거창석 30mm) ","WA311-화강석버너구이 벽 (건식, 거창석 30mm) ",AMB141402000,,E24,
,,,,,,,,,○,"(건식, 거창석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 거창석 30mm, 철물코킹포함) ",AMB141402100,,E24,
,,,,,,,,,○,"(건식, 마천석 24mm) ","WA311-화강석버너구이 벽 (건식, 마천석 24mm) ",,AMB14150A,E24,
,,,,,,,,,○,"(건식, 마천석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 마천석 25mm, 철물코킹포함) ",AMB141501000,,E24,
,,,,,,,,,○,"(건식, 마천석 30mm) ","WA311-화강석버너구이 벽 (건식, 마천석 30mm) ",,AMB14150B,E24,
,,,,,,,,,○,"(건식, 마천석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 마천석 30mm, 철물코킹포함) ",AMB141502000,,E24,
,,,,,,,,,○,"(건식, 가평석 24mm) ","WA311-화강석버너구이 벽 (건식, 가평석 24mm) ",,AMB14160A,E24,
,,,,,,,,,○,"(건식, 가평석 25mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 가평석 25mm, 철물코킹포함) ",AMB141601000,,E24,
,,,,,,,,,○,"(건식, 가평석 30mm) ","WA311-화강석버너구이 벽 (건식, 가평석 30mm) ",,AMB14160B,E24,
,,,,,,,,,○,"(건식, 가평석 30mm, 철물코킹포함) ","WA311-화강석버너구이 벽 (건식, 가평석 30mm, 철물코킹포함) ",AMB141602000,,E24,
,,,,,,,,,,"(건식, 곡면, 원형50t, 포천,황등,거창,남원) ","WA311-화강석버너구이 벽 (건식, 곡면, 원형50t, 포천,황등,거창,남원) ",AMB171320000,,E24,
,,,,,,,,,,"(건식, 곡면, 원형80t, 포천,황등,거창,남원) ","WA311-화강석버너구이 벽 (건식, 곡면, 원형80t, 포천,황등,거창,남원) ",AMB171321000,,E24,
,,,,,,,,,,"(건식, 곡면, 원형50t, 문경,상주,신북,일동) ","WA311-화강석버너구이 벽 (건식, 곡면, 원형50t, 문경,상주,신북,일동) ",AMB171520000,,E24,
,,,,,,,,,,"(건식, 곡면, 원형80t, 문경,상주,신북,일동) ","WA311-화강석버너구이 벽 (건식, 곡면, 원형80t, 문경,상주,신북,일동) ",AMB171521000,,E24,
,,,,312,화강석 물갈기 ,WA312,WA312-화강석물갈기 벽,,○,,WA312-화강석물갈기 벽 ,AMB151,,E24,
,,,,,,,,,○,"24,(건식56) 80mm","WA312-화강석물갈기 벽 24,(건식56) 80mm",,AMB151A,E24,
,,,,,,,,,○,"30,(건식50) 80mm","WA312-화강석물갈기 벽 30,(건식50) 80mm",,AMB151B,E24,
,,,,,,,,,○,"24,(습식36) 60mm","WA312-화강석물갈기 벽 24,(습식36) 60mm",,AMB121A,E24,
,,,,,,,,,○,"30,(습식30) 60mm","WA312-화강석물갈기 벽 30,(습식30) 60mm",,AMB121B,E24,
,,,,,,,,,○,"(습식, 포천석 24mm)  ","WA312-화강석물갈기 벽 (습식, 포천석 24mm)  ",AMB121010000,,E24,
,,,,,,,,,○,"(습식, 포천석 24mm, 모르타르 40mm) ","WA312-화강석물갈기 벽 (습식, 포천석 24mm, 모르타르 40mm) ",AMB121100000,,E24,
,,,,,,,,,○,"(습식, 포천석 25mm)  ","WA312-화강석물갈기 벽 (습식, 포천석 25mm)  ",AMB121101000,,E24,
,,,,,,,,,○,"(습식, 포천석 30mm, 모르타르 40mm) ","WA312-화강석물갈기 벽 (습식, 포천석 30mm, 모르타르 40mm) ",AMB121102000,,E24,
,,,,,,,,,○,"(습식, 포천석 30mm)  ","WA312-화강석물갈기 벽 (습식, 포천석 30mm)  ",AMB121103000,,E24,
,,,,,,,,,○,"(습식, 황등석 24mm)  ","WA312-화강석물갈기 벽 (습식, 황등석 24mm)  ",AMB121201000,,E24,
,,,,,,,,,○,"(습식, 황등석 25mm) ","WA312-화강석물갈기 벽 (습식, 황등석 25mm) ",AMB121201900,,E24,
,,,,,,,,,○,"(습식, 황등석 30mm) ","WA312-화강석물갈기 벽 (습식, 황등석 30mm) ",AMB121202000,,E24,
,,,,,,,,,○,"(습식, 문경석 24mm)  ","WA312-화강석물갈기 벽 (습식, 문경석 24mm)  ",AMB121301000,,E24,
,,,,,,,,,○,"(습식, 문경석 25mm) ","WA312-화강석물갈기 벽 (습식, 문경석 25mm) ",AMB121301900,,E24,
,,,,,,,,,○,"(습식, 문경석 30mm) ","WA312-화강석물갈기 벽 (습식, 문경석 30mm) ",AMB121302000,,E24,
