분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,"SE131-신호판(사인보드, 사각 차량용)",○,,,"SE131-신호판(사인보드, 사각 차량용) ",APA215101400,,E76,
,,133.0-안내,SE133,SE133-안전종합게시판,○,,,SE133-안전종합게시판 ,APA214,,E76,
,,,,SE133-현수막,○,,,SE133-현수막 ,APA215101300,,E76,
,,,,SE133-폴딩도어_공사출입구,○,,,SE133-폴딩도어_공사출입구 ,AAA164,,E76,
,140.0-교통안전표지판,141.0-표지판,SE141,SE141-교통안전표지판_규제,○,,(서행),SE141-교통안전표지판_규제 (서행),CLH110,,E76,
,,,,,○,,(양보),SE141-교통안전표지판_규제 (양보),CLH110,,E76,
,,,,,○,,(우회전금지),SE141-교통안전표지판_규제 (우회전금지),CLH110,,E76,
,,,,,○,,(유턴금지),SE141-교통안전표지판_규제 (유턴금지),CLH110,,E76,
,,,,,○,,(자동차통행금지),SE141-교통안전표지판_규제 (자동차통행금지),CLH110,,E76,
,,,,,○,,(정지),SE141-교통안전표지판_규제 (정지),CLH110,,E76,
,,,,,,,(좌회전금지),SE141-교통안전표지판_규제 (좌회전금지),CLH110,,E76,
,,,,,○,,(주정차금지),SE141-교통안전표지판_규제 (주정차금지),CLH110,,E76,
,,,,,○,,(주차금지),SE141-교통안전표지판_규제 (주차금지),CLH110,,E76,
,,,,,○,,(직진금지),SE141-교통안전표지판_규제 (직진금지),CLH110,,E76,
,,,,,○,,(진입금지),SE141-교통안전표지판_규제 (진입금지),CLH110,,E76,
,,,,,○,,(최고속도제한),SE141-교통안전표지판_규제 (최고속도제한),CLH110,,E76,
,,,,,○,,(최저속도제한),SE141-교통안전표지판_규제 (최저속도제한),CLH110,,E76,
,,,,,○,,(통행금지),SE141-교통안전표지판_규제 (통행금지),CLH110,,E76,
,,,,SE141-교통안전표지판_지시,○,,보행자전용도로,SE141-교통안전표지판_지시 보행자전용도로,CLH110,,E76,
,,,,,○,,어린이보호,SE141-교통안전표지판_지시 어린이보호,CLH110,,E76,
,,,,,○,,우회전,SE141-교통안전표지판_지시 우회전,CLH110,,E76,
,,,,,○,,유턴,SE141-교통안전표지판_지시 유턴,CLH110,,E76,
,,,,,○,,일방통행,SE141-교통안전표지판_지시 일방통행,CLH110,,E76,
,,,,,○,,일방통행_우,SE141-교통안전표지판_지시 일방통행_우,CLH110,,E76,
,,,,,○,,일방통행_좌,SE141-교통안전표지판_지시 일방통행_좌,CLH110,,E76,
,,,,,○,,자동차전용도로,SE141-교통안전표지판_지시 자동차전용도로,CLH110,,E76,
,,,,,○,,자전거 및 보행자 겸용도로,SE141-교통안전표지판_지시 자전거 및 보행자 겸용도로,CLH110,,E76,
,,,,,○,,자전거전용도로,SE141-교통안전표지판_지시 자전거전용도로,CLH110,,E76,
,,,,,○,,자전거주차장,SE141-교통안전표지판_지시 자전거주차장,CLH110,,E76,
,,,,,,,좌회전,SE141-교통안전표지판_지시 좌회전,CLH110,,E76,
,,,,,○,,주차장,SE141-교통안전표지판_지시 주차장,CLH110,,E76,
,,,,,○,,직진,SE141-교통안전표지판_지시 직진,CLH110,,E76,
,,,,,○,,횡단보도,SE141-교통안전표지판_지시 횡단보도,CLH110,,E76,
,,,,SE141-교통안전표지판_주의,○,,신호기,SE141-교통안전표지판_주의 신호기,CLH110,,E76,
,,,,,○,,어린이보호,SE141-교통안전표지판_주의 어린이보호,CLH110,,E76,
,,,,,○,,위험,SE141-교통안전표지판_주의 위험,CLH110,,E76,
,,,,,○,,자전거,SE141-교통안전표지판_주의 자전거,CLH110,,E76,
,,,,,○,,터널,SE141-교통안전표지판_주의 터널,CLH110,,E76,
,,,,,○,,횡단보도,SE141-교통안전표지판_주의 횡단보도,CLH110,,E76,
,,241.0-일반맨홀,SE241,SE241-일반맨홀 뚜껑,○,,,SE241-일반맨홀 뚜껑 ,APC1001,,E52,
,,,,SE241-일반맨홀 각형,○,,,SE241-일반맨홀 각형 ,APC1301,,E52,
,,,,,○,,커넥터 일체형,SE241-일반맨홀 각형 커넥터 일체형,,APC1301,E52,
,,,,SE241-일반맨홀 원형,○,,,SE241-일반맨홀 원형 ,APC1302,,E52,
,,,,,○,,커넥터 일체형,SE241-일반맨홀 원형 커넥터 일체형,,APC1301,E52,
,,,,SE241-집수정 (원형점검구),○,,,SE241-집수정 (원형점검구) ,APC1002,,E52,
,,242.0-CONC 개량우수받이,SE242,SE242-CONC 개량우수받이 300x400,○,,x900 (FCD),SE242-CONC 개량우수받이 300x400x900 (FCD),AKB300,,E521,
,,,,,○,,x900 (FCD) 커넥터 일체형,SE242-CONC 개량우수받이 300x400x900 (FCD) 커넥터 일체형,AKB300,,E521,
,,,,,○,,x900 (i바 7x4),SE242-CONC 개량우수받이 300x400x900 (i바 7x4),AHM111,,E521,
,,,,,○,,x900 (i바 7x4) 커넥터 일체형,SE242-CONC 개량우수받이 300x400x900 (i바 7x4) 커넥터 일체형,AHM111,,E521,
,,,,SE242-CONC 개량우수받이 300x900,○,,x900 (FCD),SE242-CONC 개량우수받이 300x900x900 (FCD),AHM111,,E521,
,,,,,○,,x900 (FCD) 커넥터 일체형,SE242-CONC 개량우수받이 300x900x900 (FCD) 커넥터 일체형,AHM111,,E521,
,,,,,○,,x900 (i바 7x4),SE242-CONC 개량우수받이 300x900x900 (i바 7x4),AHM111,,E521,
,,,,,○,,x900 (i바 7x4) 커넥터 일체형,SE242-CONC 개량우수받이 300x900x900 (i바 7x4) 커넥터 일체형,AHM111,,E521,
,,,,,○,,x1080 (FCD),SE242-CONC 개량우수받이 300x900x1080 (FCD),AHM111,,E521,
,,,,,○,,x1080 (FCD) 커넥터 일체형,SE242-CONC 개량우수받이 300x900x1080 (FCD) 커넥터 일체형,AHM111,,E521,
,,,,,○,,x1080 (i바 7x4),SE242-CONC 개량우수받이 300x900x1080 (i바 7x4),AHM111,,E521,
,,,,,○,,x1080 (i바 7x4) 커넥터 일체형,SE242-CONC 개량우수받이 300x900x1080 (i바 7x4) 커넥터 일체형,AHM111,,E521,
,,243.0-PE 개량우수받이,SE243,SE243-PE 개량우수받이 (H520),○,,OUTLET_200mm,SE243-PE 개량우수받이 (H520) OUTLET_200mm,AHM111,,E521,
,,,,SE243-PE 개량우수받이 (H600),○,,OUTLET_200mm,SE243-PE 개량우수받이 (H600) OUTLET_200mm,AHM111,,E521,
,,,,,○,,OUTLET_250mm,SE243-PE 개량우수받이 (H600) OUTLET_250mm,AHM111,,E521,
,,,,,○,,OUTLET_300mm,SE243-PE 개량우수받이 (H600) OUTLET_300mm,AHM111,,E521,
,,,,SE243-PE 개량우수받이 (H750),○,,OUTLET_200mm,SE243-PE 개량우수받이 (H750) OUTLET_200mm,AHM111,,E521,
,,,,,○,,OUTLET_250mm,SE243-PE 개량우수받이 (H750) OUTLET_250mm,AHM111,,E521,
,,,,,○,,OUTLET_300mm,SE243-PE 개량우수받이 (H750) OUTLET_300mm,AHM111,,E521,
,,,,SE243-PE 개량우수받이 (H870),○,,OUTLET_200mm,SE243-PE 개량우수받이 (H870) OUTLET_200mm,AHM111,,E521,
,,,,,○,,OUTLET_250mm,SE243-PE 개량우수받이 (H870) OUTLET_250mm,AHM111,,E521,
,,,,,○,,OUTLET_300mm,SE243-PE 개량우수받이 (H870) OUTLET_300mm,AHM111,,E521,
,,,,SE243-PE 개량우수받이 (H940),○,,OUTLET_200mm,SE243-PE 개량우수받이 (H940) OUTLET_200mm,AHM111,,E521,
,,,,,○,,OUTLET_250mm,SE243-PE 개량우수받이 (H940) OUTLET_250mm,AHM111,,E521,
,,,,,○,,OUTLET_300mm,SE243-PE 개량우수받이 (H940) OUTLET_300mm,AHM111,,E521,
,,244.0-커넥터 일체형 PC 개량우수받이,SE244,SE244-커넥터 일체형 PC 개량우수받이,○,,300x400x900 (FCD),SE244-커넥터 일체형 PC 개량우수받이 300x400x900 (FCD),AHM111,,E521,
,,,,,○,,300x400x900 (i바 7x4),SE244-커넥터 일체형 PC 개량우수받이 300x400x900 (i바 7x4),AHM111,,E521,
,,,,,○,,300x900x900 (FCD),SE244-커넥터 일체형 PC 개량우수받이 300x900x900 (FCD),AHM111,,E521,
,,,,,○,,300x900x900 (i바 7x4),SE244-커넥터 일체형 PC 개량우수받이 300x900x900 (i바 7x4),AHM111,,E521,
,250.0-주차,,,,,,,,,,E77,
,,251.0-기본주차,SE251,SE251-기본주차,,,,,,,E77,
,,,,,○,,경형,SE251-기본주차 경형,,CLH2601,E77,
,,,,,○,,일반형,SE251-기본주차 일반형,,CLH2601,E77,
,,,,,○,,확장형,SE251-기본주차 확장형,,CLH2601,E77,
,,,,,○,,장애인전용,SE251-기본주차 장애인전용,,CLH2601,E77,
,,,,,○,,여성전용일반형,SE251-기본주차 여성전용일반형,,CLH2601,E77,
,,,,,○,,여성전용확장형,SE251-기본주차 여성전용확장형,,CLH2601,E77,
,,,,,○,,평행주차 경형,SE251-기본주차 평행주차 경형,,CLH2602,E77,
,,,,,○,,평행주차 일반형,SE251-기본주차 평행주차 일반형,,CLH2602,E77,
,,,,,○,,평행주차 주거지역,SE251-기본주차 평행주차 주거지역,,CLH2602,E77,
,,쇼핑카트 반환대,,SE251-쇼핑카트 반환대,○,,,SE251-쇼핑카트 반환대 ,,CLH2604,E77,
,,안내표시,,SE251-장애인전용 주차구역 안내표지판,○,,,SE251-장애인전용 주차구역 안내표지판 ,,CLH2603,E77,
,,,,SE251-장애인전용 표시,○,,,SE251-장애인전용 표시 ,,CLH2603,E77,
,,252.0-주차리프트,SE252,SE252-주차리프트,○,,,SE252-주차리프트 ,,CLH2604,E77,
,,253.0-카스토퍼,,SE253-카스토퍼,,,,,AON111,,E77,
,,,SE253,SE253-주차멈춤턱(BR-101),○,,,SE253-주차멈춤턱(BR-101) ,AON111,,E77,
,,,,SE253-주차멈춤턱(BR-102),○,,150x120x500,SE253-주차멈춤턱(BR-102) 150x120x500,AON111,,E77,
,,,,,○,,150x120x750,SE253-주차멈춤턱(BR-102) 150x120x750,AON111,,E77,
,,,,,○,,150x120x1000,SE253-주차멈춤턱(BR-102) 150x120x1000,AON111,,E77,
,,,,SE253-주차멈춤턱(WD-801),○,,,SE253-주차멈춤턱(WD-801) ,AON111,,E77,
,,254.0-보호대,SE254,SE254-기둥코너보호대 (BR-202),○,,,SE254-기둥코너보호대 (BR-202) ,AGJ005,,E77,
,,255.0-차량진입판,SE255,SE255-차량진입판,○,,,SE255-차량진입판 ,,CLH2604,E77,
,,256.0-주름대문,SE256,SE256-주름대문(자바라),○,,,SE256-주름대문(자바라) ,CLH69003N000,,E77,
,,257.0-차량 차단기,SE257,SE257-차량 차단기,○,,,SE257-차량 차단기 ,,CLH2604,E77,
,,258.0-주차섬,SE258,SE258-주차섬 둥근사각,○,,,SE258-주차섬 둥근사각 ,,CLH2605,E77,
,,,,SE258-주차섬 둥근삼각,○,,,SE258-주차섬 둥근삼각 ,,CLH2605,E77,
,,,,SE258-주차섬 한방향,○,,,SE258-주차섬 한방향 ,,CLH2605,E77,
,,,,SE258-주차섬 양방향,○,,,SE258-주차섬 양방향 ,,CLH2605,E77,
,,259.0-주차시설,SE259,SE259-관리사무실,○,,,SE259-관리사무실 ,CDK77410N000,,E77,
,,,,SE259-이동식화장실,○,,,SE259-이동식화장실 ,CDK77310N000,,E77,
,,291.0-배수구,SE291,SE291-배수구 각형 뚜껑,○,,,SE291-배수구 각형 뚜껑 ,,CNI23,,
,,,,SE291-배수구 원형 뚜껑,○,,,SE291-배수구 원형 뚜껑 ,CLK,CNI23,E52,
,,,,SE291-모임통(배수관),○,,,SE291-모임통(배수관) ,CLK,CLK,E52,
,,,,SE291-그레이팅 뚜껑,○,,(일반),SE291-그레이팅 뚜껑 (일반),,AAD210110100,E52,
,,,,,○,,(FCD),SE291-그레이팅 뚜껑 (FCD),,AAD210110100,E52,
,,,,,○,,(I바),SE291-그레이팅 뚜껑 (I바),,AAD210110100,E52,
,,,,SE291-그레이팅,○,,스틸,SE291-그레이팅 스틸,CLR610000000,AAD210110100,E52,
,,,,SE291-트렌치 오픈,○,,,SE291-트렌치 오픈 ,CLR,,E52,
,,,,SE291-트렌치 오픈 화강석(주통행로),○,,,SE291-트렌치 오픈 화강석(주통행로) ,CLR,,E52,
,,,,SE291-트렌치 오픈 무소음,○,,,SE291-트렌치 오픈 무소음 ,CLR,,E52,
,,,,SE291-트렌치 오픈 SST 커버,○,,,SE291-트렌치 오픈 SST 커버 ,CLR,,E52,
,,,,SE291-트렌치 오픈 철제 그레이팅,○,,,SE291-트렌치 오픈 철제 그레이팅 ,CLR,,E52,
,,292.0-경사로,SE292,SE292-경사로,,,,,,,E275,
,,293.0-지반선,SE293,SE293-지반선,,,,,,,E76,
,,294.0-대지의고저,SE294,SE294-대지의고저,,,,,,,E76,
,,295.0-가로수 보호덮개,SE295,"SE295-가로수 보호덮개 (주철, 말굽형) SHH3-A",○,,,"SE295-가로수 보호덮개 (주철, 말굽형) SHH3-A ",CDK81110N000,,E98890,
,,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 1",○,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 1 ",CDK81110N000,,E98890,
,,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 2",○,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 2 ",CDK81110N000,,E98890,
,,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 3",○,,,"SE295-가로수 보호덮개 (주철, 사각) SHQ-A 3 ",CDK81110N000,,E98890,
,,,,"SE295-가로수 보호덮개 (주철, 원형) SHR1-A 1",○,,,"SE295-가로수 보호덮개 (주철, 원형) SHR1-A 1 ",CDK81110N000,,E98890,
,,,,"SE295-가로수 보호덮개 (주철, 원형) SHR1-A 2",○,,,"SE295-가로수 보호덮개 (주철, 원형) SHR1-A 2 ",CDK81110N000,,E98890,
,,296.0-장비반입구,SE296,SE296-장비반입구,○,,,SE296-장비반입구 ,CLR900,,E331,
,,297.0-블록계단,SE297,SE297-블록계단,○,,,SE297-블록계단 ,CLR900,,E270,
,,298.0-기와,SE298,SE298-기와_암키와,○,,,SE298-기와_암키와 ,RDA,,E270,
,,,,SE298-기와_수키와,○,,,SE298-기와_수키와 ,RDA,,E479,
,,,,SE298-기와_꽃담기와,○,,,SE298-기와_꽃담기와 ,RDA,,E479,
,,299.0-점검사다리,SE299,SE299-점검사다리 (일반),○,,,SE299-점검사다리 (일반) ,CLR900000000,,E276,
,,,,SE299-점검사다리 (벽기반),○,,,SE299-점검사다리 (벽기반) ,CLR900000000,,E276,
,,,,SE299-점검사다리 안전망 (일반),○,,,SE299-점검사다리 안전망 (일반) ,CLR900000000,,E276,
,,,,SE299-점검사다리 안전망 (벽기반),○,,,SE299-점검사다리 안전망 (벽기반) ,CLR900000000,,E276,
,,311.0,SE311,SE311-어스앵커,○,,,SE311-어스앵커 ,CAA210020000,,E03,
,920.0-자동차,921.0-일반자동차,,,,,,,,,,
