분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,○,,BP4A-500x600,FT121-베이스플레이트 BP4A-500x600,AE,,E069,
,130.0-철골철근콘크리트 구조,,FT130,FT130-철골철근콘크리트구조 기초,○,,,FT130-철골철근콘크리트구조 기초 ,AD+AE,,E069,
FT200-흙막이,,,FT200,FT200-흙막이,○,,,FT200-흙막이 ,AB,,E03,
,210.0-일반,,FT210,FT210-일반 흙막이,○,,,FT210-일반 흙막이 ,AB,,E03,
,,211.0-일반 흙막이,FT211,FT211-일반 흙막이,○,,,FT211-일반 흙막이 ,AB,,E03,
,220.0-목재,,FT220,FT220-목재  흙막이,○,,,FT220-목재  흙막이 ,AB,,E03,
,,221.0-목재  흙막이,FT221,FT221-목재  흙막이,○,,,FT221-목재  흙막이 ,AB,,E03,
,230.0-강재,,FT230,FT230-강재 흙막이,○,,,FT230-강재 흙막이 ,AB,,E03,
,,231.0-강재 흙막이,FT231,FT231-강재 흙막이,○,,,FT231-강재 흙막이 ,AB,,E03,
,240.0-개량형,,FT240,FT240-개량형 흙막이,○,,,FT240-개량형 흙막이 ,AB,,E03,
,,241.0-재활용 플라스틱,FT241,FT241-재활용 플라스틱 흙막이,○,,,FT241-재활용 플라스틱 흙막이 ,AB,,E03,
FT300-지정,,,FT300,FT300-지정,,○,,FT300-지정 ,AC,,E053,
,310.0-콘크리트,,FT310,FT310-콘크리트 지정,,○,,FT310-콘크리트 지정 ,AC,,E053,
,,311.0-버림콘크리트 지정,FT311,FT311-버림콘크리트 지정,,○,50mm,FT311-버림콘크리트 지정 50mm,ACA30,,E053,
,320.0-잡석,,FT320,FT320-잡석 지정,,○,,FT320-잡석 지정 ,ACA30,,E053,
,,321.0-잡석 지정,FT321,FT321-잡석 지정,,○,150mm,FT321-잡석 지정 150mm,ACA20,,E053,
,330.0-자갈,,FT330,FT330-자갈 지정,,○,,FT330-자갈 지정 ,ACA20,,E053,
,,331.0-자갈 지정,FT331,FT331-자갈 지정,,○,100mm,FT331-자갈 지정 100mm,ACA10,,E053,
,340.0-모래,,FT340,FT340-모래 지정,,○,,FT340-모래 지정 ,ACA10,,E053,
,,341.0-모래 지정,FT341,FT341-모래 지정,,○,100mm,FT341-모래 지정 100mm,,ACA10,E053,
,350.0-쇄석,,FT350,FT350-쇄석 지정,,○,,FT350-쇄석 지정 ,,ACA20,E053,
,,351.0-쇄석 지정,FT351,FT351-쇄석 지정,,○,100mm,FT351-쇄석 지정 100mm,,ACA20,E053,
FT400-파일기초,,,FT400,FT400-파일기초,○,,,FT400-파일기초 ,ACD21,,E04,
,410.0-콘크리트,,FT410,FT410-콘크리트 파일,○,,,FT410-콘크리트 파일 ,ACD21,,E04,
,,411.0-PC 파일,FT411,FT411-PC 파일,○,,,FT411-PC 파일 ,ACD,,E04,
,,,,,○,,Φ400,FT411-PC 파일 Φ400,ACD,,E04,
,,,,,○,,Φ450,FT411-PC 파일 Φ450,ACD,,E04,
,,412.0-현장타설 파일,FT412,FT412-현장타설 파일,○,,,FT412-현장타설 파일 ,ACD,,E041,
,,,,,○,,Φ400,FT412-현장타설 파일 Φ400,ACD,,E041,
,,,,,○,,Φ450,FT412-현장타설 파일 Φ450,ACD,,E041,
,,,,,○,,Φ500,FT412-현장타설 파일 Φ500,ACD,,E041,
,,,,,○,,Φ600,FT412-현장타설 파일 Φ600,ACD,,E041,
,,,,,○,,Φ700,FT412-현장타설 파일 Φ700,ACD,,E041,
,,,,,○,,Φ800,FT412-현장타설 파일 Φ800,ACD,,E041,
,,,,,○,,Φ900,FT412-현장타설 파일 Φ900,ACD,,E041,
,,,,,○,,Φ1000,FT412-현장타설 파일 Φ1000,ACD,,E041,
,,,,,○,,Φ1100,FT412-현장타설 파일 Φ1100,ACD,,E041,
,,,,,○,,Φ1200,FT412-현장타설 파일 Φ1200,ACD,,E041,
,,413.0-PHC 파일,FT413,FT413-PHC 파일,○,,,FT413-PHC 파일 ,ACD,,E041,
,,,,,○,,Φ500x80,FT413-PHC 파일 Φ500x80,ACD,,E041,
,,,,,○,,Φ600x90,FT413-PHC 파일 Φ600x90,ACD,,E041,
,,,,,○,,Φ700x100,FT413-PHC 파일 Φ700x100,ACD,,E041,
,,,,,○,,Φ800x110,FT413-PHC 파일 Φ800x110,ACD,,E041,
,,,,,○,,Φ900x120,FT413-PHC 파일 Φ900x120,ACD,,E041,
,,,,,○,,Φ1000x130,FT413-PHC 파일 Φ1000x130,ACD,,E041,
,,,,,○,,Φ1200x150,FT413-PHC 파일 Φ1200x150,ACD,,E041,
,,414.0-CIP 파일,FT414,FT414-CIP 파일,○,,,FT414-CIP 파일 ,ACD,,E041,
,420.0-철골,,FT420,FT420-철골 파일,○,,,FT420-철골 파일 ,ACD,,E043,
,,421.0-강관 파일,FT421,FT421-강관 파일,○,,,FT421-강관 파일 ,ACD,,E043,
,,,,,○,,406.4x9,FT421-강관 파일 406.4x9,ACD,,E043,
,,,,,○,,406.4x10,FT421-강관 파일 406.4x10,ACD,,E043,
,,,,,○,,406.4x11,FT421-강관 파일 406.4x11,ACD,,E043,
,,,,,○,,406.4x12,FT421-강관 파일 406.4x12,ACD,,E043,
,,,,,○,,508x9,FT421-강관 파일 508x9,ACD,,E043,
,,,,,○,,508x10,FT421-강관 파일 508x10,ACD,,E043,
,,,,,○,,508x11,FT421-강관 파일 508x11,ACD,,E043,
,,,,,○,,508x12,FT421-강관 파일 508x12,ACD,,E043,
,,,,,○,,508x13,FT421-강관 파일 508x13,ACD,,E043,
,,,,,○,,508x14,FT421-강관 파일 508x14,ACD,,E043,
,,,,,○,,609.6x9,FT421-강관 파일 609.6x9,ACD,,E043,
,,,,,○,,609.6x10,FT421-강관 파일 609.6x10,ACD,,E043,
,,,,,○,,609.6x11,FT421-강관 파일 609.6x11,ACD,,E043,
,,,,,○,,609.6x12,FT421-강관 파일 609.6x12,ACD,,E043,
,,,,,○,,609.6x13,FT421-강관 파일 609.6x13,ACD,,E043,
,,,,,○,,609.6x14,FT421-강관 파일 609.6x14,ACD,,E043,
,,,,,○,,609.6x15,FT421-강관 파일 609.6x15,ACD,,E043,
,,,,,○,,609.6x16,FT421-강관 파일 609.6x16,ACD,,E043,
,,,,,○,,711.2x9,FT421-강관 파일 711.2x9,ACD,,E043,
,,,,,○,,711.2x10,FT421-강관 파일 711.2x10,ACD,,E043,
,,,,,○,,711.2x11,FT421-강관 파일 711.2x11,ACD,,E043,
,,,,,○,,711.2x12,FT421-강관 파일 711.2x12,ACD,,E043,
,,,,,○,,711.2x13,FT421-강관 파일 711.2x13,ACD,,E043,
,,,,,○,,711.2x14,FT421-강관 파일 711.2x14,ACD,,E043,
,,,,,○,,711.2x15,FT421-강관 파일 711.2x15,ACD,,E043,
,,,,,○,,711.2x16,FT421-강관 파일 711.2x16,ACD,,E043,
,,,,,○,,812.8x9,FT421-강관 파일 812.8x9,ACD,,E043,
,,,,,○,,812.8x10,FT421-강관 파일 812.8x10,ACD,,E043,
,,,,,○,,812.8x11,FT421-강관 파일 812.8x11,ACD,,E043,
,,,,,○,,812.8x12,FT421-강관 파일 812.8x12,ACD,,E043,
,,,,,○,,812.8x13,FT421-강관 파일 812.8x13,ACD,,E043,
,,,,,○,,812.8x14,FT421-강관 파일 812.8x14,ACD,,E043,
,,,,,○,,812.8x15,FT421-강관 파일 812.8x15,ACD,,E043,
,,,,,○,,812.8x16,FT421-강관 파일 812.8x16,ACD,,E043,
,,,,,○,,914.4x12,FT421-강관 파일 914.4x12,ACD,,E043,
,,,,,○,,914.4x13,FT421-강관 파일 914.4x13,ACD,,E043,
,,,,,○,,914.4x14,FT421-강관 파일 914.4x14,ACD,,E043,
,,,,,○,,914.4x15,FT421-강관 파일 914.4x15,ACD,,E043,
,,,,,○,,914.4x16,FT421-강관 파일 914.4x16,ACD,,E043,
,,,,,○,,914.4x17,FT421-강관 파일 914.4x17,ACD,,E043,
,,,,,○,,914.4x18,FT421-강관 파일 914.4x18,ACD,,E043,
,,,,,○,,914.4x19,FT421-강관 파일 914.4x19,ACD,,E043,
,,,,,○,,1016x12,FT421-강관 파일 1016x12,ACD,,E043,
,,,,,○,,1016x13,FT421-강관 파일 1016x13,ACD,,E043,
,,,,,○,,1016x14,FT421-강관 파일 1016x14,ACD,,E043,
,,,,,○,,1016x15,FT421-강관 파일 1016x15,ACD,,E043,
,,,,,○,,1016x16,FT421-강관 파일 1016x16,ACD,,E043,
,,,,,○,,1016x17,FT421-강관 파일 1016x17,ACD,,E043,
,,,,,○,,1016x18,FT421-강관 파일 1016x18,ACD,,E043,
,,,,,○,,1016x19,FT421-강관 파일 1016x19,ACD,,E043,
,,422.0-H형강 파일,FT422,FT422-H형강 파일,○,,,FT422-H형강 파일 ,ACD,,E043,
,,,,,○,,Φ400xH250,FT422-H형강 파일 Φ400xH250,ACD,,E043,
,,,,,○,,Φ450xH300,FT422-H형강 파일 Φ450xH300,ACD,,E043,
,,,,,○,,Φ500xH350,FT422-H형강 파일 Φ500xH350,ACD,,E043,
,430.0-목재,,FT430,FT430-목재 파일,○,,,FT430-목재 파일 ,ACD,,E049,
,,431.0-나무말뚝,FT431,FT431-나무말뚝,○,,,FT431-나무말뚝 ,ACD,,E049,
,,,,,108,15,,,,,,
