분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,○,,(ㄱ-70x70) ㄱ-70x70x6,BM123-철골구조 ㄱ형강 보 (ㄱ-70x70) ㄱ-70x70x6,AEA160,,E23,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x9,BM123-철골구조 ㄱ형강 보 (ㄱ-75x75) ㄱ-75x75x9,AEA160,,E23,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x6,BM123-철골구조 ㄱ형강 보 (ㄱ-75x75) ㄱ-75x75x6,AEA160,,E23,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x12,BM123-철골구조 ㄱ형강 보 (ㄱ-75x75) ㄱ-75x75x12,AEA160,,E23,
,,,,,○,,(ㄱ-80x80) ㄱ-80x80x6,BM123-철골구조 ㄱ형강 보 (ㄱ-80x80) ㄱ-80x80x6,AEA160,,E23,
,,,,,○,,(ㄱ-80x80) ㄱ-80x80x7,BM123-철골구조 ㄱ형강 보 (ㄱ-80x80) ㄱ-80x80x7,AEA160,,E23,
,,,,,○,,(ㄱ-90x75) ㄱ-90x75x9,BM123-철골구조 ㄱ형강 보 (ㄱ-90x75) ㄱ-90x75x9,AEA160,,E23,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x6,BM123-철골구조 ㄱ형강 보 (ㄱ-90x90) ㄱ-90x90x6,AEA160,,E23,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x7,BM123-철골구조 ㄱ형강 보 (ㄱ-90x90) ㄱ-90x90x7,AEA160,,E23,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x9,BM123-철골구조 ㄱ형강 보 (ㄱ-90x90) ㄱ-90x90x9,AEA160,,E23,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x10,BM123-철골구조 ㄱ형강 보 (ㄱ-90x90) ㄱ-90x90x10,AEA160,,E23,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x13,BM123-철골구조 ㄱ형강 보 (ㄱ-90x90) ㄱ-90x90x13,AEA160,,E23,
,,,,,○,,(ㄱ-100x75) ㄱ-100x75x7,BM123-철골구조 ㄱ형강 보 (ㄱ-100x75) ㄱ-100x75x7,AEA160,,E23,
,,,,,○,,(ㄱ-100x75) ㄱ-100x75x10,BM123-철골구조 ㄱ형강 보 (ㄱ-100x75) ㄱ-100x75x10,AEA160,,E23,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x7,BM123-철골구조 ㄱ형강 보 (ㄱ-100x100) ㄱ-100x100x7,AEA160,,E23,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x10,BM123-철골구조 ㄱ형강 보 (ㄱ-100x100) ㄱ-100x100x10,AEA160,,E23,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x13,BM123-철골구조 ㄱ형강 보 (ㄱ-100x100) ㄱ-100x100x13,AEA160,,E23,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x7,BM123-철골구조 ㄱ형강 보 (ㄱ-125x75) ㄱ-125x75x7,AEA160,,E23,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x10,BM123-철골구조 ㄱ형강 보 (ㄱ-125x75) ㄱ-125x75x10,AEA160,,E23,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x13,BM123-철골구조 ㄱ형강 보 (ㄱ-125x75) ㄱ-125x75x13,AEA160,,E23,
,,,,,○,,(ㄱ-120x120) ㄱ-120x120x8,BM123-철골구조 ㄱ형강 보 (ㄱ-120x120) ㄱ-120x120x8,AEA160,,E23,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x9,BM123-철골구조 ㄱ형강 보 (ㄱ-130x130) ㄱ-130x130x9,AEA160,,E23,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x12,BM123-철골구조 ㄱ형강 보 (ㄱ-130x130) ㄱ-130x130x12,AEA160,,E23,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x15,BM123-철골구조 ㄱ형강 보 (ㄱ-130x130) ㄱ-130x130x15,AEA160,,E23,
,,,,,○,,(ㄱ-150x90) ㄱ-150x90x9,BM123-철골구조 ㄱ형강 보 (ㄱ-150x90) ㄱ-150x90x9,AEA160,,E23,
,,,,,○,,(ㄱ-150x90) ㄱ-150x90x12,BM123-철골구조 ㄱ형강 보 (ㄱ-150x90) ㄱ-150x90x12,AEA160,,E23,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x10,BM123-철골구조 ㄱ형강 보 (ㄱ-150x150) ㄱ-150x150x10,AEA160,,E23,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x12,BM123-철골구조 ㄱ형강 보 (ㄱ-150x150) ㄱ-150x150x12,AEA160,,E23,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x15,BM123-철골구조 ㄱ형강 보 (ㄱ-150x150) ㄱ-150x150x15,AEA160,,E23,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x19,BM123-철골구조 ㄱ형강 보 (ㄱ-150x150) ㄱ-150x150x19,AEA160,,E23,
,,,,,○,,(ㄱ-175x175) ㄱ-175x175x12,BM123-철골구조 ㄱ형강 보 (ㄱ-175x175) ㄱ-175x175x12,AEA160,,E23,
,,,,,○,,(ㄱ-175x175) ㄱ-175x175x15,BM123-철골구조 ㄱ형강 보 (ㄱ-175x175) ㄱ-175x175x15,AEA160,,E23,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x15,BM123-철골구조 ㄱ형강 보 (ㄱ-200x200) ㄱ-200x200x15,AEA160,,E23,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x20,BM123-철골구조 ㄱ형강 보 (ㄱ-200x200) ㄱ-200x200x20,AEA160,,E23,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x25,BM123-철골구조 ㄱ형강 보 (ㄱ-200x200) ㄱ-200x200x25,AEA160,,E23,
,,,,,○,,(ㄱ-250x250) ㄱ-250x250x25,BM123-철골구조 ㄱ형강 보 (ㄱ-250x250) ㄱ-250x250x25,AEA160,,E23,
,,,,,○,,(ㄱ-250x250) ㄱ-250x250x35,BM123-철골구조 ㄱ형강 보 (ㄱ-250x250) ㄱ-250x250x35,AEA160,,E23,
,,124.0-원 형강 보,BM124,BM124-철골구조 원형강관 보,○,,,BM124-철골구조 원형강관 보 ,AEA330,,E23,
,,,,,○,,(21.7) 21.7x2.0,BM124-철골구조 원형강관 보 (21.7) 21.7x2.0,AEA330,,E23,
,,,,,○,,(27.2) 27.2x2.0,BM124-철골구조 원형강관 보 (27.2) 27.2x2.0,AEA330,,E23,
,,,,,○,,(27.2) 27.2x2.3,BM124-철골구조 원형강관 보 (27.2) 27.2x2.3,AEA330,,E23,
,,,,,○,,(34.0) 34.0x2.3,BM124-철골구조 원형강관 보 (34.0) 34.0x2.3,AEA330,,E23,
,,,,,○,,(42.7) 42.7x2.3,BM124-철골구조 원형강관 보 (42.7) 42.7x2.3,AEA330,,E23,
,,,,,○,,(42.7) 42.7x2.5,BM124-철골구조 원형강관 보 (42.7) 42.7x2.5,AEA330,,E23,
,,,,,○,,(42.7) 42.7x2.8,BM124-철골구조 원형강관 보 (42.7) 42.7x2.8,AEA330,,E23,
,,,,,○,,(48.6) 48.6x2.3,BM124-철골구조 원형강관 보 (48.6) 48.6x2.3,AEA330,,E23,
,,,,,○,,(48.6) 48.6x2.5,BM124-철골구조 원형강관 보 (48.6) 48.6x2.5,AEA330,,E23,
,,,,,○,,(48.6) 48.6x2.8,BM124-철골구조 원형강관 보 (48.6) 48.6x2.8,AEA330,,E23,
,,,,,○,,(48.6) 48.6x3.2,BM124-철골구조 원형강관 보 (48.6) 48.6x3.2,AEA330,,E23,
,,,,,○,,(60.5) 60.5x2.3,BM124-철골구조 원형강관 보 (60.5) 60.5x2.3,AEA330,,E23,
,,,,,○,,(60.5) 60.5x3.2,BM124-철골구조 원형강관 보 (60.5) 60.5x3.2,AEA330,,E23,
,,,,,○,,(60.5) 60.5x4.0,BM124-철골구조 원형강관 보 (60.5) 60.5x4.0,AEA330,,E23,
,,,,,○,,(76.3) 76.3x2.8,BM124-철골구조 원형강관 보 (76.3) 76.3x2.8,AEA330,,E23,
,,,,,○,,(76.3) 76.3x3.2,BM124-철골구조 원형강관 보 (76.3) 76.3x3.2,AEA330,,E23,
,,,,,○,,(76.3) 76.3x4.0,BM124-철골구조 원형강관 보 (76.3) 76.3x4.0,AEA330,,E23,
,,,,,○,,(89.1) 89.1x2.8,BM124-철골구조 원형강관 보 (89.1) 89.1x2.8,AEA330,,E23,
