분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,,루,루버포함 1800x2100mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1800x2100mm",,ALA12040300B,E333,
,,,,,,,,,루,루버포함 1800x2400mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1800x2400mm",,ALA12040400B,E333,
,,,,,,,,,루,루버포함 1900x1800mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1900x1800mm",,ALA12040500B,E333,
,,,,,,,,,루,루버포함 1900x1900mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1900x1900mm",,ALA12040600B,E333,
,,,,,,,,,루,루버포함 1900x2000mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1900x2000mm",,ALA12040700B,E333,
,,,,,,,,,루,루버포함 1900x2100mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1900x2100mm",,ALA12040800B,E333,
,,,,,,,,,루,루버포함 1900x2400mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 1900x2400mm",,ALA12040900B,E333,
,,,,,,,,,루,루버포함 2000x1800mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2000x1800mm",,ALA12041000B,E333,
,,,,,,,,,루,루버포함 2000x1900mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2000x1900mm",,ALA12041100B,E333,
,,,,,,,,,루,루버포함 2000x2000mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2000x2000mm",,ALA12041200B,E333,
,,,,,,,,,루,루버포함 2000x2100mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2000x2100mm",,ALA12041300B,E333,
,,,,,,,,,루,루버포함 2000x2400mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2000x2400mm",,ALA12041400B,E333,
,,,,,,,,,루,루버포함 2400x1800mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2400x1800mm",,ALA12041500B,E333,
,,,,,,,,,루,루버포함 2400x1900mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2400x1900mm",,ALA12041600B,E333,
,,,,,,,,,루,루버포함 2400x2000mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2400x2000mm",,ALA12041700B,E333,
,,,,,,,,,루,루버포함 2400x2100mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2400x2100mm",,ALA12041800B,E333,
,,,,,,,,,루,루버포함 2400x2400mm,"DR121-쌍여닫이문(철재, 일반) 루버포함 2400x2400mm",,ALA12041900B,E333,
,,,,,,DR121,"DR121-쌍여닫이문(철재, 일반, 양개)",○,,1800x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1800x1800mm",,ALA12030000A,E333,
,,,,,,,,○,,1800x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1800x1900mm",,ALA12030100A,E333,
,,,,,,,,○,,1800x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1800x2000mm",,ALA12030200A,E333,
,,,,,,,,○,,1800x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1800x2100mm",,ALA12030300A,E333,
,,,,,,,,○,,1800x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1800x2400mm",,ALA12030400A,E333,
,,,,,,,,○,,1900x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1900x1800mm",,ALA12030500A,E333,
,,,,,,,,○,,1900x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1900x1900mm",,ALA12030600A,E333,
,,,,,,,,○,,1900x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1900x2000mm",,ALA12030700A,E333,
,,,,,,,,○,,1900x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1900x2100mm",,ALA12030800A,E333,
,,,,,,,,○,,1900x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 1900x2400mm",,ALA12030900A,E333,
,,,,,,,,○,,2000x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2000x1800mm",,ALA12031000A,E333,
,,,,,,,,○,,2000x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2000x1900mm",,ALA12031200A,E333,
,,,,,,,,○,,2000x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2000x2000mm",,ALA12031210A,E333,
,,,,,,,,○,,2000x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2000x2100mm",,ALA12031300A,E333,
,,,,,,,,○,,2000x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2000x2400mm",,ALA12031400A,E333,
,,,,,,,,○,,2400x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2400x1800mm",,ALA12031500A,E333,
,,,,,,,,○,,2400x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2400x1900mm",,ALA12031600A,E333,
,,,,,,,,○,,2400x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2400x2000mm",,ALA12031700A,E333,
,,,,,,,,○,,2400x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2400x2100mm",,ALA12031800A,E333,
,,,,,,,,○,,2400x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 2400x2400mm",,ALA12031900A,E333,
,,,,,,,,○,유,유리포함 1800x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1800x1800mm",,ALA12030000B,E333,
,,,,,,,,○,유,유리포함 1800x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1800x1900mm",,ALA12030100B,E333,
,,,,,,,,○,유,유리포함 1800x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1800x2000mm",,ALA12030200B,E333,
,,,,,,,,○,유,유리포함 1800x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1800x2100mm",,ALA12030300B,E333,
,,,,,,,,○,유,유리포함 1800x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1800x2400mm",,ALA12030400B,E333,
,,,,,,,,○,유,유리포함 1900x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1900x1800mm",,ALA12030500B,E333,
,,,,,,,,○,유,유리포함 1900x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1900x1900mm",,ALA12030600B,E333,
,,,,,,,,○,유,유리포함 1900x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1900x2000mm",,ALA12030700B,E333,
,,,,,,,,○,유,유리포함 1900x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1900x2100mm",,ALA12030800B,E333,
,,,,,,,,○,유,유리포함 1900x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 1900x2400mm",,ALA12030900B,E333,
,,,,,,,,○,유,유리포함 2000x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2000x1800mm",,ALA12031000B,E333,
,,,,,,,,○,유,유리포함 2000x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2000x1900mm",,ALA12031200B,E333,
,,,,,,,,○,유,유리포함 2000x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2000x2000mm",,ALA12031210B,E333,
,,,,,,,,○,유,유리포함 2000x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2000x2100mm",,ALA12031300B,E333,
,,,,,,,,○,유,유리포함 2000x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2000x2400mm",,ALA12031400B,E333,
,,,,,,,,○,유,유리포함 2400x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2400x1800mm",,ALA12031500B,E333,
,,,,,,,,○,유,유리포함 2400x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2400x1900mm",,ALA12031600B,E333,
,,,,,,,,○,유,유리포함 2400x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2400x2000mm",,ALA12031700B,E333,
,,,,,,,,○,유,유리포함 2400x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2400x2100mm",,ALA12031800B,E333,
,,,,,,,,○,유,유리포함 2400x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 유리포함 2400x2400mm",,ALA12031900B,E333,
,,,,,,,,○,도,도장포함 1800x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1800x1800mm",,ALA12030000C,E333,
,,,,,,,,○,도,도장포함 1800x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1800x1900mm",,ALA12030100C,E333,
,,,,,,,,○,도,도장포함 1800x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1800x2000mm",,ALA12030200C,E333,
,,,,,,,,○,도,도장포함 1800x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1800x2100mm",,ALA12030300C,E333,
,,,,,,,,○,도,도장포함 1800x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1800x2400mm",,ALA12030400C,E333,
,,,,,,,,○,도,도장포함 1900x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1900x1800mm",,ALA12030500C,E333,
,,,,,,,,○,도,도장포함 1900x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1900x1900mm",,ALA12030600C,E333,
,,,,,,,,○,도,도장포함 1900x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1900x2000mm",,ALA12030700C,E333,
,,,,,,,,○,도,도장포함 1900x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1900x2100mm",,ALA12030800C,E333,
,,,,,,,,○,도,도장포함 1900x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 1900x2400mm",,ALA12030900C,E333,
,,,,,,,,○,도,도장포함 2000x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2000x1800mm",,ALA12031000C,E333,
,,,,,,,,○,도,도장포함 2000x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2000x1900mm",,ALA12031200C,E333,
,,,,,,,,○,도,도장포함 2000x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2000x2000mm",,ALA12031210C,E333,
,,,,,,,,○,도,도장포함 2000x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2000x2100mm",,ALA12031300C,E333,
,,,,,,,,○,도,도장포함 2000x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2000x2400mm",,ALA12031400C,E333,
,,,,,,,,○,도,도장포함 2400x1800mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2400x1800mm",,ALA12031500C,E333,
,,,,,,,,○,도,도장포함 2400x1900mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2400x1900mm",,ALA12031600C,E333,
,,,,,,,,○,도,도장포함 2400x2000mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2400x2000mm",,ALA12031700C,E333,
,,,,,,,,○,도,도장포함 2400x2100mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2400x2100mm",,ALA12031800C,E333,
,,,,,,,,○,도,도장포함 2400x2400mm,"DR121-쌍여닫이문(철재, 일반, 양개) 도장포함 2400x2400mm",,ALA12031900C,E333,
,,,,122.0,스테인리스 스틸,DR122,"DR122-쌍여닫이문(스테인리스 스틸, 일반)",○,,1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1800x1800mm",ALA210300000,,E333,
,,,,,,,,○,,1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1800x1900mm",ALA210301000,,E333,
,,,,,,,,○,,1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1800x2000mm",ALA210302000,,E333,
,,,,,,,,○,,1800x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1800x2100mm",ALA210303000,,E333,
,,,,,,,,○,,1800x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1800x2400mm",ALA210304000,,E333,
,,,,,,,,○,,1900x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1900x1800mm",ALA210305000,,E333,
,,,,,,,,○,,1900x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1900x1900mm",ALA210306000,,E333,
,,,,,,,,○,,1900x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1900x2000mm",ALA210307000,,E333,
,,,,,,,,○,,1900x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1900x2100mm",ALA210308000,,E333,
,,,,,,,,○,,1900x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 1900x2400mm",ALA210309000,,E333,
,,,,,,,,○,,2000x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2000x1800mm",ALA210310000,,E333,
,,,,,,,,○,,2000x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2000x1900mm",ALA210321000,,E333,
,,,,,,,,○,,2000x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2000x2000mm",ALA210322000,,E333,
,,,,,,,,○,,2000x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2000x2100mm",ALA210313000,,E333,
,,,,,,,,○,,2000x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2000x2400mm",ALA210314000,,E333,
,,,,,,,,○,,2400x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2400x1800mm",ALA210315000,,E333,
,,,,,,,,○,,2400x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2400x1900mm",ALA210316000,,E333,
,,,,,,,,○,,2400x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2400x2000mm",ALA210317000,,E333,
,,,,,,,,○,,2400x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2400x2100mm",ALA210318000,,E333,
,,,,,,,,○,,2400x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 2400x2400mm",ALA210319000,,E333,
,,,,,,,,○,도,도장포함 1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1800x1800mm",ALA210400000,,E333,
,,,,,,,,○,도,도장포함 1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1800x1900mm",ALA210401000,,E333,
,,,,,,,,○,도,도장포함 1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1800x2000mm",ALA210402000,,E333,
,,,,,,,,○,도,도장포함 1800x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1800x2100mm",ALA210403000,,E333,
,,,,,,,,○,도,도장포함 1800x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1800x2400mm",ALA210404000,,E333,
,,,,,,,,○,도,도장포함 1900x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1900x1800mm",ALA210405000,,E333,
,,,,,,,,○,도,도장포함 1900x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1900x1900mm",ALA210406000,,E333,
,,,,,,,,○,도,도장포함 1900x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1900x2000mm",ALA210407000,,E333,
,,,,,,,,○,도,도장포함 1900x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1900x2100mm",ALA210408000,,E333,
,,,,,,,,○,도,도장포함 1900x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 1900x2400mm",ALA210409000,,E333,
,,,,,,,,○,도,도장포함 2000x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2000x1800mm",ALA210410000,,E333,
,,,,,,,,○,도,도장포함 2000x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2000x1900mm",ALA210421000,,E333,
,,,,,,,,○,도,도장포함 2000x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2000x2000mm",ALA210422000,,E333,
,,,,,,,,○,도,도장포함 2000x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2000x2100mm",ALA210413000,,E333,
,,,,,,,,○,도,도장포함 2000x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2000x2400mm",ALA210414000,,E333,
,,,,,,,,○,도,도장포함 2400x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2400x1800mm",ALA210415000,,E333,
,,,,,,,,○,도,도장포함 2400x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2400x1900mm",ALA210416000,,E333,
,,,,,,,,○,도,도장포함 2400x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2400x2000mm",ALA210417000,,E333,
,,,,,,,,○,도,도장포함 2400x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2400x2100mm",ALA210418000,,E333,
,,,,,,,,○,도,도장포함 2400x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 도장포함 2400x2400mm",ALA210419000,,E333,
,,,,,,,,○,유,유리포함 1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1800x1800mm",ALA220300000,,E333,
,,,,,,,,○,유,유리포함 1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1800x1900mm",ALA220301000,,E333,
,,,,,,,,○,유,유리포함 1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1800x2000mm",ALA220302000,,E333,
,,,,,,,,○,유,유리포함 1800x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1800x2100mm",ALA220303000,,E333,
,,,,,,,,○,유,유리포함 1800x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1800x2400mm",ALA220304000,,E333,
,,,,,,,,○,유,유리포함 1900x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1900x1800mm",ALA220305000,,E333,
,,,,,,,,○,유,유리포함 1900x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1900x1900mm",ALA220306000,,E333,
,,,,,,,,○,유,유리포함 1900x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1900x2000mm",ALA220307000,,E333,
,,,,,,,,○,유,유리포함 1900x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1900x2100mm",ALA220308000,,E333,
,,,,,,,,○,유,유리포함 1900x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 1900x2400mm",ALA220309000,,E333,
,,,,,,,,○,유,유리포함 2000x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2000x1800mm",ALA220310000,,E333,
,,,,,,,,○,유,유리포함 2000x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2000x1900mm",ALA220322000,,E333,
,,,,,,,,○,유,유리포함 2000x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2000x2000mm",ALA220323000,,E333,
,,,,,,,,○,유,유리포함 2000x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2000x2100mm",ALA220313000,,E333,
,,,,,,,,○,유,유리포함 2000x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2000x2400mm",ALA220314000,,E333,
,,,,,,,,○,유,유리포함 2400x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2400x1800mm",ALA220315000,,E333,
,,,,,,,,○,유,유리포함 2400x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2400x1900mm",ALA220316000,,E333,
,,,,,,,,○,유,유리포함 2400x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2400x2000mm",ALA220317000,,E333,
,,,,,,,,○,유,유리포함 2400x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2400x2100mm",ALA220318000,,E333,
,,,,,,,,○,유,유리포함 2400x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리포함 2400x2400mm",ALA220319000,,E333,
,,,,,,,,○,유도,유리및도장포함 1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1800x1800mm",ALA220400000,,E333,
,,,,,,,,○,유도,유리및도장포함 1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1800x1900mm",ALA220401000,,E333,
,,,,,,,,○,유도,유리및도장포함 1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1800x2000mm",ALA220402000,,E333,
,,,,,,,,○,유도,유리및도장포함 1800x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1800x2100mm",ALA220403000,,E333,
,,,,,,,,○,유도,유리및도장포함 1800x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1800x2400mm",ALA220404000,,E333,
,,,,,,,,○,유도,유리및도장포함 1900x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1900x1800mm",ALA220405000,,E333,
,,,,,,,,○,유도,유리및도장포함 1900x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1900x1900mm",ALA220406000,,E333,
,,,,,,,,○,유도,유리및도장포함 1900x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1900x2000mm",ALA220407000,,E333,
,,,,,,,,○,유도,유리및도장포함 1900x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1900x2100mm",ALA220408000,,E333,
,,,,,,,,○,유도,유리및도장포함 1900x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 1900x2400mm",ALA220409000,,E333,
,,,,,,,,○,유도,유리및도장포함 2000x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2000x1800mm",ALA220410000,,E333,
,,,,,,,,○,유도,유리및도장포함 2000x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2000x1900mm",ALA220422000,,E333,
,,,,,,,,○,유도,유리및도장포함 2000x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2000x2000mm",ALA220423000,,E333,
,,,,,,,,○,유도,유리및도장포함 2000x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2000x2100mm",ALA220413000,,E333,
,,,,,,,,○,유도,유리및도장포함 2000x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2000x2400mm",ALA220414000,,E333,
,,,,,,,,○,유도,유리및도장포함 2400x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2400x1800mm",ALA220415000,,E333,
,,,,,,,,○,유도,유리및도장포함 2400x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2400x1900mm",ALA220416000,,E333,
,,,,,,,,○,유도,유리및도장포함 2400x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2400x2000mm",ALA220417000,,E333,
,,,,,,,,○,유도,유리및도장포함 2400x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2400x2100mm",ALA220418000,,E333,
,,,,,,,,○,유도,유리및도장포함 2400x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 유리및도장포함 2400x2400mm",ALA220419000,,E333,
,,,,,,,,,루,루버포함 1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1800x1800mm",,ALA22040000A,E333,
,,,,,,,,,루,루버포함 1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1800x1900mm",,ALA22040100A,E333,
,,,,,,,,,루,루버포함 1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1800x2000mm",,ALA22040200A,E333,
,,,,,,,,,루,루버포함 1800x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1800x2100mm",,ALA22040300A,E333,
,,,,,,,,,루,루버포함 1800x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1800x2400mm",,ALA22040400A,E333,
,,,,,,,,,루,루버포함 1900x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1900x1800mm",,ALA22040500A,E333,
,,,,,,,,,루,루버포함 1900x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1900x1900mm",,ALA22040600A,E333,
,,,,,,,,,루,루버포함 1900x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1900x2000mm",,ALA22040700A,E333,
,,,,,,,,,루,루버포함 1900x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1900x2100mm",,ALA22040800A,E333,
,,,,,,,,,루,루버포함 1900x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 1900x2400mm",,ALA22040900A,E333,
,,,,,,,,,루,루버포함 2000x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2000x1800mm",,ALA22041000A,E333,
,,,,,,,,,루,루버포함 2000x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2000x1900mm",,ALA22042200A,E333,
,,,,,,,,,루,루버포함 2000x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2000x2000mm",,ALA22042300A,E333,
,,,,,,,,,루,루버포함 2000x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2000x2100mm",,ALA22041300A,E333,
,,,,,,,,,루,루버포함 2000x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2000x2400mm",,ALA22041400A,E333,
,,,,,,,,,루,루버포함 2400x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2400x1800mm",,ALA22041500A,E333,
,,,,,,,,,루,루버포함 2400x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2400x1900mm",,ALA22041600A,E333,
,,,,,,,,,루,루버포함 2400x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2400x2000mm",,ALA22041700A,E333,
,,,,,,,,,루,루버포함 2400x2100mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2400x2100mm",,ALA22041800A,E333,
,,,,,,,,,루,루버포함 2400x2400mm,"DR122-쌍여닫이문(스테인리스 스틸, 일반) 루버포함 2400x2400mm",,ALA22041900A,E333,
,,,,,,DR122,"DR122-쌍여닫이문(스테인리스 스틸, 방화문)",○,,1800x1800mm,"DR122-쌍여닫이문(스테인리스 스틸, 방화문) 1800x1800mm",ALA240200000,,E333,
,,,,,,,,○,,1800x1900mm,"DR122-쌍여닫이문(스테인리스 스틸, 방화문) 1800x1900mm",ALA240201000,,E333,
,,,,,,,,○,,1800x2000mm,"DR122-쌍여닫이문(스테인리스 스틸, 방화문) 1800x2000mm",ALA240202000,,E333,
