분류-대-공정,분류-중-재료,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,○,,(H-200x200) H-200x200x8x12,CL121-철골구조 H형강 기둥 (H-200x200) H-200x200x8x12,AEA110,,E22,
,,,,,○,,(H-200x200) H-200x204x12x12,CL121-철골구조 H형강 기둥 (H-200x200) H-200x204x12x12,AEA110,,E22,
,,,,,○,,(H-250x125) H-248x124x5x8,CL121-철골구조 H형강 기둥 (H-250x125) H-248x124x5x8,AEA110,,E22,
,,,,,○,,(H-250x125) H-250x125x6x9,CL121-철골구조 H형강 기둥 (H-250x125) H-250x125x6x9,AEA110,,E22,
,,,,,○,,(H-250x175) H-244x175x7x11,CL121-철골구조 H형강 기둥 (H-250x175) H-244x175x7x11,AEA110,,E22,
,,,,,○,,(H-250x250) H-244x252x11x11,CL121-철골구조 H형강 기둥 (H-250x250) H-244x252x11x11,AEA110,,E22,
,,,,,○,,(H-250x250) H-248x249x8x13,CL121-철골구조 H형강 기둥 (H-250x250) H-248x249x8x13,AEA110,,E22,
,,,,,○,,(H-250x250) H-250x250x9x14,CL121-철골구조 H형강 기둥 (H-250x250) H-250x250x9x14,AEA110,,E22,
,,,,,○,,(H-250x250) H-250x255x14x14,CL121-철골구조 H형강 기둥 (H-250x250) H-250x255x14x14,AEA110,,E22,
,,,,,○,,(H-300x150) H-300x150x6.5x9,CL121-철골구조 H형강 기둥 (H-300x150) H-300x150x6.5x9,AEA110,,E22,
,,,,,○,,(H-300x150) H-298x149x5.5x8,CL121-철골구조 H형강 기둥 (H-300x150) H-298x149x5.5x8,AEA110,,E22,
,,,,,○,,(H-300x200) H-298x201x9x14,CL121-철골구조 H형강 기둥 (H-300x200) H-298x201x9x14,AEA110,,E22,
,,,,,○,,(H-300x200) H-294x200x8x12,CL121-철골구조 H형강 기둥 (H-300x200) H-294x200x8x12,AEA110,,E22,
,,,,,○,,(H-300x300) H-310x310x20x20,CL121-철골구조 H형강 기둥 (H-300x300) H-310x310x20x20,AEA110,,E22,
,,,,,○,,(H-300x300) H-294x302x12x12,CL121-철골구조 H형강 기둥 (H-300x300) H-294x302x12x12,AEA110,,E22,
,,,,,○,,(H-300x300) H-298x299x9x14,CL121-철골구조 H형강 기둥 (H-300x300) H-298x299x9x14,AEA110,,E22,
,,,,,○,,(H-300x300) H-300x300x10x15,CL121-철골구조 H형강 기둥 (H-300x300) H-300x300x10x15,AEA110,,E22,
,,,,,○,,(H-300x300) H-300x305x15x15,CL121-철골구조 H형강 기둥 (H-300x300) H-300x305x15x15,AEA110,,E22,
,,,,,○,,(H-300x300) H-304x301x11x17,CL121-철골구조 H형강 기둥 (H-300x300) H-304x301x11x17,AEA110,,E22,
,,,,,○,,(H-300x300) H-310x305x15x20,CL121-철골구조 H형강 기둥 (H-300x300) H-310x305x15x20,AEA110,,E22,
,,,,,○,,(H-350x175) H-354x176x8x13,CL121-철골구조 H형강 기둥 (H-350x175) H-354x176x8x13,AEA110,,E22,
,,,,,○,,(H-350x175) H-346x174x6x9,CL121-철골구조 H형강 기둥 (H-350x175) H-346x174x6x9,AEA110,,E22,
,,,,,○,,(H-350x175) H-350x175x7x11,CL121-철골구조 H형강 기둥 (H-350x175) H-350x175x7x11,AEA110,,E22,
,,,,,○,,(H-350x250) H-336x249x8x12,CL121-철골구조 H형강 기둥 (H-350x250) H-336x249x8x12,AEA110,,E22,
,,,,,○,,(H-350x250) H-340x250x9x14,CL121-철골구조 H형강 기둥 (H-350x250) H-340x250x9x14,AEA110,,E22,
,,,,,○,,(H-350x350) H-344x348x10x16,CL121-철골구조 H형강 기둥 (H-350x350) H-344x348x10x16,AEA110,,E22,
,,,,,○,,(H-350x350) H-344x354x16x16,CL121-철골구조 H형강 기둥 (H-350x350) H-344x354x16x16,AEA110,,E22,
,,,,,○,,(H-350x350) H-350x350x12x19,CL121-철골구조 H형강 기둥 (H-350x350) H-350x350x12x19,AEA110,,E22,
,,,,,○,,(H-350x350) H-350x357x19x19,CL121-철골구조 H형강 기둥 (H-350x350) H-350x357x19x19,AEA110,,E22,
,,,,,○,,(H-400x200) H-404x201x9x15,CL121-철골구조 H형강 기둥 (H-400x200) H-404x201x9x15,AEA110,,E22,
,,,,,○,,(H-400x200) H-400x200x8x13,CL121-철골구조 H형강 기둥 (H-400x200) H-400x200x8x13,AEA110,,E22,
,,,,,○,,(H-400x200) H-396x199x7x11,CL121-철골구조 H형강 기둥 (H-400x200) H-396x199x7x11,AEA110,,E22,
,,,,,○,,(H-400x300) H-386x299x9x14,CL121-철골구조 H형강 기둥 (H-400x300) H-386x299x9x14,AEA110,,E22,
,,,,,○,,(H-400x300) H-390x300x10x16,CL121-철골구조 H형강 기둥 (H-400x300) H-390x300x10x16,AEA110,,E22,
,,,,,○,,(H-400x400) H-388x402x15x15,CL121-철골구조 H형강 기둥 (H-400x400) H-388x402x15x15,AEA110,,E22,
,,,,,○,,(H-400x400) H-394x398x11x18,CL121-철골구조 H형강 기둥 (H-400x400) H-394x398x11x18,AEA110,,E22,
,,,,,○,,(H-400x400) H-394x405x18x18,CL121-철골구조 H형강 기둥 (H-400x400) H-394x405x18x18,AEA110,,E22,
,,,,,○,,(H-400x400) H-400x400x13x21,CL121-철골구조 H형강 기둥 (H-400x400) H-400x400x13x21,AEA110,,E22,
,,,,,○,,(H-400x400) H-400x408x21x21,CL121-철골구조 H형강 기둥 (H-400x400) H-400x408x21x21,AEA110,,E22,
,,,,,○,,(H-400x400) H-406x403x16x24,CL121-철골구조 H형강 기둥 (H-400x400) H-406x403x16x24,AEA110,,E22,
,,,,,○,,(H-400x400) H-414x405x18x28,CL121-철골구조 H형강 기둥 (H-400x400) H-414x405x18x28,AEA110,,E22,
,,,,,○,,(H-400x400) H-428x407x20x35,CL121-철골구조 H형강 기둥 (H-400x400) H-428x407x20x35,AEA110,,E22,
,,,,,○,,(H-450x200) H-450x200x9x14,CL121-철골구조 H형강 기둥 (H-450x200) H-450x200x9x14,AEA110,,E22,
,,,,,○,,(H-450x200) H-446x199x8x12,CL121-철골구조 H형강 기둥 (H-450x200) H-446x199x8x12,AEA110,,E22,
,,,,,○,,(H-450x300) H-434x299x10x15,CL121-철골구조 H형강 기둥 (H-450x300) H-434x299x10x15,AEA110,,E22,
,,,,,○,,(H-450x300) H-440x300x11x18,CL121-철골구조 H형강 기둥 (H-450x300) H-440x300x11x18,AEA110,,E22,
,,,,,○,,(H-450x400) H-458x417x30x50,CL121-철골구조 H형강 기둥 (H-450x400) H-458x417x30x50,AEA110,,E22,
,,,,,○,,(H-500x200) H-506x201x11x19,CL121-철골구조 H형강 기둥 (H-500x200) H-506x201x11x19,AEA110,,E22,
,,,,,○,,(H-500x200) H-496x199x9x14,CL121-철골구조 H형강 기둥 (H-500x200) H-496x199x9x14,AEA110,,E22,
,,,,,○,,(H-500x200) H-500x200x10x16,CL121-철골구조 H형강 기둥 (H-500x200) H-500x200x10x16,AEA110,,E22,
,,,,,○,,(H-500x300) H-488x300x11x18,CL121-철골구조 H형강 기둥 (H-500x300) H-488x300x11x18,AEA110,,E22,
,,,,,○,,(H-500x300) H-482x300x11x15,CL121-철골구조 H형강 기둥 (H-500x300) H-482x300x11x15,AEA110,,E22,
,,,,,○,,(H-500x400) H-498x432x45x70,CL121-철골구조 H형강 기둥 (H-500x400) H-498x432x45x70,AEA110,,E22,
,,,,,○,,(H-600x200) H-596x199x10x15,CL121-철골구조 H형강 기둥 (H-600x200) H-596x199x10x15,AEA110,,E22,
,,,,,○,,(H-600x200) H-600x200x11x17,CL121-철골구조 H형강 기둥 (H-600x200) H-600x200x11x17,AEA110,,E22,
,,,,,○,,(H-600x200) H-606x201x12x20,CL121-철골구조 H형강 기둥 (H-600x200) H-606x201x12x20,AEA110,,E22,
,,,,,○,,(H-600x200) H-612x202x13x23,CL121-철골구조 H형강 기둥 (H-600x200) H-612x202x13x23,AEA110,,E22,
,,,,,○,,(H-600x300) H-594x302x14x23,CL121-철골구조 H형강 기둥 (H-600x300) H-594x302x14x23,AEA110,,E22,
,,,,,○,,(H-600x300) H-582x300x12x17,CL121-철골구조 H형강 기둥 (H-600x300) H-582x300x12x17,AEA110,,E22,
,,,,,○,,(H-600x300) H-588x300x12x20,CL121-철골구조 H형강 기둥 (H-600x300) H-588x300x12x20,AEA110,,E22,
,,,,,○,,(H-700x300) H-708x302x15x28,CL121-철골구조 H형강 기둥 (H-700x300) H-708x302x15x28,AEA110,,E22,
,,,,,○,,(H-700x300) H-692x300x13x20,CL121-철골구조 H형강 기둥 (H-700x300) H-692x300x13x20,AEA110,,E22,
,,,,,○,,(H-700x300) H-700x300x13x24,CL121-철골구조 H형강 기둥 (H-700x300) H-700x300x13x24,AEA110,,E22,
,,,,,○,,(H-800x300) H-808x302x16x30,CL121-철골구조 H형강 기둥 (H-800x300) H-808x302x16x30,AEA110,,E22,
,,,,,○,,(H-800x300) H-792x300x14x22,CL121-철골구조 H형강 기둥 (H-800x300) H-792x300x14x22,AEA110,,E22,
,,,,,○,,(H-800x300) H-800x300x14x26,CL121-철골구조 H형강 기둥 (H-800x300) H-800x300x14x26,AEA110,,E22,
,,,,,○,,(H-900x300) H-918x303x19x37,CL121-철골구조 H형강 기둥 (H-900x300) H-918x303x19x37,AEA110,,E22,
,,,,,○,,(H-900x300) H-890x299x15x23,CL121-철골구조 H형강 기둥 (H-900x300) H-890x299x15x23,AEA110,,E22,
,,,,,○,,(H-900x300) H-900x300x16x28,CL121-철골구조 H형강 기둥 (H-900x300) H-900x300x16x28,AEA110,,E22,
,,,,,○,,(H-900x300) H-912x302x18x34,CL121-철골구조 H형강 기둥 (H-900x300) H-912x302x18x34,AEA110,,E22,
,,122.0-I 형강 기둥,CL122,CL122-철골구조 I형강 기둥,○,,,CL122-철골구조 I형강 기둥 ,AEA110,,E22,
,,,,,○,,(I-100x75) I-100x75x5x8,CL122-철골구조 I형강 기둥 (I-100x75) I-100x75x5x8,AEA120,,E22,
,,,,,○,,(I-125x75) I-125x75x5.5x9.5,CL122-철골구조 I형강 기둥 (I-125x75) I-125x75x5.5x9.5,AEA120,,E22,
,,,,,○,,(I-150x75) I-150x75x5.5x9.5,CL122-철골구조 I형강 기둥 (I-150x75) I-150x75x5.5x9.5,AEA120,,E22,
,,,,,○,,(I-150x125) I-150x125x8.5x14,CL122-철골구조 I형강 기둥 (I-150x125) I-150x125x8.5x14,AEA120,,E22,
,,,,,○,,(I-180x100) I-180x100x6x10,CL122-철골구조 I형강 기둥 (I-180x100) I-180x100x6x10,AEA120,,E22,
,,,,,○,,(I-200x100) I-200x100x7x10,CL122-철골구조 I형강 기둥 (I-200x100) I-200x100x7x10,AEA120,,E22,
,,,,,○,,(I-200x150) I-200x150x9x16,CL122-철골구조 I형강 기둥 (I-200x150) I-200x150x9x16,AEA120,,E22,
,,,,,○,,(I-250x125) I-250x125x7.5x12.5,CL122-철골구조 I형강 기둥 (I-250x125) I-250x125x7.5x12.5,AEA120,,E22,
,,,,,○,,(I-250x125) I-250x125x10x19,CL122-철골구조 I형강 기둥 (I-250x125) I-250x125x10x19,AEA120,,E22,
,,,,,○,,(I-300x150) I-300x150x8x13,CL122-철골구조 I형강 기둥 (I-300x150) I-300x150x8x13,AEA120,,E22,
,,,,,○,,(I-300x150) I-300x150x10x18.5,CL122-철골구조 I형강 기둥 (I-300x150) I-300x150x10x18.5,AEA120,,E22,
,,,,,○,,(I-300x150) I-300x150x11.5x22,CL122-철골구조 I형강 기둥 (I-300x150) I-300x150x11.5x22,AEA120,,E22,
,,,,,○,,(I-350x150) I-350x150x9x15,CL122-철골구조 I형강 기둥 (I-350x150) I-350x150x9x15,AEA120,,E22,
,,,,,○,,(I-350x150) I-350x150x12x24,CL122-철골구조 I형강 기둥 (I-350x150) I-350x150x12x24,AEA120,,E22,
,,,,,○,,(I-400x150) I-400x150x10x18,CL122-철골구조 I형강 기둥 (I-400x150) I-400x150x10x18,AEA120,,E22,
,,,,,○,,(I-400x150) I-400x150x12.5x25,CL122-철골구조 I형강 기둥 (I-400x150) I-400x150x12.5x25,AEA120,,E22,
,,,,,○,,(I-450x175) I-450x175x11x20,CL122-철골구조 I형강 기둥 (I-450x175) I-450x175x11x20,AEA120,,E22,
,,,,,○,,(I-450x175) I-450x175x13x26,CL122-철골구조 I형강 기둥 (I-450x175) I-450x175x13x26,AEA120,,E22,
,,,,,○,,(I-600x190) I-600x190x13x25,CL122-철골구조 I형강 기둥 (I-600x190) I-600x190x13x25,AEA120,,E22,
,,,,,○,,(I-600x190) I-600x190x16x35,CL122-철골구조 I형강 기둥 (I-600x190) I-600x190x16x35,AEA120,,E22,
,,123.0-ㄱ 형강 기둥,CL123,CL123-철골구조 ㄱ형강 기둥,○,,,CL123-철골구조 ㄱ형강 기둥 ,AEA160,,E22,
,,,,,○,,(ㄱ-25x25) ㄱ-25x25x3,CL123-철골구조 ㄱ형강 기둥 (ㄱ-25x25) ㄱ-25x25x3,AEA160,,E22,
,,,,,○,,(ㄱ-30x30) ㄱ-30x30x3,CL123-철골구조 ㄱ형강 기둥 (ㄱ-30x30) ㄱ-30x30x3,AEA160,,E22,
,,,,,○,,(ㄱ-40x40) ㄱ-40x40x3,CL123-철골구조 ㄱ형강 기둥 (ㄱ-40x40) ㄱ-40x40x3,AEA160,,E22,
,,,,,○,,(ㄱ-40x40) ㄱ-40x40x4,CL123-철골구조 ㄱ형강 기둥 (ㄱ-40x40) ㄱ-40x40x4,AEA160,,E22,
,,,,,○,,(ㄱ-40x40) ㄱ-40x40x5,CL123-철골구조 ㄱ형강 기둥 (ㄱ-40x40) ㄱ-40x40x5,AEA160,,E22,
,,,,,○,,(ㄱ-45x45) ㄱ-45x45x4,CL123-철골구조 ㄱ형강 기둥 (ㄱ-45x45) ㄱ-45x45x4,AEA160,,E22,
,,,,,○,,(ㄱ-45x45) ㄱ-45x45x5,CL123-철골구조 ㄱ형강 기둥 (ㄱ-45x45) ㄱ-45x45x5,AEA160,,E22,
,,,,,○,,(ㄱ-50x50) ㄱ-50x50x4,CL123-철골구조 ㄱ형강 기둥 (ㄱ-50x50) ㄱ-50x50x4,AEA160,,E22,
,,,,,○,,(ㄱ-50x50) ㄱ-50x50x5,CL123-철골구조 ㄱ형강 기둥 (ㄱ-50x50) ㄱ-50x50x5,AEA160,,E22,
,,,,,○,,(ㄱ-50x50) ㄱ-50x50x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-50x50) ㄱ-50x50x6,AEA160,,E22,
,,,,,○,,(ㄱ-60x60) ㄱ-60x60x4,CL123-철골구조 ㄱ형강 기둥 (ㄱ-60x60) ㄱ-60x60x4,AEA160,,E22,
,,,,,○,,(ㄱ-60x60) ㄱ-60x60x5,CL123-철골구조 ㄱ형강 기둥 (ㄱ-60x60) ㄱ-60x60x5,AEA160,,E22,
,,,,,○,,(ㄱ-60x60) ㄱ-60x60x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-60x60) ㄱ-60x60x6,AEA160,,E22,
,,,,,○,,(ㄱ-65x65) ㄱ-65x65x5,CL123-철골구조 ㄱ형강 기둥 (ㄱ-65x65) ㄱ-65x65x5,AEA160,,E22,
,,,,,○,,(ㄱ-65x65) ㄱ-65x65x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-65x65) ㄱ-65x65x6,AEA160,,E22,
,,,,,○,,(ㄱ-65x65) ㄱ-65x65x8,CL123-철골구조 ㄱ형강 기둥 (ㄱ-65x65) ㄱ-65x65x8,AEA160,,E22,
,,,,,○,,(ㄱ-70x70) ㄱ-70x70x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-70x70) ㄱ-70x70x6,AEA160,,E22,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-75x75) ㄱ-75x75x9,AEA160,,E22,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-75x75) ㄱ-75x75x6,AEA160,,E22,
,,,,,○,,(ㄱ-75x75) ㄱ-75x75x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-75x75) ㄱ-75x75x12,AEA160,,E22,
,,,,,○,,(ㄱ-80x80) ㄱ-80x80x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-80x80) ㄱ-80x80x6,AEA160,,E22,
,,,,,○,,(ㄱ-80x80) ㄱ-80x80x7,CL123-철골구조 ㄱ형강 기둥 (ㄱ-80x80) ㄱ-80x80x7,AEA160,,E22,
,,,,,○,,(ㄱ-90x75) ㄱ-90x75x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x75) ㄱ-90x75x9,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x6,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x6,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x7,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x7,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x8,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x8,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x9,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x10,AEA160,,E22,
,,,,,○,,(ㄱ-90x90) ㄱ-90x90x13,CL123-철골구조 ㄱ형강 기둥 (ㄱ-90x90) ㄱ-90x90x13,AEA160,,E22,
,,,,,○,,(ㄱ-100x75) ㄱ-100x75x7,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x75) ㄱ-100x75x7,AEA160,,E22,
,,,,,○,,(ㄱ-100x75) ㄱ-100x75x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x75) ㄱ-100x75x10,AEA160,,E22,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x7,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x100) ㄱ-100x100x7,AEA160,,E22,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x8,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x100) ㄱ-100x100x8,AEA160,,E22,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x100) ㄱ-100x100x10,AEA160,,E22,
,,,,,○,,(ㄱ-100x100) ㄱ-100x100x13,CL123-철골구조 ㄱ형강 기둥 (ㄱ-100x100) ㄱ-100x100x13,AEA160,,E22,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x7,CL123-철골구조 ㄱ형강 기둥 (ㄱ-125x75) ㄱ-125x75x7,AEA160,,E22,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-125x75) ㄱ-125x75x10,AEA160,,E22,
,,,,,○,,(ㄱ-125x75) ㄱ-125x75x13,CL123-철골구조 ㄱ형강 기둥 (ㄱ-125x75) ㄱ-125x75x13,AEA160,,E22,
,,,,,○,,(ㄱ-120x120) ㄱ-120x120x8,CL123-철골구조 ㄱ형강 기둥 (ㄱ-120x120) ㄱ-120x120x8,AEA160,,E22,
,,,,,○,,(ㄱ-120x120) ㄱ-120x120x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-120x120) ㄱ-120x120x9,AEA160,,E22,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-130x130) ㄱ-130x130x9,AEA160,,E22,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-130x130) ㄱ-130x130x10,AEA160,,E22,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-130x130) ㄱ-130x130x12,AEA160,,E22,
,,,,,○,,(ㄱ-130x130) ㄱ-130x130x15,CL123-철골구조 ㄱ형강 기둥 (ㄱ-130x130) ㄱ-130x130x15,AEA160,,E22,
,,,,,○,,(ㄱ-150x90) ㄱ-150x90x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x90) ㄱ-150x90x9,AEA160,,E22,
,,,,,○,,(ㄱ-150x90) ㄱ-150x90x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x90) ㄱ-150x90x12,AEA160,,E22,
,,,,,○,,(ㄱ-150x100) ㄱ-150x100x9,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x100) ㄱ-150x100x9,AEA160,,E22,
,,,,,○,,(ㄱ-150x100) ㄱ-150x100x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x100) ㄱ-150x100x12,AEA160,,E22,
,,,,,○,,(ㄱ-150x100) ㄱ-150x100x15,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x100) ㄱ-150x100x15,AEA160,,E22,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x10,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x150) ㄱ-150x150x10,AEA160,,E22,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x150) ㄱ-150x150x12,AEA160,,E22,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x15,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x150) ㄱ-150x150x15,AEA160,,E22,
,,,,,○,,(ㄱ-150x150) ㄱ-150x150x19,CL123-철골구조 ㄱ형강 기둥 (ㄱ-150x150) ㄱ-150x150x19,AEA160,,E22,
,,,,,○,,(ㄱ-175x175) ㄱ-175x175x12,CL123-철골구조 ㄱ형강 기둥 (ㄱ-175x175) ㄱ-175x175x12,AEA160,,E22,
,,,,,○,,(ㄱ-175x175) ㄱ-175x175x15,CL123-철골구조 ㄱ형강 기둥 (ㄱ-175x175) ㄱ-175x175x15,AEA160,,E22,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x15,CL123-철골구조 ㄱ형강 기둥 (ㄱ-200x200) ㄱ-200x200x15,AEA160,,E22,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x20,CL123-철골구조 ㄱ형강 기둥 (ㄱ-200x200) ㄱ-200x200x20,AEA160,,E22,
,,,,,○,,(ㄱ-200x200) ㄱ-200x200x25,CL123-철골구조 ㄱ형강 기둥 (ㄱ-200x200) ㄱ-200x200x25,AEA160,,E22,
,,,,,○,,(ㄱ-250x250) ㄱ-250x250x25,CL123-철골구조 ㄱ형강 기둥 (ㄱ-250x250) ㄱ-250x250x25,AEA160,,E22,
,,,,,○,,(ㄱ-250x250) ㄱ-250x250x35,CL123-철골구조 ㄱ형강 기둥 (ㄱ-250x250) ㄱ-250x250x35,AEA160,,E22,
