PredefinedType,Category,Family,StructuralUsage,StructuralMaterial,Width,Height,Length,Volume,CrossSectionArea,IsExternal,LoadBearing,PartCode
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,2575.04332715891,0.432007798888608,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,2200.0,0.359999999999997,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,1745.04332715886,0.282607798888591,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,499.999999999993,0.125999999999998,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,2200.00000000001,0.396000000000006,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,1279.96540243917,0.212393772439048,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Non-bearing,KBIMS-콘크리트,0,0,2549.99130702301,0.269499043772528,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Non-bearing,KBIMS-콘크리트,0,0,2999.99999999999,0.579999999999992,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,2899.96540243023,0.503993772437448,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,499.99999999993,0.125999999999986,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,499.999999999925,0.125999999999985,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,7799.99999999318,1.36799999999879,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,13399.9999202642,1.4172652989127,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,724.999980105998,0.140499995005732,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,899.999967257302,0.131999996398301,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Non-bearing,KBIMS-콘크리트,0,0,6425.00001284909,1.27000000256981,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,802.299967257476,0.283137413545574,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_BW1_T400,Bearing,KBIMS-콘크리트,0,0,12369.316876853,29.4389496357002,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_BW1_T400,Bearing,KBIMS-콘크리트,0,0,12369.316876853,29.4389496357002,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,924.999999999915,0.532499999999935,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,975.000012848445,0.61275000896179,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.00000000005,0.147373043271748,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,0.441004745997605,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.430500000000031,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.2915,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.430500000000031,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.4175000000001,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.472500000000071,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.57499999999964,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.524999999999919,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.29149999999999,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.430500000000031,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.2915,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.430500000000031,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,2175.0,1.2915,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,34725.5000000004,6.75684750000649,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6499.99999999999,0.643589999998895,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6499.99999999999,0.631799999998851,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6499.99999999999,0.631799999999076,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6499.99999999999,0.643589999998851,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6449.99999999999,0.643589999998852,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,7775.0,2.4640000000007,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,6550.03468359395,0.6318033712444,0.0,False,False,E24
,Walls,"Basic Wall: A1-33-01B-시멘트 모르타르, 도기질타일 (30mm)",Non-bearing,,0,0,3000.46841022069,0.241499081751162,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Non-bearing,KBIMS-콘크리트,0,0,5050.00001989403,3.92900001631286,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Bearing,KBIMS-콘크리트,0,0,7500.0,4.7000000095073,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Bearing,KBIMS-콘크리트,0,0,7500.0,4.70000000950775,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Bearing,KBIMS-콘크리트,0,0,7500.0,5.82000001156416,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_W1_T200,Bearing,KBIMS-콘크리트,0,0,7500.0,5.26000001053611,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,625.000000000053,0.430500000000031,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,6703.90936425878,6.93393382198442,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_CW1_T200,Bearing,KBIMS-콘크리트,0,0,6703.90936425878,6.93393382198442,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,2800.00869298417,0.330660844958026,0.0,False,False,E24
,Walls,Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm,Non-bearing,KBIMS-시멘트벽돌,0,0,2599.96509195269,0.300330329237659,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_BW1_T500,Bearing,KBIMS-콘크리트,0,0,19953.9093609176,17.82,0.0,False,False,E24
,Walls,Basic Wall: WA110-철근콘크리트구조 벽_BW1_T500,Bearing,KBIMS-콘크리트,0,0,25550.0000000001,14.9580000000004,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,13650.6328362927,3.65085564212756,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,974.999590953043,0.612749724819109,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13475.6328362926,4.15419617925335,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13573.7861596143,3.71396755575892,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12600.007860026,3.68900001135212,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013078992,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.0004218955,3.37900013078993,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11649.965738302,3.59700013922802,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11900.0000366122,3.68900001135216,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013078994,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12698.1533599339,3.6890000113522,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.15574860451165,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11900.0000366122,3.68900001135243,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013079008,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013078963,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12100.0000366122,3.87200001171819,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.000421896,3.44100013078962,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,22250.0346707458,2.33625364043507,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.000421896,3.55200013500882,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12798.1533599339,3.87200001171823,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,7774.99133779719,2.84899679498533,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13475.6406597065,4.28820501110858,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.0004218964,4.10700015610212,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12100.0000366122,4.477000013547,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12798.1533599339,4.47700001354704,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.96008704409189,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.000421896,3.55200013500897,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013079019,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.0004218964,4.1070001561023,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12698.1533599339,3.68900001135247,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.15574860451197,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11900.0000366122,3.68900001135166,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013079033,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013078949,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12698.1533599339,3.68900001135179,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.15574860451111,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11100.000421896,3.44100013078948,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13573.7861596143,3.75119617925259,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,12798.1533599339,3.75100001135169,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.15574860451105,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,13525.6406597065,4.15574860451155,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11900.0000366122,3.68900001135206,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013079,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10900.000421896,3.37900013078985,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,11900.0000366123,3.68900001135211,0.0,False,False,E24
,Walls,"Basic Wall: WA730-DRY WALL(C50, GS12.5mm) (2겹양면, GW50mm) 100mm",Non-bearing,KBIMS-경량철골벽틀,0,0,10700.000421896,3.95900015610237,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.8280000247136,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.777750019349966,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16350.6241066963,9.83382127202008,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.76999999132743,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,10850.0000307805,3.34027502114685,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,28850.0,8.60190000000164,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,37550.62417409,11.8860607205824,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,35350.0000000005,10.79438120193,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,28225.0000879475,2.95575000924276,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307805,6.08662501892939,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16500.6241066963,8.13188382561746,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209772,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.49050002251636,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,950.000012848323,0.577875018578976,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307805,6.08662501892991,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307805,6.17887501893006,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16350.6241066963,8.13188382561833,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209818,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.49050002251664,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.619500018579038,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307805,6.08662501893055,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16500.6241066963,8.13188382561898,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,875.000075098382,0.373350029513953,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209853,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.49050002251689,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209816,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.702750018579096,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.55050002251668,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.619500018579034,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,37550.62417409,3.94281553829048,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,22250.0346707458,4.47724338685256,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16350.6241066963,8.13188382561814,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209808,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.4905000225166,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.702750018579023,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.685500019349979,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.86637002471353,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307806,7.65375002308616,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,28225.0000879475,5.91150001847087,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,15574.9913070158,10.0354680800231,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,5.33999999036407,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,4.34160002745966,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.855000022982963,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,16500.6241066963,8.13188382561814,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,7599.99998715142,4.31399999209808,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,6300.00003661234,3.49050002251653,0.0,False,False,E24
,Walls,Basic Wall: WA310-화강석 벽,Non-bearing,KBIMS-화강석,0,0,1100.00001284832,0.702750018579023,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,37550.62417409,7.88563107656975,0.0,False,False,E24
,Walls,"Basic Wall: A2-22-02A-압출스치로품, BRACKET(STEEL), ALC블록 (150mm)",Non-bearing,,0,0,34725.0000000004,7.30800000001017,0.0,False,False,E24
,Walls,"Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)",Non-bearing,,0,0,10850.0000307806,6.7331250207774,0.0,False,False,E24
